household_type,income_group,year,all_federal_taxes,individual_income_tax,payroll_taxes,corporate_income_tax,excise_taxes
all_households,lowest_quintile,2016,0.1,-3.1,2.7,1.2,12.7
all_households,lowest_quintile,2017,0.0,-2.9,2.6,1.2,12.2
all_households,second_quintile,1979,7.5,3.8,12.5,7.5,15.1
all_households,second_quintile,1980,7.2,3.8,11.9,7.5,14.8
all_households,second_quintile,1981,7.2,4.0,11.6,7.6,15.0
all_households,second_quintile,1982,7.1,3.7,11.0,7.7,15.2
all_households,second_quintile,1983,7.0,3.5,10.5,7.6,15.3
all_households,second_quintile,1984,7.3,3.9,10.8,7.5,15.5
all_households,second_quintile,1985,7.2,3.8,10.7,7.4,15.4
all_households,second_quintile,1986,6.7,3.3,10.2,7.1,15.1
all_households,second_quintile,1987,6.4,2.6,9.9,7.5,15.2
all_households,second_quintile,1988,6.3,2.5,10.0,7.2,15.4
all_households,second_quintile,1989,6.2,2.2,10.0,7.0,15.2
all_households,second_quintile,1990,6.7,2.9,10.3,7.1,15.3
all_households,second_quintile,1991,6.4,2.4,9.7,7.3,15.5
all_households,second_quintile,1992,6.0,1.8,9.5,6.9,15.8
all_households,second_quintile,1993,5.8,1.6,9.3,6.7,15.7
all_households,second_quintile,1994,5.5,1.0,9.2,6.6,15.7
all_households,second_quintile,1995,5.6,1.1,9.5,6.4,15.2
all_households,second_quintile,1996,5.3,0.9,9.4,6.1,15.8
all_households,second_quintile,1997,5.3,1.1,9.6,5.7,15.4
all_households,second_quintile,1998,5.0,0.7,9.6,5.5,15.3
all_households,second_quintile,1999,5.0,0.8,9.5,5.4,15.1
all_households,second_quintile,2000,4.8,0.9,9.5,5.2,15.0
all_households,second_quintile,2001,4.6,-0.2,9.3,5.5,15.7
all_households,second_quintile,2002,4.4,-0.9,9.1,5.2,15.8
all_households,second_quintile,2003,4.2,-1.8,9.0,4.6,15.7
all_households,second_quintile,2004,4.1,-1.5,9.1,4.3,15.0
all_households,second_quintile,2005,4.0,-1.5,9.3,4.1,15.2
all_households,second_quintile,2006,3.9,-1.3,9.3,3.9,15.0
all_households,second_quintile,2007,4.2,-0.8,9.6,4.1,14.7
all_households,second_quintile,2008,3.2,-4.0,9.2,4.1,15.0
all_households,second_quintile,2009,2.8,-5.0,8.6,4.2,16.0
all_households,second_quintile,2010,2.8,-4.3,8.6,3.7,15.9
all_households,second_quintile,2011,3.0,-2.8,8.7,3.7,15.7
all_households,second_quintile,2012,2.7,-2.5,8.5,3.3,15.2
all_households,second_quintile,2013,3.1,-2.4,8.5,3.7,15.2
all_households,second_quintile,2014,3.0,-2.4,8.7,3.5,14.7
all_households,second_quintile,2015,3.1,-2.1,8.7,3.6,14.6
all_households,second_quintile,2016,3.2,-2.1,8.7,3.6,14.7
all_households,second_quintile,2017,3.2,-1.6,8.6,3.7,14.3
all_households,middle_quintile,1979,13.8,10.8,19.9,9.8,18.1
all_households,middle_quintile,1980,13.8,10.9,19.7,10.1,18.2
all_households,middle_quintile,1981,14.0,11.1,19.4,10.4,18.4
all_households,middle_quintile,1982,13.9,10.7,18.8,10.6,18.1
all_households,middle_quintile,1983,13.6,10.3,18.3,10.3,17.8
all_households,middle_quintile,1984,13.7,10.3,18.3,10.8,17.5
all_households,middle_quintile,1985,13.4,10.0,18.2,10.3,17.1
all_households,middle_quintile,1986,13.0,9.4,18.1,9.9,17.5
all_households,middle_quintile,1987,13.0,9.0,18.3,10.4,17.7
all_households,middle_quintile,1988,12.7,8.7,18.1,9.9,17.5
all_households,middle_quintile,1989,13.0,9.0,18.2,10.0,17.8
all_households,middle_quintile,1990,13.0,9.3,17.8,9.8,17.7
all_households,middle_quintile,1991,13.0,9.3,17.3,10.3,17.9
all_households,middle_quintile,1992,12.6,8.6,17.3,9.9,17.6
all_households,middle_quintile,1993,12.3,8.3,17.2,9.3,17.6
all_households,middle_quintile,1994,12.3,8.3,17.1,9.3,18.0
all_households,middle_quintile,1995,12.0,8.1,17.1,9.2,17.8
all_households,middle_quintile,1996,11.7,7.6,17.0,9.1,17.9
all_households,middle_quintile,1997,11.4,7.5,16.9,8.8,17.7
all_households,middle_quintile,1998,11.0,6.8,16.9,8.4,17.7
all_households,middle_quintile,1999,10.7,6.3,16.8,8.1,17.7
all_households,middle_quintile,2000,10.4,6.2,16.6,8.0,17.4
all_households,middle_quintile,2001,10.5,5.6,16.4,8.2,17.8
all_households,middle_quintile,2002,10.7,5.6,16.3,8.0,18.2
all_households,middle_quintile,2003,10.4,4.8,16.2,7.3,17.7
all_households,middle_quintile,2004,10.2,4.8,16.3,7.0,17.8
all_households,middle_quintile,2005,9.7,4.6,16.4,6.7,17.3
all_households,middle_quintile,2006,9.6,4.5,16.4,6.7,17.7
all_households,middle_quintile,2007,9.7,4.8,16.4,6.8,17.7
all_households,middle_quintile,2008,9.2,2.4,16.1,6.8,17.4
all_households,middle_quintile,2009,9.5,2.6,15.6,6.9,18.1
all_households,middle_quintile,2010,9.1,2.8,15.5,6.3,17.6
all_households,middle_quintile,2011,9.2,4.2,15.4,6.6,17.8
all_households,middle_quintile,2012,8.7,3.9,15.3,5.9,17.6
all_households,middle_quintile,2013,9.2,4.2,15.4,6.4,17.5
all_households,middle_quintile,2014,8.9,3.9,15.4,6.2,17.6
all_households,middle_quintile,2015,9.0,4.1,15.4,6.3,17.8
all_households,middle_quintile,2016,9.2,4.4,15.6,6.2,17.6
all_households,middle_quintile,2017,9.1,4.3,15.5,6.2,17.7
all_households,fourth_quintile,1979,21.8,20.4,27.7,14.2,21.3
all_households,fourth_quintile,1980,22.0,20.5,27.7,14.5,21.3
all_households,fourth_quintile,1981,22.5,20.8,27.7,14.4,21.3
all_households,fourth_quintile,1982,22.7,20.5,27.4,14.7,21.8
all_households,fourth_quintile,1983,22.4,20.1,27.4,15.0,21.4
all_households,fourth_quintile,1984,22.1,19.7,27.2,14.9,21.1
all_households,fourth_quintile,1985,21.9,19.3,27.2,14.5,21.0
all_households,fourth_quintile,1986,21.4,18.3,27.5,13.9,20.4
all_households,fourth_quintile,1987,21.3,17.8,27.6,14.9,21.2
all_households,fourth_quintile,1988,21.1,17.4,27.7,14.3,21.5
all_households,fourth_quintile,1989,21.3,17.9,27.5,14.3,21.8
all_households,fourth_quintile,1990,21.4,18.1,27.3,14.3,21.6
all_households,fourth_quintile,1991,21.5,18.3,26.8,14.4,21.6
all_households,fourth_quintile,1992,21.0,17.4,26.9,13.7,21.6
all_households,fourth_quintile,1993,20.6,17.1,26.8,13.7,21.0
all_households,fourth_quintile,1994,20.6,17.3,26.7,13.5,21.4
all_households,fourth_quintile,1995,20.2,16.7,26.4,13.5,21.6
all_households,fourth_quintile,1996,19.7,15.9,26.6,13.0,21.2
all_households,fourth_quintile,1997,19.1,15.4,26.2,12.7,20.7
all_households,fourth_quintile,1998,18.9,14.9,26.3,12.5,20.9
all_households,fourth_quintile,1999,18.4,14.1,26.0,12.4,20.6
all_households,fourth_quintile,2000,18.1,13.7,26.0,12.1,21.2
all_households,fourth_quintile,2001,19.0,14.4,26.0,12.1,21.5
all_households,fourth_quintile,2002,19.5,14.9,25.9,11.9,21.4
all_households,fourth_quintile,2003,19.2,14.6,25.8,11.3,21.2
all_households,fourth_quintile,2004,18.5,13.8,26.0,10.7,21.5
all_households,fourth_quintile,2005,17.7,13.0,25.9,10.6,20.9
all_households,fourth_quintile,2006,17.4,12.8,25.9,10.8,20.4
all_households,fourth_quintile,2007,17.4,12.7,25.5,10.8,21.1
all_households,fourth_quintile,2008,18.0,12.2,25.4,10.6,20.1
all_households,fourth_quintile,2009,19.0,13.4,25.5,11.3,20.5
all_households,fourth_quintile,2010,18.4,13.2,25.5,10.5,20.0
all_households,fourth_quintile,2011,18.3,14.4,25.4,10.5,20.3
all_households,fourth_quintile,2012,17.5,13.3,25.6,9.8,20.3
all_households,fourth_quintile,2013,17.9,13.5,25.3,10.9,20.2
all_households,fourth_quintile,2014,17.4,12.9,25.3,10.5,21.1
all_households,fourth_quintile,2015,17.6,13.1,25.4,10.5,21.2
all_households,fourth_quintile,2016,17.9,13.6,25.4,10.4,21.1
all_households,fourth_quintile,2017,17.8,13.2,25.4,10.5,21.5
all_households,highest_quintile,1979,55.1,65.3,36.7,65.4,34.1
all_households,highest_quintile,1980,55.4,65.0,37.8,64.9,34.4
all_households,highest_quintile,1981,54.7,64.3,38.4,64.7,34.0
all_households,highest_quintile,1982,54.8,65.1,40.2,64.1,33.9
all_households,highest_quintile,1983,55.4,66.2,41.2,64.3,33.5
all_households,highest_quintile,1984,54.9,66.2,40.7,63.4,33.1
all_households,highest_quintile,1985,55.5,67.1,41.1,64.8,33.7
all_households,highest_quintile,1986,57.1,69.0,41.4,66.3,35.3
all_households,highest_quintile,1987,57.8,70.9,41.9,64.0,34.1
all_households,highest_quintile,1988,58.4,71.9,41.8,65.6,34.6
all_households,highest_quintile,1989,58.0,71.3,41.6,65.5,34.3
all_households,highest_quintile,1990,57.2,70.3,41.8,65.4,33.4
all_households,highest_quintile,1991,57.5,70.8,43.4,64.3,32.8
all_households,highest_quintile,1992,59.0,72.9,43.7,66.3,32.8
all_households,highest_quintile,1993,59.8,73.9,44.2,67.1,33.1
all_households,highest_quintile,1994,60.3,74.8,44.7,67.4,32.0
all_households,highest_quintile,1995,61.0,75.9,44.2,67.8,32.4
all_households,highest_quintile,1996,62.4,77.4,44.2,69.1,32.5
all_households,highest_quintile,1997,63.3,77.9,44.4,70.4,33.1
all_households,highest_quintile,1998,63.9,79.5,44.0,71.1,33.3
all_households,highest_quintile,1999,64.9,80.4,44.4,71.6,33.8
all_households,highest_quintile,2000,65.7,80.9,44.7,72.2,33.7
all_households,highest_quintile,2001,64.8,82.0,45.4,71.3,32.4
all_households,highest_quintile,2002,64.3,82.4,45.8,71.1,31.1
all_households,highest_quintile,2003,65.0,84.6,46.2,73.8,31.9
all_households,highest_quintile,2004,66.2,85.1,45.8,75.5,34.0
all_households,highest_quintile,2005,67.6,86.1,45.4,76.3,33.5
all_households,highest_quintile,2006,68.0,86.1,45.3,76.3,33.0
all_households,highest_quintile,2007,67.8,85.7,44.9,75.8,33.3
all_households,highest_quintile,2008,69.4,94.2,45.9,74.9,33.3
all_households,highest_quintile,2009,68.4,93.7,47.3,73.7,31.2
all_households,highest_quintile,2010,69.4,92.7,47.4,76.4,31.4
all_households,highest_quintile,2011,69.0,87.7,47.4,76.0,31.0
all_households,highest_quintile,2012,70.8,88.1,47.9,78.6,32.5
all_households,highest_quintile,2013,69.2,87.7,47.9,76.1,32.2
all_households,highest_quintile,2014,70.2,88.5,47.7,77.2,33.1
all_households,highest_quintile,2015,69.9,88.0,47.6,77.1,33.2
all_households,highest_quintile,2016,69.3,87.2,47.4,77.1,33.4
all_households,highest_quintile,2017,69.6,87.0,47.8,76.7,33.8
all_households,percentiles_81_90,1979,16.1,16.8,17.6,11.1,13.3
all_households,percentiles_81_90,1980,16.6,17.1,17.9,11.7,13.3
all_households,percentiles_81_90,1981,16.9,17.4,18.0,11.6,13.4
all_households,percentiles_81_90,1982,17.2,17.4,18.3,11.7,13.6
all_households,percentiles_81_90,1983,16.9,17.0,18.6,11.4,13.3
all_households,percentiles_81_90,1984,16.7,16.7,18.6,11.2,13.0
all_households,percentiles_81_90,1985,16.7,16.7,18.7,11.0,12.9
all_households,percentiles_81_90,1986,16.2,15.6,19.0,10.3,12.8
all_households,percentiles_81_90,1987,16.6,16.2,19.1,11.1,13.2
all_households,percentiles_81_90,1988,16.1,15.4,18.9,10.6,13.3
all_households,percentiles_81_90,1989,16.5,16.1,18.7,11.2,13.7
all_households,percentiles_81_90,1990,16.4,16.0,18.7,11.2,13.4
all_households,percentiles_81_90,1991,16.5,16.3,18.5,11.1,13.0
all_households,percentiles_81_90,1992,16.3,15.7,18.7,10.7,13.1
all_households,percentiles_81_90,1993,15.9,15.3,18.6,10.6,12.7
all_households,percentiles_81_90,1994,16.0,15.6,18.6,10.4,12.6
all_households,percentiles_81_90,1995,15.7,15.2,18.4,10.7,12.9
all_households,percentiles_81_90,1996,15.4,14.7,18.4,10.7,12.9
all_households,percentiles_81_90,1997,15.3,14.3,18.7,10.3,12.8
all_households,percentiles_81_90,1998,15.3,14.3,18.5,10.0,13.2
all_households,percentiles_81_90,1999,14.9,13.8,18.4,10.0,13.1
all_households,percentiles_81_90,2000,14.7,13.4,18.3,10.0,13.2
all_households,percentiles_81_90,2001,15.7,14.5,18.6,9.6,12.9
all_households,percentiles_81_90,2002,15.9,15.1,18.5,9.6,12.3
all_households,percentiles_81_90,2003,15.9,15.0,18.7,9.2,12.7
all_households,percentiles_81_90,2004,15.3,14.3,18.6,9.0,13.2
all_households,percentiles_81_90,2005,14.6,13.5,18.6,8.9,12.6
all_households,percentiles_81_90,2006,14.4,13.3,18.5,9.0,12.4
all_households,percentiles_81_90,2007,14.4,13.1,18.4,9.0,13.0
all_households,percentiles_81_90,2008,15.4,14.3,18.5,8.7,12.2
all_households,percentiles_81_90,2009,16.4,15.6,18.9,9.0,12.1
all_households,percentiles_81_90,2010,15.9,15.2,18.9,8.7,11.7
all_households,percentiles_81_90,2011,15.7,15.3,18.6,8.8,11.8
all_households,percentiles_81_90,2012,15.0,14.2,18.9,8.0,12.1
all_households,percentiles_81_90,2013,15.5,14.5,18.9,9.4,12.2
all_households,percentiles_81_90,2014,15.1,13.9,18.9,9.1,12.9
all_households,percentiles_81_90,2015,15.2,14.1,18.8,8.9,13.1
all_households,percentiles_81_90,2016,15.5,14.5,18.8,9.1,13.0
all_households,percentiles_81_90,2017,15.4,14.1,18.9,9.1,13.3
all_households,percentiles_91_95,1979,11.1,12.7,10.3,8.8,8.1
all_households,percentiles_91_95,1980,11.4,12.8,10.3,9.2,8.1
all_households,percentiles_91_95,1981,11.6,13.0,10.6,9.1,8.1
all_households,percentiles_91_95,1982,11.6,12.7,11.0,8.4,8.1
all_households,percentiles_91_95,1983,11.5,12.6,11.2,8.6,7.7
all_households,percentiles_91_95,1984,11.2,12.2,11.0,8.4,7.7
all_households,percentiles_91_95,1985,11.3,12.3,11.1,8.3,7.7
all_households,percentiles_91_95,1986,11.2,11.9,11.3,8.2,8.0
all_households,percentiles_91_95,1987,11.5,12.6,11.2,8.7,8.1
all_households,percentiles_91_95,1988,11.1,12.0,11.4,7.9,8.0
all_households,percentiles_91_95,1989,11.3,12.3,11.2,8.5,8.0
all_households,percentiles_91_95,1990,11.3,12.2,11.2,8.6,7.9
all_households,percentiles_91_95,1991,11.5,12.5,11.5,8.5,7.6
all_households,percentiles_91_95,1992,11.4,12.3,11.5,8.6,7.7
all_households,percentiles_91_95,1993,11.4,12.2,11.6,8.8,7.9
all_households,percentiles_91_95,1994,11.4,12.4,11.5,8.4,7.7
all_households,percentiles_91_95,1995,11.3,12.2,11.6,8.6,7.6
all_households,percentiles_91_95,1996,11.1,11.8,11.5,8.4,7.6
all_households,percentiles_91_95,1997,11.1,11.8,11.4,8.8,7.9
all_households,percentiles_91_95,1998,11.1,11.8,11.4,8.4,7.8
all_households,percentiles_91_95,1999,11.0,11.6,11.3,8.3,7.8
all_households,percentiles_91_95,2000,10.9,11.3,11.3,8.3,7.9
all_households,percentiles_91_95,2001,11.6,12.4,11.7,7.8,7.6
all_households,percentiles_91_95,2002,11.8,12.8,11.8,7.9,7.4
all_households,percentiles_91_95,2003,11.7,12.9,12.0,7.3,7.3
all_households,percentiles_91_95,2004,11.3,12.3,11.9,7.2,7.6
all_households,percentiles_91_95,2005,11.0,11.8,11.9,7.3,7.3
all_households,percentiles_91_95,2006,10.9,11.7,11.8,7.5,7.4
all_households,percentiles_91_95,2007,10.8,11.5,11.6,7.5,7.6
all_households,percentiles_91_95,2008,11.9,13.4,12.0,7.0,7.5
all_households,percentiles_91_95,2009,12.5,14.2,12.2,7.3,7.2
all_households,percentiles_91_95,2010,12.1,13.7,12.2,6.8,7.0
all_households,percentiles_91_95,2011,12.0,13.4,12.2,6.9,7.2
all_households,percentiles_91_95,2012,11.6,12.6,12.4,6.8,7.4
all_households,percentiles_91_95,2013,11.7,12.5,12.3,7.6,7.3
all_households,percentiles_91_95,2014,11.6,12.3,12.3,7.7,7.9
all_households,percentiles_91_95,2015,11.6,12.3,12.2,7.9,7.9
all_households,percentiles_91_95,2016,11.8,12.6,12.2,7.9,7.9
all_households,percentiles_91_95,2017,11.8,12.3,12.3,7.9,8.0
all_households,percentiles_96_99,1979,13.9,17.4,7.5,16.8,8.5
all_households,percentiles_96_99,1980,14.2,17.7,8.1,16.7,8.7
all_households,percentiles_96_99,1981,14.1,17.6,8.3,16.5,8.3
all_households,percentiles_96_99,1982,13.8,17.4,8.9,14.8,8.1
all_households,percentiles_96_99,1983,13.6,17.1,9.3,15.1,7.9
all_households,percentiles_96_99,1984,13.3,16.8,9.0,14.2,7.8
all_households,percentiles_96_99,1985,13.5,17.0,9.3,14.7,8.1
all_households,percentiles_96_99,1986,13.5,17.0,9.2,14.4,8.5
all_households,percentiles_96_99,1987,14.5,18.7,9.5,15.9,8.1
all_households,percentiles_96_99,1988,14.0,17.9,9.4,15.2,8.1
all_households,percentiles_96_99,1989,14.4,18.6,9.4,15.4,8.1
all_households,percentiles_96_99,1990,14.2,18.3,9.7,15.1,7.9
all_households,percentiles_96_99,1991,14.6,18.6,10.6,15.2,7.9
all_households,percentiles_96_99,1992,14.7,18.6,10.6,15.4,7.9
all_households,percentiles_96_99,1993,14.8,18.6,11.0,15.4,8.2
all_households,percentiles_96_99,1994,14.8,18.9,10.9,14.8,7.8
all_households,percentiles_96_99,1995,15.1,19.3,10.7,15.4,7.8
all_households,percentiles_96_99,1996,15.2,19.4,10.6,15.3,7.8
all_households,percentiles_96_99,1997,15.3,19.4,10.5,15.5,8.0
all_households,percentiles_96_99,1998,15.4,19.8,10.3,15.1,7.9
all_households,percentiles_96_99,1999,15.7,19.9,10.5,15.5,8.4
all_households,percentiles_96_99,2000,15.6,19.6,10.7,15.0,8.1
all_households,percentiles_96_99,2001,15.8,20.7,10.9,14.3,7.9
all_households,percentiles_96_99,2002,16.2,21.4,11.5,13.9,7.4
all_households,percentiles_96_99,2003,16.0,21.9,11.5,14.2,7.5
all_households,percentiles_96_99,2004,16.0,21.7,11.2,14.1,8.1
all_households,percentiles_96_99,2005,16.2,21.9,10.9,14.7,7.9
all_households,percentiles_96_99,2006,16.2,21.8,10.9,14.7,7.9
all_households,percentiles_96_99,2007,16.1,21.5,10.7,14.4,7.9
all_households,percentiles_96_99,2008,17.2,24.7,11.3,13.0,8.0
all_households,percentiles_96_99,2009,17.4,25.2,12.0,12.8,7.5
all_households,percentiles_96_99,2010,17.3,24.6,12.0,12.4,7.4
all_households,percentiles_96_99,2011,17.4,23.5,12.0,12.6,7.4
all_households,percentiles_96_99,2012,17.2,22.9,12.0,12.4,7.7
all_households,percentiles_96_99,2013,16.9,22.4,11.9,14.6,7.6
all_households,percentiles_96_99,2014,17.0,22.3,11.9,14.9,8.0
all_households,percentiles_96_99,2015,16.9,22.3,11.7,14.2,7.9
all_households,percentiles_96_99,2016,17.1,22.6,11.7,14.4,7.9
all_households,percentiles_96_99,2017,17.1,22.1,11.8,14.9,7.9
all_households,top_1_percent,1979,14.1,18.4,1.3,28.8,4.3
all_households,top_1_percent,1980,13.2,17.4,1.5,27.3,4.3
all_households,top_1_percent,1981,12.1,16.3,1.6,27.5,4.2
all_households,top_1_percent,1982,12.2,17.6,2.0,29.2,4.0
all_households,top_1_percent,1983,13.3,19.5,2.1,29.2,4.6
all_households,top_1_percent,1984,13.7,20.4,2.0,29.6,4.6
all_households,top_1_percent,1985,14.0,21.1,2.0,30.9,5.0
all_households,top_1_percent,1986,16.2,24.5,1.9,33.3,6.0
all_households,top_1_percent,1987,15.3,23.4,2.2,28.3,4.7
all_households,top_1_percent,1988,17.2,26.5,2.2,31.9,5.1
all_households,top_1_percent,1989,15.9,24.3,2.3,30.5,4.5
all_households,top_1_percent,1990,15.3,23.8,2.3,30.5,4.2
all_households,top_1_percent,1991,14.9,23.4,2.9,29.4,4.2
all_households,top_1_percent,1992,16.6,26.3,2.8,31.5,4.1
all_households,top_1_percent,1993,17.6,27.6,2.9,32.4,4.2
all_households,top_1_percent,1994,18.1,27.8,3.7,33.8,3.9
all_households,top_1_percent,1995,18.9,29.1,3.6,33.0,4.1
all_households,top_1_percent,1996,20.7,31.5,3.7,34.7,4.2
all_households,top_1_percent,1997,21.5,32.3,3.8,35.8,4.4
all_households,top_1_percent,1998,22.2,33.6,3.8,37.7,4.4
all_households,top_1_percent,1999,23.3,35.1,4.1,37.9,4.5
all_households,top_1_percent,2000,24.5,36.5,4.3,38.8,4.5
all_households,top_1_percent,2001,21.7,34.4,4.1,39.5,4.1
all_households,top_1_percent,2002,20.4,33.1,4.0,39.8,4.0
all_households,top_1_percent,2003,21.4,34.7,4.0,43.2,4.5
all_households,top_1_percent,2004,23.7,36.9,4.0,45.3,5.2
all_households,top_1_percent,2005,25.9,39.0,4.0,45.3,5.7
all_households,top_1_percent,2006,26.4,39.3,4.0,45.1,5.3
all_households,top_1_percent,2007,26.4,39.6,4.1,45.0,4.7
all_households,top_1_percent,2008,24.8,41.8,4.2,46.2,5.6
all_households,top_1_percent,2009,22.0,38.7,4.2,44.5,4.4
all_households,top_1_percent,2010,24.1,39.1,4.3,48.6,5.3
all_households,top_1_percent,2011,23.9,35.4,4.5,47.6,4.6
all_households,top_1_percent,2012,26.9,38.4,4.6,51.3,5.2
all_households,top_1_percent,2013,25.0,38.2,4.7,44.5,5.1
all_households,top_1_percent,2014,26.5,40.1,4.6,45.6,4.4
all_households,top_1_percent,2015,26.2,39.4,4.8,46.2,4.2
all_households,top_1_percent,2016,25.0,37.5,4.7,45.8,4.6
all_households,top_1_percent,2017,25.3,38.6,4.8,44.8,4.5
hh_with_children,all_quintiles,1979,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1980,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1981,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1982,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1983,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1984,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1985,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1986,100.0,100.0,100.0,100.0,100.0
