household_type,income_group,year,federal_tax,individual_income_tax,payroll_tax,corporate_income_tax,excise_tax
all_households,lowest_quintile,1980,8.9,0.0,6.0,1.2,1.6
all_households,lowest_quintile,1981,9.6,0.4,6.7,1.0,1.5
all_households,lowest_quintile,1982,9.8,0.4,7.1,0.7,1.7
all_households,lowest_quintile,1983,11.1,0.4,7.4,0.9,2.4
all_households,lowest_quintile,1984,12.1,0.8,7.6,1.0,2.6
all_households,lowest_quintile,1985,11.8,0.6,7.8,0.8,2.6
all_households,lowest_quintile,1986,11.7,0.4,8.0,0.9,2.4
all_households,lowest_quintile,1987,10.7,-0.7,7.8,1.1,2.6
all_households,lowest_quintile,1988,10.2,-1.4,8.1,1.1,2.4
all_households,lowest_quintile,1989,9.6,-1.9,8.3,1.0,2.2
all_households,lowest_quintile,1990,10.7,-1.2,8.6,1.0,2.3
all_households,lowest_quintile,1991,10.2,-2.1,8.8,0.9,2.6
all_households,lowest_quintile,1992,10.0,-2.7,9.0,1.0,2.7
all_households,lowest_quintile,1993,10.0,-3.2,9.1,1.1,3.0
all_households,lowest_quintile,1994,8.2,-5.1,9.0,1.2,3.1
all_households,lowest_quintile,1995,7.6,-5.7,9.2,1.2,2.8
all_households,lowest_quintile,1996,6.8,-6.4,9.4,1.2,2.7
all_households,lowest_quintile,1997,7.0,-6.2,9.4,1.1,2.6
all_households,lowest_quintile,1998,6.9,-6.1,9.5,1.0,2.5
all_households,lowest_quintile,1999,7.2,-5.7,9.2,1.0,2.6
all_households,lowest_quintile,2000,6.6,-6.1,9.3,1.0,2.4
all_households,lowest_quintile,2001,6.1,-6.5,9.4,0.7,2.5
all_households,lowest_quintile,2002,5.6,-7.0,9.4,0.6,2.5
all_households,lowest_quintile,2003,5.7,-7.0,9.3,0.8,2.6
all_households,lowest_quintile,2004,5.3,-7.2,9.3,1.0,2.2
all_households,lowest_quintile,2005,5.5,-7.5,9.4,1.2,2.4
all_households,lowest_quintile,2006,5.9,-7.5,9.7,1.3,2.4
all_households,lowest_quintile,2007,5.3,-7.5,9.8,1.1,1.8
all_households,lowest_quintile,2008,0.9,-11.6,9.8,0.7,2.0
all_households,lowest_quintile,2009,-0.3,-12.8,9.8,0.6,2.1
all_households,lowest_quintile,2010,0.0,-13.0,9.8,0.8,2.4
all_households,lowest_quintile,2011,0.6,-11.1,8.5,0.7,2.4
all_households,lowest_quintile,2012,0.9,-10.9,8.5,0.8,2.5
all_households,lowest_quintile,2013,2.3,-11.0,9.9,0.9,2.5
all_households,lowest_quintile,2014,1.9,-11.5,9.8,1.0,2.6
all_households,lowest_quintile,2015,1.5,-11.6,9.8,0.9,2.4
all_households,lowest_quintile,2016,1.6,-10.9,9.5,0.8,2.2
all_households,lowest_quintile,2017,1.3,-10.9,9.4,0.6,2.2
all_households,second_quintile,1979,15.0,4.1,7.7,1.8,1.3
all_households,second_quintile,1980,14.7,4.5,7.6,1.5,1.1
all_households,second_quintile,1981,15.2,4.9,8.2,1.1,1.0
all_households,second_quintile,1982,14.0,4.3,8.0,0.7,1.1
all_households,second_quintile,1983,14.0,3.9,7.9,0.9,1.3
all_households,second_quintile,1984,14.9,4.1,8.4,1.0,1.4
all_households,second_quintile,1985,15.1,4.1,8.7,1.0,1.4
all_households,second_quintile,1986,15.0,4.0,8.7,0.9,1.3
all_households,second_quintile,1987,14.3,3.2,8.5,1.3,1.4
all_households,second_quintile,1988,14.7,3.2,8.9,1.2,1.4
all_households,second_quintile,1989,14.3,3.0,8.9,1.2,1.2
all_households,second_quintile,1990,15.0,3.4,9.2,1.1,1.2
all_households,second_quintile,1991,14.5,3.0,9.0,1.0,1.4
all_households,second_quintile,1992,13.9,2.6,8.8,1.0,1.5
all_households,second_quintile,1993,13.8,2.5,8.6,1.2,1.5
all_households,second_quintile,1994,13.5,2.0,8.6,1.2,1.7
all_households,second_quintile,1995,13.8,2.1,8.8,1.3,1.6
all_households,second_quintile,1996,13.7,2.0,9.0,1.3,1.5
all_households,second_quintile,1997,14.0,2.3,9.1,1.2,1.5
all_households,second_quintile,1998,13.4,1.7,9.2,1.1,1.4
all_households,second_quintile,1999,13.7,1.7,9.3,1.1,1.6
all_households,second_quintile,2000,13.6,1.8,9.2,1.1,1.4
all_households,second_quintile,2001,11.7,0.5,9.1,0.8,1.4
all_households,second_quintile,2002,11.0,0.0,8.9,0.7,1.4
all_households,second_quintile,2003,10.1,-0.9,8.8,0.9,1.4
all_households,second_quintile,2004,10.3,-0.7,8.6,1.0,1.3
all_households,second_quintile,2005,10.5,-0.7,8.7,1.3,1.3
all_households,second_quintile,2006,10.6,-0.6,8.7,1.3,1.2
all_households,second_quintile,2007,11.0,-0.2,9.0,1.2,1.0
all_households,second_quintile,2008,7.8,-2.7,8.8,0.7,1.0
all_households,second_quintile,2009,7.2,-2.8,8.4,0.6,1.0
all_households,second_quintile,2010,7.6,-2.6,8.3,0.7,1.1
all_households,second_quintile,2011,7.7,-1.5,7.3,0.7,1.1
all_households,second_quintile,2012,7.7,-1.5,7.3,0.8,1.2
all_households,second_quintile,2013,9.1,-1.3,8.4,0.9,1.2
all_households,second_quintile,2014,9.0,-1.6,8.5,0.9,1.2
all_households,second_quintile,2015,9.2,-1.3,8.5,0.9,1.2
all_households,second_quintile,2016,9.3,-1.2,8.6,0.8,1.1
all_households,second_quintile,2017,9.2,-1.0,8.4,0.6,1.1
all_households,middle_quintile,1979,19.1,7.4,8.5,2.0,1.1
all_households,middle_quintile,1980,19.0,7.9,8.5,1.7,0.9
all_households,middle_quintile,1981,19.4,8.2,9.0,1.4,0.9
all_households,middle_quintile,1982,18.1,7.4,8.9,0.9,0.9
all_households,middle_quintile,1983,17.5,6.7,8.8,1.1,1.0
all_households,middle_quintile,1984,18.0,6.6,9.1,1.3,1.1
all_households,middle_quintile,1985,18.2,6.5,9.4,1.1,1.1
all_households,middle_quintile,1986,18.2,6.5,9.4,1.2,1.1
all_households,middle_quintile,1987,17.8,5.8,9.3,1.5,1.1
all_households,middle_quintile,1988,18.2,5.9,9.7,1.5,1.1
all_households,middle_quintile,1989,18.1,5.9,9.7,1.4,1.0
all_households,middle_quintile,1990,18.2,6.0,9.8,1.3,1.0
all_households,middle_quintile,1991,17.8,5.8,9.6,1.3,1.2
all_households,middle_quintile,1992,17.7,5.5,9.6,1.3,1.2
all_households,middle_quintile,1993,17.6,5.4,9.6,1.4,1.2
all_households,middle_quintile,1994,17.8,5.4,9.6,1.6,1.3
all_households,middle_quintile,1995,17.8,5.4,9.6,1.6,1.3
all_households,middle_quintile,1996,17.8,5.4,9.6,1.6,1.2
all_households,middle_quintile,1997,18.1,5.6,9.8,1.6,1.1
all_households,middle_quintile,1998,17.4,5.1,9.7,1.4,1.2
all_households,middle_quintile,1999,17.5,5.1,9.8,1.4,1.3
all_households,middle_quintile,2000,17.3,5.1,9.7,1.4,1.1
all_households,middle_quintile,2001,15.7,4.0,9.7,1.0,1.1
all_households,middle_quintile,2002,15.1,3.6,9.5,0.9,1.1
all_households,middle_quintile,2003,14.3,2.8,9.3,1.1,1.1
all_households,middle_quintile,2004,14.6,3.0,9.3,1.2,1.0
all_households,middle_quintile,2005,14.8,3.0,9.3,1.6,1.0
all_households,middle_quintile,2006,14.9,3.0,9.2,1.7,0.9
all_households,middle_quintile,2007,14.8,3.3,9.3,1.4,0.8
all_households,middle_quintile,2008,12.2,1.4,9.2,0.9,0.8
all_households,middle_quintile,2009,11.8,1.4,8.9,0.7,0.8
all_households,middle_quintile,2010,12.1,1.7,8.7,0.9,0.8
all_households,middle_quintile,2011,12.0,2.7,7.6,0.9,0.9
all_households,middle_quintile,2012,12.2,2.8,7.6,0.9,0.9
all_households,middle_quintile,2013,13.7,2.9,8.8,1.1,0.9
all_households,middle_quintile,2014,14.0,2.8,9.0,1.1,1.0
all_households,middle_quintile,2015,14.0,3.0,8.9,1.1,1.0
all_households,middle_quintile,2016,13.9,3.1,8.9,1.0,0.9
all_households,middle_quintile,2017,14.0,3.3,9.0,0.8,0.9
all_households,fourth_quintile,1979,21.7,10.1,8.5,2.2,0.9
all_households,fourth_quintile,1980,21.8,10.7,8.5,1.9,0.8
all_households,fourth_quintile,1981,22.3,11.0,9.1,1.5,0.7
all_households,fourth_quintile,1982,20.6,10.0,9.0,0.9,0.8
all_households,fourth_quintile,1983,20.1,9.0,9.0,1.2,0.9
all_households,fourth_quintile,1984,20.3,8.8,9.2,1.4,1.0
all_households,fourth_quintile,1985,20.5,8.8,9.5,1.3,0.9
all_households,fourth_quintile,1986,20.6,8.8,9.7,1.3,0.9
all_households,fourth_quintile,1987,20.4,8.1,9.7,1.7,0.9
all_households,fourth_quintile,1988,20.8,8.2,10.1,1.6,0.9
all_households,fourth_quintile,1989,20.8,8.3,10.0,1.6,0.9
all_households,fourth_quintile,1990,20.8,8.2,10.1,1.5,0.9
all_households,fourth_quintile,1991,20.5,8.1,10.1,1.4,1.0
all_households,fourth_quintile,1992,20.3,7.8,10.0,1.5,1.0
all_households,fourth_quintile,1993,20.3,7.7,10.0,1.6,1.0
all_households,fourth_quintile,1994,20.7,7.8,10.1,1.7,1.1
all_households,fourth_quintile,1995,20.7,7.8,10.1,1.8,1.1
all_households,fourth_quintile,1996,20.7,7.9,10.0,1.8,0.9
all_households,fourth_quintile,1997,20.7,8.0,10.0,1.8,0.9
all_households,fourth_quintile,1998,20.6,7.9,10.1,1.6,0.9
all_households,fourth_quintile,1999,20.7,8.0,10.1,1.6,1.0
all_households,fourth_quintile,2000,20.7,8.1,10.1,1.5,0.9
all_households,fourth_quintile,2001,19.3,7.1,10.2,1.1,0.9
all_households,fourth_quintile,2002,18.5,6.7,9.9,1.0,0.9
all_households,fourth_quintile,2003,17.8,5.9,9.9,1.2,0.9
all_households,fourth_quintile,2004,18.0,5.9,9.8,1.4,0.9
all_households,fourth_quintile,2005,18.3,6.0,9.7,1.8,0.8
all_households,fourth_quintile,2006,18.3,6.0,9.6,1.9,0.7
all_households,fourth_quintile,2007,18.1,6.2,9.6,1.6,0.7
all_households,fourth_quintile,2008,16.0,4.8,9.6,1.0,0.6
all_households,fourth_quintile,2009,15.5,4.7,9.3,0.8,0.6
all_households,fourth_quintile,2010,15.9,5.0,9.2,1.0,0.6
all_households,fourth_quintile,2011,15.7,6.0,8.0,1.0,0.7
all_households,fourth_quintile,2012,15.9,6.1,8.0,1.1,0.7
all_households,fourth_quintile,2013,17.4,6.2,9.2,1.3,0.7
all_households,fourth_quintile,2014,17.8,6.4,9.3,1.3,0.8
all_households,fourth_quintile,2015,17.9,6.6,9.3,1.3,0.8
all_households,fourth_quintile,2016,17.8,6.7,9.3,1.2,0.7
all_households,fourth_quintile,2017,17.9,6.9,9.4,0.9,0.7
all_households,highest_quintile,1979,27.1,15.9,5.5,5.0,0.7
all_households,highest_quintile,1980,26.9,16.6,5.6,4.1,0.6
all_households,highest_quintile,1981,26.6,16.7,6.1,3.2,0.6
all_households,highest_quintile,1982,24.2,15.3,6.3,1.9,0.6
all_households,highest_quintile,1983,23.6,14.1,6.3,2.5,0.7
all_households,highest_quintile,1984,23.7,13.9,6.4,2.8,0.7
all_households,highest_quintile,1985,23.7,14.0,6.5,2.6,0.7
all_households,highest_quintile,1986,23.5,14.2,6.1,2.6,0.6
all_households,highest_quintile,1987,25.6,14.9,6.7,3.3,0.7
all_households,highest_quintile,1988,25.4,14.9,6.6,3.2,0.6
all_households,highest_quintile,1989,25.0,14.7,6.6,3.1,0.6
all_households,highest_quintile,1990,24.9,14.5,6.9,3.0,0.6
all_households,highest_quintile,1991,25.2,14.4,7.4,2.7,0.7
all_households,highest_quintile,1992,25.4,14.6,7.2,3.0,0.7
all_households,highest_quintile,1993,26.5,14.9,7.3,3.5,0.7
all_households,highest_quintile,1994,27.1,15.1,7.5,3.7,0.7
all_households,highest_quintile,1995,27.5,15.6,7.3,4.0,0.7
all_households,highest_quintile,1996,27.7,16.1,6.9,4.0,0.6
all_households,highest_quintile,1997,27.7,16.4,6.7,4.0,0.6
all_households,highest_quintile,1998,27.4,16.6,6.6,3.6,0.6
all_households,highest_quintile,1999,27.8,17.2,6.5,3.5,0.6
all_households,highest_quintile,2000,27.8,17.6,6.3,3.3,0.5
all_households,highest_quintile,2001,26.6,16.5,7.2,2.5,0.5
all_households,highest_quintile,2002,25.9,15.6,7.4,2.3,0.5
all_households,highest_quintile,2003,24.8,13.8,7.3,3.1,0.5
all_households,highest_quintile,2004,25.1,14.0,6.7,3.8,0.5
all_households,highest_quintile,2005,25.5,14.2,6.2,4.7,0.5
all_households,highest_quintile,2006,25.5,14.3,6.0,4.9,0.4
all_households,highest_quintile,2007,24.8,14.5,5.8,4.1,0.4
all_households,highest_quintile,2008,23.7,14.1,6.6,2.7,0.4
all_households,highest_quintile,2009,23.2,13.4,7.2,2.2,0.4
all_households,highest_quintile,2010,24.0,13.8,6.8,3.0,0.4
all_households,highest_quintile,2011,23.5,14.2,5.9,2.9,0.4
all_households,highest_quintile,2012,24.0,14.7,5.6,3.3,0.4
all_households,highest_quintile,2013,26.3,15.5,6.7,3.6,0.4
all_households,highest_quintile,2014,26.7,16.0,6.4,3.8,0.5
all_households,highest_quintile,2015,26.7,16.2,6.5,3.5,0.4
all_households,highest_quintile,2016,26.4,16.0,6.6,3.4,0.4
all_households,highest_quintile,2017,26.1,16.6,6.5,2.5,0.4
all_households,percentiles_81_90,1979,23.6,12.3,7.9,2.6,0.9
all_households,percentiles_81_90,1980,24.0,13.1,7.9,2.2,0.7
all_households,percentiles_81_90,1981,24.5,13.5,8.6,1.7,0.7
all_households,percentiles_81_90,1982,22.6,12.2,8.6,1.1,0.7
all_households,percentiles_81_90,1983,22.0,11.1,8.8,1.4,0.8
all_households,percentiles_81_90,1984,22.1,10.7,9.0,1.6,0.8
all_households,percentiles_81_90,1985,22.3,10.8,9.3,1.4,0.8
all_households,percentiles_81_90,1986,22.5,10.8,9.5,1.4,0.8
all_households,percentiles_81_90,1987,22.8,10.6,9.6,1.8,0.8
all_households,percentiles_81_90,1988,23.1,10.6,9.9,1.8,0.8
all_households,percentiles_81_90,1989,23.0,10.7,9.7,1.8,0.8
all_households,percentiles_81_90,1990,23.0,10.6,10.0,1.7,0.8
all_households,percentiles_81_90,1991,22.9,10.4,10.0,1.5,0.8
all_households,percentiles_81_90,1992,22.7,10.2,10.1,1.6,0.9
all_households,percentiles_81_90,1993,22.7,10.0,10.0,1.8,0.9
all_households,percentiles_81_90,1994,23.1,10.2,10.1,1.9,0.9
all_households,percentiles_81_90,1995,23.3,10.4,9.9,2.1,0.9
all_households,percentiles_81_90,1996,23.2,10.4,9.8,2.2,0.8
all_households,percentiles_81_90,1997,23.5,10.7,9.9,2.1,0.8
all_households,percentiles_81_90,1998,23.4,10.8,10.0,1.8,0.8
all_households,percentiles_81_90,1999,23.7,11.0,10.0,1.8,0.9
all_households,percentiles_81_90,2000,23.7,11.3,9.9,1.8,0.8
all_households,percentiles_81_90,2001,22.5,10.3,10.3,1.2,0.8
all_households,percentiles_81_90,2002,21.8,9.8,10.2,1.1,0.7
all_households,percentiles_81_90,2003,20.8,8.5,10.1,1.4,0.7
all_households,percentiles_81_90,2004,20.9,8.6,9.9,1.6,0.7
all_households,percentiles_81_90,2005,21.0,8.6,9.7,2.1,0.7
all_households,percentiles_81_90,2006,21.2,8.7,9.6,2.3,0.6
all_households,percentiles_81_90,2007,20.9,8.9,9.5,1.9,0.6
all_households,percentiles_81_90,2008,19.3,7.9,9.7,1.1,0.5
all_households,percentiles_81_90,2009,18.9,7.7,9.7,0.9,0.5
all_households,percentiles_81_90,2010,19.4,8.1,9.6,1.2,0.5
all_households,percentiles_81_90,2011,18.9,8.9,8.3,1.2,0.5
all_households,percentiles_81_90,2012,19.2,9.1,8.3,1.3,0.6
all_households,percentiles_81_90,2013,20.9,9.3,9.4,1.6,0.6
all_households,percentiles_81_90,2014,21.2,9.4,9.4,1.7,0.7
all_households,percentiles_81_90,2015,21.3,9.7,9.4,1.5,0.7
all_households,percentiles_81_90,2016,21.2,9.7,9.4,1.4,0.6
all_households,percentiles_81_90,2017,21.3,10.0,9.5,1.1,0.6
all_households,percentiles_91_95,1979,25.2,14.1,7.1,3.1,0.8
all_households,percentiles_91_95,1980,25.5,15.1,7.0,2.8,0.7
all_households,percentiles_91_95,1981,25.8,15.4,7.7,2.1,0.6
all_households,percentiles_91_95,1982,23.7,13.8,8.1,1.2,0.6
all_households,percentiles_91_95,1983,22.9,12.6,7.9,1.6,0.7
all_households,percentiles_91_95,1984,23.0,12.3,8.1,1.8,0.8
all_households,percentiles_91_95,1985,23.2,12.4,8.4,1.7,0.7
all_households,percentiles_91_95,1986,23.4,12.4,8.6,1.6,0.7
all_households,percentiles_91_95,1987,24.5,12.8,8.7,2.2,0.8
all_households,percentiles_91_95,1988,24.4,12.5,9.0,2.1,0.7
all_households,percentiles_91_95,1989,24.2,12.6,8.8,2.1,0.7
all_households,percentiles_91_95,1990,24.1,12.3,9.1,2.0,0.7
all_households,percentiles_91_95,1991,24.2,12.2,9.4,1.8,0.7
all_households,percentiles_91_95,1992,24.1,12.1,9.3,2.0,0.8
all_households,percentiles_91_95,1993,24.4,11.9,9.3,2.3,0.8
all_households,percentiles_91_95,1994,24.8,12.2,9.5,2.3,0.8
all_households,percentiles_91_95,1995,25.2,12.4,9.5,2.5,0.8
all_households,percentiles_91_95,1996,25.1,12.6,9.1,2.6,0.7
all_households,percentiles_91_95,1997,25.2,12.9,9.0,2.6,0.7
all_households,percentiles_91_95,1998,25.2,13.2,9.0,2.3,0.7
all_households,percentiles_91_95,1999,25.5,13.5,8.9,2.3,0.8
all_households,percentiles_91_95,2000,25.5,13.7,9.0,2.1,0.7
all_households,percentiles_91_95,2001,24.6,12.9,9.6,1.4,0.6
all_households,percentiles_91_95,2002,23.8,12.3,9.6,1.3,0.6
all_households,percentiles_91_95,2003,22.7,10.9,9.6,1.6,0.6
all_households,percentiles_91_95,2004,22.9,10.9,9.4,2.0,0.6
all_households,percentiles_91_95,2005,23.0,10.9,8.9,2.6,0.6
all_households,percentiles_91_95,2006,23.1,11.0,8.7,2.8,0.5
all_households,percentiles_91_95,2007,22.7,11.2,8.6,2.4,0.5
all_households,percentiles_91_95,2008,21.8,10.8,9.2,1.4,0.5
all_households,percentiles_91_95,2009,21.2,10.3,9.3,1.1,0.5
all_households,percentiles_91_95,2010,21.6,10.7,9.0,1.4,0.4
all_households,percentiles_91_95,2011,21.2,11.3,7.9,1.4,0.5
all_households,percentiles_91_95,2012,21.6,11.6,7.9,1.6,0.5
all_households,percentiles_91_95,2013,23.2,11.6,9.1,1.9,0.5
all_households,percentiles_91_95,2014,23.4,11.9,8.8,2.1,0.6
all_households,percentiles_91_95,2015,23.6,12.2,8.9,1.9,0.6
all_households,percentiles_91_95,2016,23.6,12.3,9.0,1.8,0.5
all_households,percentiles_91_95,2017,23.4,12.5,8.9,1.4,0.5
all_households,percentiles_96_99,1979,27.1,16.8,4.4,5.2,0.7
all_households,percentiles_96_99,1980,27.4,17.9,4.7,4.2,0.6
all_households,percentiles_96_99,1981,27.2,18.2,5.2,3.3,0.5
all_households,percentiles_96_99,1982,24.5,16.6,5.6,1.8,0.5
all_households,percentiles_96_99,1983,23.5,14.8,5.7,2.4,0.6
all_households,percentiles_96_99,1984,23.5,14.5,5.8,2.6,0.7
all_households,percentiles_96_99,1985,23.6,14.6,6.0,2.4,0.6
all_households,percentiles_96_99,1986,23.5,14.8,5.8,2.4,0.6
all_households,percentiles_96_99,1987,25.9,15.9,6.1,3.3,0.6
all_households,percentiles_96_99,1988,25.5,15.6,6.2,3.1,0.6
all_households,percentiles_96_99,1989,25.3,15.6,6.1,3.0,0.6
all_households,percentiles_96_99,1990,25.2,15.3,6.5,2.9,0.6
all_households,percentiles_96_99,1991,25.5,15.0,7.2,2.6,0.6
all_households,percentiles_96_99,1992,25.6,15.1,7.1,2.8,0.6
all_households,percentiles_96_99,1993,26.4,15.2,7.3,3.3,0.7
all_households,percentiles_96_99,1994,26.7,15.4,7.3,3.4,0.7
all_households,percentiles_96_99,1995,27.2,15.9,7.0,3.7,0.6
all_households,percentiles_96_99,1996,27.4,16.4,6.7,3.7,0.6
all_households,percentiles_96_99,1997,27.6,16.8,6.5,3.7,0.6
all_households,percentiles_96_99,1998,27.4,17.2,6.4,3.2,0.6
all_households,percentiles_96_99,1999,28.0,17.7,6.4,3.2,0.6
all_households,percentiles_96_99,2000,28.0,18.1,6.4,3.0,0.5
all_households,percentiles_96_99,2001,26.8,17.1,7.1,2.1,0.5
all_households,percentiles_96_99,2002,26.1,16.3,7.4,1.9,0.5
all_households,percentiles_96_99,2003,25.1,14.6,7.4,2.5,0.5
all_households,percentiles_96_99,2004,25.4,15.0,6.9,3.0,0.5
all_households,percentiles_96_99,2005,25.9,15.3,6.3,3.9,0.5
all_households,percentiles_96_99,2006,25.9,15.3,6.2,4.0,0.4
all_households,percentiles_96_99,2007,25.4,15.6,6.0,3.4,0.4
all_households,percentiles_96_99,2008,24.6,15.4,6.8,2.0,0.4
all_households,percentiles_96_99,2009,24.2,14.7,7.5,1.6,0.4
all_households,percentiles_96_99,2010,24.8,15.2,7.2,2.0,0.4
all_households,percentiles_96_99,2011,24.3,15.7,6.2,2.0,0.4
all_households,percentiles_96_99,2012,24.8,16.1,6.0,2.3,0.4
all_households,percentiles_96_99,2013,26.3,16.2,6.9,2.8,0.4
all_households,percentiles_96_99,2014,26.7,16.6,6.7,3.0,0.4
all_households,percentiles_96_99,2015,26.7,16.9,6.6,2.8,0.4
all_households,percentiles_96_99,2016,26.7,17.0,6.7,2.6,0.4
all_households,percentiles_96_99,2017,26.5,17.3,6.7,2.0,0.4
all_households,top_1_percent,1979,35.1,22.6,1.0,11.0,0.5
all_households,top_1_percent,1980,33.1,22.9,1.1,8.6,0.4
all_households,top_1_percent,1981,30.5,21.9,1.3,6.9,0.4
all_households,top_1_percent,1982,26.8,20.6,1.6,4.3,0.3
all_households,top_1_percent,1983,26.8,19.7,1.5,5.1,0.4
all_households,top_1_percent,1984,27.0,19.5,1.4,5.6,0.4
all_households,top_1_percent,1985,26.1,19.1,1.4,5.1,0.4
all_households,top_1_percent,1986,24.7,18.6,1.1,4.6,0.4
all_households,top_1_percent,1987,30.1,21.8,1.6,6.2,0.4
all_households,top_1_percent,1988,28.6,21.1,1.3,5.8,0.4
all_households,top_1_percent,1989,27.9,20.4,1.5,5.8,0.3
all_households,top_1_percent,1990,27.7,20.3,1.6,5.6,0.3
all_households,top_1_percent,1991,28.9,21.0,2.2,5.4,0.4
all_households,top_1_percent,1992,29.6,21.6,1.9,5.7,0.3
all_households,top_1_percent,1993,33.2,23.7,2.1,7.0,0.4
all_households,top_1_percent,1994,34.4,23.7,2.7,7.7,0.4
all_households,top_1_percent,1995,34.9,24.4,2.4,7.7,0.3
all_households,top_1_percent,1996,34.8,24.8,2.3,7.5,0.3
all_households,top_1_percent,1997,33.8,24.4,2.1,7.0,0.3
all_households,top_1_percent,1998,32.4,23.9,2.0,6.3,0.3
all_households,top_1_percent,1999,32.6,24.5,2.0,5.9,0.3
all_households,top_1_percent,2000,32.3,24.7,2.0,5.4,0.2
all_households,top_1_percent,2001,32.0,24.6,2.4,4.8,0.2
all_households,top_1_percent,2002,31.9,24.2,2.5,4.9,0.3
all_households,top_1_percent,2003,30.3,21.0,2.4,6.7,0.3
all_households,top_1_percent,2004,30.0,20.2,2.0,7.5,0.3
all_households,top_1_percent,2005,30.2,19.8,1.7,8.4,0.2
all_households,top_1_percent,2006,29.8,19.5,1.6,8.5,0.2
all_households,top_1_percent,2007,28.2,19.5,1.6,7.0,0.1
all_households,top_1_percent,2008,28.1,20.5,2.0,5.3,0.2
all_households,top_1_percent,2009,28.7,21.1,2.5,5.0,0.2
all_households,top_1_percent,2010,29.3,20.2,2.2,6.6,0.2
all_households,top_1_percent,2011,29.0,20.3,2.1,6.5,0.2
all_households,top_1_percent,2012,28.6,19.9,1.7,6.7,0.2
all_households,top_1_percent,2013,33.6,23.7,2.4,7.3,0.2
all_households,top_1_percent,2014,33.6,24.0,2.1,7.3,0.2
all_households,top_1_percent,2015,33.3,24.0,2.2,6.9,0.2
all_households,top_1_percent,2016,33.1,23.7,2.3,6.8,0.2
all_households,top_1_percent,2017,31.6,24.4,2.2,4.8,0.2
hh_with_children,all_quintiles,1979,22.0,10.6,7.9,2.5,1.0
hh_with_children,all_quintiles,1980,22.2,11.2,8.0,2.0,0.8
hh_with_children,all_quintiles,1981,22.8,11.6,8.8,1.6,0.8
hh_with_children,all_quintiles,1982,21.3,10.5,9.0,1.0,0.8
hh_with_children,all_quintiles,1983,21.2,10.0,9.0,1.3,1.0
hh_with_children,all_quintiles,1984,21.7,9.9,9.3,1.5,1.0
hh_with_children,all_quintiles,1985,21.5,9.6,9.6,1.3,1.0
hh_with_children,all_quintiles,1986,21.7,10.2,9.2,1.4,0.9
