household_type,income_group,year,num_households,num_people,num_children,num_adults,num_elderly
all_households,fourth_quintile,2011,24.1,60.5,11.9,37.7,10.9
all_households,fourth_quintile,2012,24.5,61.2,11.9,37.7,11.5
all_households,fourth_quintile,2013,24.4,61.2,11.8,37.7,11.7
all_households,fourth_quintile,2014,24.5,62.1,11.9,38.7,11.5
all_households,fourth_quintile,2015,24.5,62.3,11.7,38.9,11.8
all_households,fourth_quintile,2016,24.6,62.4,11.6,38.5,12.3
all_households,fourth_quintile,2017,25.0,63.0,11.4,39.2,12.4
all_households,highest_quintile,1979,16.4,44.4,7.8,32.2,4.4
all_households,highest_quintile,1980,16.9,44.9,7.6,32.3,5.1
all_households,highest_quintile,1981,17.4,45.2,7.2,32.2,5.8
all_households,highest_quintile,1982,17.8,45.5,7.0,32.3,6.3
all_households,highest_quintile,1983,18.0,45.9,7.1,32.3,6.5
all_households,highest_quintile,1984,17.9,46.3,7.4,32.4,6.4
all_households,highest_quintile,1985,18.6,46.9,7.4,32.8,6.7
all_households,highest_quintile,1986,18.7,47.4,7.5,33.3,6.7
all_households,highest_quintile,1987,18.7,48.0,7.5,34.6,5.9
all_households,highest_quintile,1988,19.0,48.3,7.5,34.8,6.1
all_households,highest_quintile,1989,19.2,48.8,7.7,34.7,6.3
all_households,highest_quintile,1990,19.7,49.3,7.9,34.6,6.8
all_households,highest_quintile,1991,19.9,49.8,8.0,34.9,6.8
all_households,highest_quintile,1992,20.0,50.1,8.2,34.9,6.9
all_households,highest_quintile,1993,20.3,51.0,8.7,35.3,7.0
all_households,highest_quintile,1994,20.4,51.6,8.9,35.8,6.8
all_households,highest_quintile,1995,20.6,51.7,9.2,35.2,7.3
all_households,highest_quintile,1996,21.1,52.4,8.9,35.5,8.0
all_households,highest_quintile,1997,21.4,52.8,9.0,35.6,8.2
all_households,highest_quintile,1998,21.5,53.3,9.4,36.0,7.9
all_households,highest_quintile,1999,21.7,53.9,9.6,36.8,7.5
all_households,highest_quintile,2000,22.2,55.3,10.0,37.5,7.9
all_households,highest_quintile,2001,22.4,55.6,10.0,37.9,7.6
all_households,highest_quintile,2002,22.6,56.4,10.2,38.7,7.5
all_households,highest_quintile,2003,22.6,56.8,10.4,39.1,7.3
all_households,highest_quintile,2004,22.8,57.6,10.7,39.2,7.6
all_households,highest_quintile,2005,23.1,57.9,10.6,39.1,8.2
all_households,highest_quintile,2006,23.5,58.5,10.6,39.2,8.7
all_households,highest_quintile,2007,23.6,58.6,10.3,38.9,9.4
all_households,highest_quintile,2008,23.5,59.0,10.7,39.3,9.1
all_households,highest_quintile,2009,23.8,59.6,10.5,39.5,9.6
all_households,highest_quintile,2010,24.0,60.3,10.5,39.7,10.1
all_households,highest_quintile,2011,24.0,60.5,10.6,39.8,10.1
all_households,highest_quintile,2012,24.5,61.2,10.4,39.9,10.9
all_households,highest_quintile,2013,24.6,61.2,10.3,39.2,11.7
all_households,highest_quintile,2014,24.9,62.1,10.3,39.6,12.2
all_households,highest_quintile,2015,25.0,62.3,10.4,39.5,12.5
all_households,highest_quintile,2016,24.9,62.4,10.4,39.5,12.5
all_households,highest_quintile,2017,25.2,63.0,10.3,40.0,12.8
all_households,percentiles_81_90,1979,8.1,22.2,4.2,16.1,1.9
all_households,percentiles_81_90,1980,8.3,22.4,4.1,16.3,2.1
all_households,percentiles_81_90,1981,8.5,22.6,3.9,16.2,2.4
all_households,percentiles_81_90,1982,8.8,22.8,3.8,16.2,2.7
all_households,percentiles_81_90,1983,8.9,22.9,3.8,16.3,2.8
all_households,percentiles_81_90,1984,8.8,23.1,4.0,16.2,2.9
all_households,percentiles_81_90,1985,9.3,23.5,3.9,16.4,3.1
all_households,percentiles_81_90,1986,9.3,23.7,3.9,16.5,3.2
all_households,percentiles_81_90,1987,9.3,24.0,4.0,17.3,2.7
all_households,percentiles_81_90,1988,9.5,24.2,4.0,17.4,2.8
all_households,percentiles_81_90,1989,9.6,24.4,4.0,17.4,3.0
all_households,percentiles_81_90,1990,9.8,24.7,4.1,17.3,3.3
all_households,percentiles_81_90,1991,9.8,24.9,4.2,17.3,3.3
all_households,percentiles_81_90,1992,10.0,25.0,4.3,17.2,3.5
all_households,percentiles_81_90,1993,10.1,25.5,4.5,17.6,3.4
all_households,percentiles_81_90,1994,10.2,25.8,4.6,18.0,3.3
all_households,percentiles_81_90,1995,10.2,25.9,4.7,17.5,3.6
all_households,percentiles_81_90,1996,10.5,26.2,4.5,17.7,4.0
all_households,percentiles_81_90,1997,10.7,26.4,4.5,17.9,4.1
all_households,percentiles_81_90,1998,10.7,26.6,4.7,18.0,3.9
all_households,percentiles_81_90,1999,10.7,27.0,4.8,18.5,3.6
all_households,percentiles_81_90,2000,11.0,27.7,5.0,18.7,3.9
all_households,percentiles_81_90,2001,11.1,27.8,5.1,18.9,3.8
all_households,percentiles_81_90,2002,11.2,28.2,5.2,19.2,3.8
all_households,percentiles_81_90,2003,11.2,28.4,5.3,19.5,3.6
all_households,percentiles_81_90,2004,11.2,28.8,5.4,19.6,3.8
all_households,percentiles_81_90,2005,11.4,28.9,5.3,19.6,4.0
all_households,percentiles_81_90,2006,11.6,29.3,5.4,19.6,4.3
all_households,percentiles_81_90,2007,11.7,29.3,5.1,19.6,4.6
all_households,percentiles_81_90,2008,11.6,29.5,5.3,19.7,4.5
all_households,percentiles_81_90,2009,11.8,29.8,5.3,19.6,4.9
all_households,percentiles_81_90,2010,12.0,30.1,5.3,19.8,5.1
all_households,percentiles_81_90,2011,12.0,30.3,5.3,19.7,5.2
all_households,percentiles_81_90,2012,12.2,30.6,5.1,20.1,5.4
all_households,percentiles_81_90,2013,12.3,30.6,5.1,19.5,6.0
all_households,percentiles_81_90,2014,12.4,31.0,5.1,19.9,6.1
all_households,percentiles_81_90,2015,12.5,31.2,4.9,19.8,6.4
all_households,percentiles_81_90,2016,12.5,31.2,4.9,19.9,6.3
all_households,percentiles_81_90,2017,12.6,31.5,5.0,20.2,6.4
all_households,percentiles_91_95,1979,4.1,11.1,1.7,8.3,1.0
all_households,percentiles_91_95,1980,4.3,11.2,1.7,8.3,1.3
all_households,percentiles_91_95,1981,4.4,11.3,1.6,8.2,1.5
all_households,percentiles_91_95,1982,4.5,11.4,1.5,8.4,1.5
all_households,percentiles_91_95,1983,4.6,11.5,1.5,8.2,1.7
all_households,percentiles_91_95,1984,4.5,11.6,1.6,8.2,1.7
all_households,percentiles_91_95,1985,4.7,11.7,1.7,8.3,1.7
all_households,percentiles_91_95,1986,4.7,11.9,1.7,8.6,1.6
all_households,percentiles_91_95,1987,4.7,12.0,1.6,8.9,1.4
all_households,percentiles_91_95,1988,4.7,12.1,1.7,8.9,1.5
all_households,percentiles_91_95,1989,4.8,12.2,1.8,8.9,1.5
all_households,percentiles_91_95,1990,4.9,12.3,1.7,8.8,1.8
all_households,percentiles_91_95,1991,5.0,12.5,1.8,8.9,1.7
all_households,percentiles_91_95,1992,5.0,12.5,1.9,8.9,1.7
all_households,percentiles_91_95,1993,5.1,12.7,2.0,8.9,1.9
all_households,percentiles_91_95,1994,5.1,12.9,2.1,9.2,1.7
all_households,percentiles_91_95,1995,5.2,12.9,2.1,9.1,1.8
all_households,percentiles_91_95,1996,5.3,13.1,2.0,9.1,1.9
all_households,percentiles_91_95,1997,5.4,13.2,2.1,9.1,2.0
all_households,percentiles_91_95,1998,5.4,13.3,2.2,9.2,2.0
all_households,percentiles_91_95,1999,5.5,13.5,2.3,9.3,1.9
all_households,percentiles_91_95,2000,5.6,13.8,2.4,9.6,1.9
all_households,percentiles_91_95,2001,5.7,13.9,2.3,9.7,1.9
all_households,percentiles_91_95,2002,5.7,14.1,2.4,9.9,1.8
all_households,percentiles_91_95,2003,5.7,14.2,2.5,9.9,1.9
all_households,percentiles_91_95,2004,5.8,14.4,2.5,10.0,1.9
all_households,percentiles_91_95,2005,5.8,14.5,2.4,10.0,2.1
all_households,percentiles_91_95,2006,5.9,14.6,2.5,10.0,2.2
all_households,percentiles_91_95,2007,5.9,14.6,2.4,9.8,2.4
all_households,percentiles_91_95,2008,5.9,14.8,2.5,10.0,2.3
all_households,percentiles_91_95,2009,6.0,14.9,2.4,10.0,2.5
all_households,percentiles_91_95,2010,6.0,15.1,2.5,10.0,2.6
all_households,percentiles_91_95,2011,6.1,15.1,2.5,10.1,2.6
all_households,percentiles_91_95,2012,6.2,15.3,2.4,10.0,2.9
all_households,percentiles_91_95,2013,6.1,15.3,2.4,9.9,3.0
all_households,percentiles_91_95,2014,6.3,15.5,2.5,10.0,3.0
all_households,percentiles_91_95,2015,6.3,15.6,2.5,10.0,3.1
all_households,percentiles_91_95,2016,6.2,15.6,2.5,10.0,3.1
all_households,percentiles_91_95,2017,6.4,15.8,2.5,10.0,3.3
all_households,percentiles_96_99,1979,3.3,8.9,1.5,6.3,1.1
all_households,percentiles_96_99,1980,3.5,9.0,1.4,6.3,1.3
all_households,percentiles_96_99,1981,3.6,9.0,1.3,6.3,1.5
all_households,percentiles_96_99,1982,3.6,9.1,1.3,6.2,1.6
all_households,percentiles_96_99,1983,3.7,9.2,1.3,6.4,1.5
all_households,percentiles_96_99,1984,3.6,9.2,1.4,6.5,1.3
all_households,percentiles_96_99,1985,3.7,9.4,1.4,6.5,1.5
all_households,percentiles_96_99,1986,3.7,9.5,1.5,6.6,1.4
all_households,percentiles_96_99,1987,3.7,9.6,1.5,6.8,1.3
all_households,percentiles_96_99,1988,3.8,9.7,1.5,6.8,1.4
all_households,percentiles_96_99,1989,3.9,9.8,1.5,6.8,1.4
all_households,percentiles_96_99,1990,4.0,9.9,1.6,6.9,1.4
all_households,percentiles_96_99,1991,4.1,10.0,1.5,7.0,1.4
all_households,percentiles_96_99,1992,4.1,10.0,1.6,7.0,1.4
all_households,percentiles_96_99,1993,4.1,10.2,1.7,7.1,1.4
all_households,percentiles_96_99,1994,4.1,10.3,1.7,7.0,1.5
all_households,percentiles_96_99,1995,4.2,10.3,1.8,7.1,1.4
all_households,percentiles_96_99,1996,4.2,10.5,1.8,7.0,1.7
all_households,percentiles_96_99,1997,4.3,10.6,1.9,7.0,1.7
all_households,percentiles_96_99,1998,4.3,10.7,1.9,7.0,1.7
all_households,percentiles_96_99,1999,4.4,10.8,1.9,7.2,1.6
all_households,percentiles_96_99,2000,4.5,11.1,2.0,7.4,1.7
all_households,percentiles_96_99,2001,4.5,11.1,2.0,7.6,1.5
all_households,percentiles_96_99,2002,4.6,11.3,2.1,7.8,1.4
all_households,percentiles_96_99,2003,4.6,11.4,2.0,7.9,1.5
all_households,percentiles_96_99,2004,4.6,11.5,2.1,7.8,1.5
all_households,percentiles_96_99,2005,4.7,11.6,2.2,7.7,1.7
all_households,percentiles_96_99,2006,4.8,11.7,2.1,7.8,1.8
all_households,percentiles_96_99,2007,4.8,11.7,2.1,7.7,1.9
all_households,percentiles_96_99,2008,4.8,11.8,2.2,7.8,1.9
all_households,percentiles_96_99,2009,4.8,11.9,2.1,8.0,1.8
all_households,percentiles_96_99,2010,4.8,12.1,2.1,8.0,1.9
all_households,percentiles_96_99,2011,4.9,12.1,2.1,8.0,1.9
all_households,percentiles_96_99,2012,4.9,12.2,2.2,8.0,2.1
all_households,percentiles_96_99,2013,4.9,12.2,2.1,7.9,2.2
all_households,percentiles_96_99,2014,5.0,12.4,2.1,7.8,2.4
all_households,percentiles_96_99,2015,5.0,12.5,2.2,7.8,2.4
all_households,percentiles_96_99,2016,5.0,12.5,2.3,7.8,2.4
all_households,percentiles_96_99,2017,5.0,12.6,2.2,7.9,2.5
all_households,top_1_percent,1979,0.8,2.2,0.4,1.4,0.4
all_households,top_1_percent,1980,0.9,2.2,0.4,1.5,0.4
all_households,top_1_percent,1981,0.9,2.3,0.4,1.4,0.4
all_households,top_1_percent,1982,0.9,2.3,0.4,1.4,0.5
all_households,top_1_percent,1983,0.9,2.3,0.4,1.5,0.4
all_households,top_1_percent,1984,0.9,2.3,0.4,1.5,0.4
all_households,top_1_percent,1985,0.9,2.3,0.4,1.5,0.4
all_households,top_1_percent,1986,1.0,2.4,0.4,1.5,0.5
all_households,top_1_percent,1987,0.9,2.4,0.4,1.6,0.4
all_households,top_1_percent,1988,0.9,2.4,0.4,1.6,0.4
all_households,top_1_percent,1989,1.0,2.4,0.4,1.6,0.4
all_households,top_1_percent,1990,1.0,2.5,0.4,1.7,0.4
all_households,top_1_percent,1991,1.0,2.5,0.4,1.7,0.4
all_households,top_1_percent,1992,1.0,2.5,0.4,1.7,0.4
all_households,top_1_percent,1993,1.0,2.6,0.5,1.7,0.4
all_households,top_1_percent,1994,1.0,2.6,0.5,1.7,0.4
all_households,top_1_percent,1995,1.0,2.6,0.5,1.6,0.4
all_households,top_1_percent,1996,1.1,2.6,0.5,1.7,0.4
all_households,top_1_percent,1997,1.1,2.6,0.5,1.7,0.4
all_households,top_1_percent,1998,1.1,2.7,0.5,1.7,0.4
all_households,top_1_percent,1999,1.1,2.7,0.6,1.7,0.4
all_households,top_1_percent,2000,1.1,2.8,0.6,1.8,0.4
all_households,top_1_percent,2001,1.1,2.8,0.6,1.8,0.4
all_households,top_1_percent,2002,1.1,2.8,0.6,1.8,0.4
all_households,top_1_percent,2003,1.1,2.8,0.6,1.8,0.4
all_households,top_1_percent,2004,1.2,2.9,0.6,1.8,0.4
all_households,top_1_percent,2005,1.1,2.9,0.6,1.8,0.4
all_households,top_1_percent,2006,1.1,2.9,0.7,1.8,0.5
all_households,top_1_percent,2007,1.2,2.9,0.7,1.8,0.5
all_households,top_1_percent,2008,1.1,3.0,0.7,1.8,0.5
all_households,top_1_percent,2009,1.2,3.0,0.7,1.9,0.4
all_households,top_1_percent,2010,1.2,3.0,0.7,1.9,0.5
all_households,top_1_percent,2011,1.2,3.0,0.7,1.9,0.5
all_households,top_1_percent,2012,1.2,3.1,0.7,1.8,0.5
all_households,top_1_percent,2013,1.2,3.1,0.7,1.9,0.5
all_households,top_1_percent,2014,1.2,3.1,0.7,1.9,0.6
all_households,top_1_percent,2015,1.2,3.1,0.7,1.9,0.6
all_households,top_1_percent,2016,1.2,3.1,0.7,1.9,0.6
all_households,top_1_percent,2017,1.2,3.2,0.7,1.9,0.6
hh_with_children,all_quintiles,1979,32.9,135.5,64.8,69.4,1.3
hh_with_children,all_quintiles,1980,33.2,135.9,64.5,70.0,1.3
hh_with_children,all_quintiles,1981,33.0,134.5,63.9,69.3,1.3
hh_with_children,all_quintiles,1982,33.0,134.1,63.2,69.5,1.4
hh_with_children,all_quintiles,1983,33.2,133.5,63.3,68.9,1.3
hh_with_children,all_quintiles,1984,33.4,133.5,63.2,68.9,1.4
hh_with_children,all_quintiles,1985,34.0,135.6,64.2,70.0,1.4
hh_with_children,all_quintiles,1986,34.4,136.6,64.4,70.8,1.4
hh_with_children,all_quintiles,1987,34.5,137.2,65.2,70.5,1.4
hh_with_children,all_quintiles,1988,34.8,137.2,65.1,70.7,1.4
