household_type,income_group,year,num_households,num_people,num_children,num_adults,num_elderly
all_households,fourth_quintile,2011,24.1,60.5,12.1,38.4,10.0
all_households,fourth_quintile,2012,24.4,61.2,12.2,38.4,10.6
all_households,fourth_quintile,2013,24.4,61.2,12.0,38.2,11.0
all_households,fourth_quintile,2014,24.7,62.1,11.9,39.2,11.0
all_households,fourth_quintile,2015,24.9,62.3,11.8,39.4,11.1
all_households,fourth_quintile,2016,25.0,62.4,11.7,39.1,11.6
all_households,fourth_quintile,2017,25.2,63.0,11.7,39.7,11.7
all_households,highest_quintile,1979,16.6,44.4,7.8,32.8,3.8
all_households,highest_quintile,1980,17.0,44.9,7.7,33.0,4.2
all_households,highest_quintile,1981,17.5,45.2,7.4,33.2,4.6
all_households,highest_quintile,1982,17.8,45.5,7.2,33.3,4.9
all_households,highest_quintile,1983,18.0,45.9,7.3,33.4,5.1
all_households,highest_quintile,1984,17.9,46.3,7.7,33.5,5.1
all_households,highest_quintile,1985,18.6,46.9,7.7,34.0,5.3
all_households,highest_quintile,1986,18.6,47.4,7.7,34.5,5.1
all_households,highest_quintile,1987,18.8,48.0,7.7,35.5,4.8
all_households,highest_quintile,1988,19.1,48.3,7.8,35.7,4.9
all_households,highest_quintile,1989,19.2,48.8,8.0,35.7,5.1
all_households,highest_quintile,1990,19.7,49.3,8.2,35.8,5.4
all_households,highest_quintile,1991,19.9,49.8,8.4,36.1,5.3
all_households,highest_quintile,1992,20.1,50.1,8.6,36.1,5.4
all_households,highest_quintile,1993,20.3,51.0,9.1,36.4,5.5
all_households,highest_quintile,1994,20.4,51.6,9.3,36.8,5.5
all_households,highest_quintile,1995,20.6,51.7,9.6,36.3,5.8
all_households,highest_quintile,1996,21.0,52.4,9.3,36.7,6.3
all_households,highest_quintile,1997,21.4,52.8,9.5,36.9,6.5
all_households,highest_quintile,1998,21.6,53.3,9.7,37.2,6.4
all_households,highest_quintile,1999,21.7,53.9,9.9,37.8,6.2
all_households,highest_quintile,2000,22.3,55.3,10.4,38.5,6.5
all_households,highest_quintile,2001,22.4,55.6,10.5,39.1,6.0
all_households,highest_quintile,2002,22.7,56.4,10.6,39.9,5.9
all_households,highest_quintile,2003,22.8,56.8,10.7,40.2,5.9
all_households,highest_quintile,2004,22.9,57.6,11.0,40.3,6.2
all_households,highest_quintile,2005,23.2,57.9,10.9,40.2,6.8
all_households,highest_quintile,2006,23.6,58.5,10.9,40.4,7.3
all_households,highest_quintile,2007,23.7,58.6,10.6,40.1,7.9
all_households,highest_quintile,2008,23.5,59.0,11.2,40.4,7.5
all_households,highest_quintile,2009,23.8,59.6,11.0,40.8,7.8
all_households,highest_quintile,2010,24.1,60.3,11.0,41.1,8.2
all_households,highest_quintile,2011,24.1,60.5,11.1,41.0,8.4
all_households,highest_quintile,2012,24.6,61.2,10.9,41.2,9.1
all_households,highest_quintile,2013,24.6,61.2,10.9,40.7,9.6
all_households,highest_quintile,2014,24.9,62.1,10.9,41.1,10.1
all_households,highest_quintile,2015,25.0,62.3,11.0,41.1,10.3
all_households,highest_quintile,2016,24.9,62.4,10.9,41.1,10.4
all_households,highest_quintile,2017,25.2,63.0,10.8,41.5,10.7
all_households,percentiles_81_90,1979,8.1,22.2,4.3,16.3,1.5
all_households,percentiles_81_90,1980,8.3,22.5,4.3,16.5,1.7
all_households,percentiles_81_90,1981,8.5,22.6,4.2,16.6,1.8
all_households,percentiles_81_90,1982,8.7,22.8,4.1,16.6,2.1
all_households,percentiles_81_90,1983,8.8,22.9,4.0,16.6,2.2
all_households,percentiles_81_90,1984,8.8,23.1,4.2,16.7,2.2
all_households,percentiles_81_90,1985,9.2,23.5,4.2,16.9,2.3
all_households,percentiles_81_90,1986,9.1,23.7,4.2,17.2,2.3
all_households,percentiles_81_90,1987,9.3,24.0,4.2,17.7,2.1
all_households,percentiles_81_90,1988,9.5,24.2,4.2,17.8,2.2
all_households,percentiles_81_90,1989,9.5,24.4,4.2,17.9,2.3
all_households,percentiles_81_90,1990,9.7,24.7,4.4,17.9,2.4
all_households,percentiles_81_90,1991,9.8,24.9,4.5,17.9,2.4
all_households,percentiles_81_90,1992,9.9,25.0,4.7,17.8,2.5
all_households,percentiles_81_90,1993,10.0,25.5,4.9,18.1,2.6
all_households,percentiles_81_90,1994,10.0,25.8,4.9,18.3,2.5
all_households,percentiles_81_90,1995,10.1,25.9,5.0,18.0,2.8
all_households,percentiles_81_90,1996,10.3,26.2,4.9,18.4,2.9
all_households,percentiles_81_90,1997,10.6,26.4,4.9,18.5,3.0
all_households,percentiles_81_90,1998,10.7,26.6,5.0,18.7,3.0
all_households,percentiles_81_90,1999,10.7,27.0,5.1,19.1,2.8
all_households,percentiles_81_90,2000,11.0,27.7,5.3,19.2,3.1
all_households,percentiles_81_90,2001,11.1,27.8,5.4,19.5,2.9
all_households,percentiles_81_90,2002,11.2,28.2,5.4,19.9,2.9
all_households,percentiles_81_90,2003,11.3,28.4,5.4,20.2,2.9
all_households,percentiles_81_90,2004,11.3,28.8,5.6,20.2,3.0
all_households,percentiles_81_90,2005,11.5,28.9,5.5,20.2,3.2
all_households,percentiles_81_90,2006,11.7,29.3,5.5,20.3,3.5
all_households,percentiles_81_90,2007,11.8,29.3,5.3,20.3,3.8
all_households,percentiles_81_90,2008,11.6,29.5,5.5,20.3,3.7
all_households,percentiles_81_90,2009,11.9,29.8,5.5,20.3,4.0
all_households,percentiles_81_90,2010,12.0,30.1,5.5,20.5,4.1
all_households,percentiles_81_90,2011,12.0,30.3,5.6,20.4,4.2
all_households,percentiles_81_90,2012,12.3,30.6,5.4,20.7,4.5
all_households,percentiles_81_90,2013,12.4,30.6,5.3,20.3,4.9
all_households,percentiles_81_90,2014,12.4,31.0,5.4,20.7,5.0
all_households,percentiles_81_90,2015,12.5,31.2,5.3,20.7,5.2
all_households,percentiles_81_90,2016,12.5,31.2,5.2,20.7,5.3
all_households,percentiles_81_90,2017,12.7,31.5,5.2,20.9,5.4
all_households,percentiles_91_95,1979,4.3,11.1,1.7,8.6,0.8
all_households,percentiles_91_95,1980,4.3,11.2,1.7,8.6,1.0
all_households,percentiles_91_95,1981,4.4,11.3,1.6,8.6,1.1
all_households,percentiles_91_95,1982,4.5,11.4,1.6,8.7,1.1
all_households,percentiles_91_95,1983,4.6,11.5,1.6,8.6,1.3
all_households,percentiles_91_95,1984,4.5,11.6,1.7,8.6,1.3
all_households,percentiles_91_95,1985,4.7,11.7,1.8,8.7,1.2
all_households,percentiles_91_95,1986,4.7,11.9,1.7,9.0,1.2
all_households,percentiles_91_95,1987,4.7,12.0,1.7,9.2,1.1
all_households,percentiles_91_95,1988,4.8,12.1,1.7,9.2,1.2
all_households,percentiles_91_95,1989,4.8,12.2,1.8,9.2,1.2
all_households,percentiles_91_95,1990,5.0,12.3,1.8,9.1,1.4
all_households,percentiles_91_95,1991,5.0,12.4,1.9,9.2,1.3
all_households,percentiles_91_95,1992,5.1,12.5,1.9,9.4,1.2
all_households,percentiles_91_95,1993,5.1,12.7,2.0,9.4,1.4
all_households,percentiles_91_95,1994,5.2,12.9,2.1,9.5,1.3
all_households,percentiles_91_95,1995,5.3,12.9,2.1,9.5,1.3
all_households,percentiles_91_95,1996,5.3,13.1,2.1,9.4,1.6
all_households,percentiles_91_95,1997,5.4,13.2,2.1,9.5,1.6
all_households,percentiles_91_95,1998,5.5,13.3,2.2,9.5,1.6
all_households,percentiles_91_95,1999,5.5,13.5,2.3,9.6,1.6
all_households,percentiles_91_95,2000,5.6,13.8,2.4,9.9,1.5
all_households,percentiles_91_95,2001,5.7,13.9,2.4,10.0,1.5
all_households,percentiles_91_95,2002,5.7,14.1,2.5,10.2,1.4
all_households,percentiles_91_95,2003,5.7,14.2,2.6,10.2,1.5
all_households,percentiles_91_95,2004,5.8,14.4,2.6,10.3,1.5
all_households,percentiles_91_95,2005,5.9,14.5,2.5,10.3,1.7
all_households,percentiles_91_95,2006,6.0,14.6,2.6,10.3,1.8
all_households,percentiles_91_95,2007,6.0,14.6,2.5,10.2,2.0
all_households,percentiles_91_95,2008,6.0,14.8,2.6,10.3,1.8
all_households,percentiles_91_95,2009,6.0,14.9,2.5,10.4,1.9
all_households,percentiles_91_95,2010,6.1,15.1,2.6,10.4,2.1
all_households,percentiles_91_95,2011,6.1,15.1,2.5,10.5,2.1
all_households,percentiles_91_95,2012,6.2,15.3,2.6,10.4,2.3
all_households,percentiles_91_95,2013,6.2,15.3,2.6,10.4,2.3
all_households,percentiles_91_95,2014,6.4,15.5,2.6,10.4,2.5
all_households,percentiles_91_95,2015,6.3,15.6,2.6,10.5,2.5
all_households,percentiles_91_95,2016,6.3,15.6,2.6,10.5,2.5
all_households,percentiles_91_95,2017,6.4,15.8,2.6,10.5,2.6
all_households,percentiles_96_99,1979,3.4,8.9,1.4,6.5,1.0
all_households,percentiles_96_99,1980,3.5,9.0,1.4,6.5,1.1
all_households,percentiles_96_99,1981,3.7,9.0,1.2,6.6,1.2
all_households,percentiles_96_99,1982,3.7,9.1,1.3,6.6,1.3
all_households,percentiles_96_99,1983,3.7,9.2,1.3,6.7,1.2
all_households,percentiles_96_99,1984,3.7,9.3,1.4,6.7,1.2
all_households,percentiles_96_99,1985,3.8,9.4,1.3,6.8,1.2
all_households,percentiles_96_99,1986,3.8,9.5,1.4,6.9,1.2
all_households,percentiles_96_99,1987,3.8,9.6,1.4,7.0,1.2
all_households,percentiles_96_99,1988,3.9,9.7,1.4,7.0,1.2
all_households,percentiles_96_99,1989,3.9,9.8,1.5,7.0,1.2
all_households,percentiles_96_99,1990,4.0,9.9,1.6,7.1,1.2
all_households,percentiles_96_99,1991,4.1,10.0,1.5,7.3,1.2
all_households,percentiles_96_99,1992,4.1,10.0,1.6,7.2,1.2
all_households,percentiles_96_99,1993,4.1,10.2,1.8,7.2,1.2
all_households,percentiles_96_99,1994,4.2,10.3,1.7,7.2,1.3
all_households,percentiles_96_99,1995,4.2,10.3,1.8,7.2,1.3
all_households,percentiles_96_99,1996,4.3,10.5,1.8,7.2,1.4
all_households,percentiles_96_99,1997,4.3,10.6,1.9,7.2,1.5
all_households,percentiles_96_99,1998,4.3,10.7,2.0,7.2,1.4
all_households,percentiles_96_99,1999,4.4,10.8,2.0,7.4,1.4
all_households,percentiles_96_99,2000,4.6,11.1,2.0,7.5,1.5
all_households,percentiles_96_99,2001,4.6,11.1,2.1,7.8,1.3
all_households,percentiles_96_99,2002,4.7,11.3,2.1,8.0,1.2
all_households,percentiles_96_99,2003,4.6,11.4,2.1,8.0,1.2
all_households,percentiles_96_99,2004,4.6,11.5,2.2,8.0,1.3
all_households,percentiles_96_99,2005,4.7,11.6,2.3,7.9,1.4
all_households,percentiles_96_99,2006,4.8,11.7,2.2,8.0,1.6
all_households,percentiles_96_99,2007,4.8,11.7,2.2,7.9,1.7
all_households,percentiles_96_99,2008,4.8,11.8,2.3,8.0,1.5
all_households,percentiles_96_99,2009,4.8,11.9,2.2,8.2,1.4
all_households,percentiles_96_99,2010,4.8,12.1,2.2,8.3,1.5
all_households,percentiles_96_99,2011,4.8,12.1,2.2,8.2,1.6
all_households,percentiles_96_99,2012,4.9,12.2,2.3,8.2,1.8
all_households,percentiles_96_99,2013,4.9,12.2,2.3,8.1,1.9
all_households,percentiles_96_99,2014,5.0,12.4,2.3,8.1,2.0
all_households,percentiles_96_99,2015,5.0,12.5,2.4,8.1,2.0
all_households,percentiles_96_99,2016,4.9,12.5,2.4,8.0,2.0
all_households,percentiles_96_99,2017,5.0,12.6,2.3,8.1,2.1
all_households,top_1_percent,1979,0.9,2.2,0.4,1.4,0.4
all_households,top_1_percent,1980,0.9,2.2,0.4,1.5,0.4
all_households,top_1_percent,1981,0.9,2.3,0.4,1.4,0.4
all_households,top_1_percent,1982,0.9,2.3,0.4,1.5,0.5
all_households,top_1_percent,1983,0.9,2.3,0.4,1.5,0.4
all_households,top_1_percent,1984,0.9,2.3,0.4,1.4,0.5
all_households,top_1_percent,1985,1.0,2.3,0.4,1.5,0.5
all_households,top_1_percent,1986,1.0,2.4,0.4,1.5,0.5
all_households,top_1_percent,1987,0.9,2.4,0.4,1.6,0.4
all_households,top_1_percent,1988,1.0,2.4,0.4,1.6,0.4
all_households,top_1_percent,1989,1.0,2.4,0.4,1.6,0.4
all_households,top_1_percent,1990,1.0,2.5,0.4,1.7,0.4
all_households,top_1_percent,1991,1.0,2.5,0.5,1.7,0.4
all_households,top_1_percent,1992,1.0,2.5,0.4,1.7,0.4
all_households,top_1_percent,1993,1.0,2.6,0.5,1.7,0.4
all_households,top_1_percent,1994,1.0,2.6,0.5,1.7,0.4
all_households,top_1_percent,1995,1.0,2.6,0.6,1.6,0.4
all_households,top_1_percent,1996,1.1,2.6,0.5,1.7,0.4
all_households,top_1_percent,1997,1.0,2.6,0.5,1.7,0.4
all_households,top_1_percent,1998,1.0,2.7,0.5,1.7,0.4
all_households,top_1_percent,1999,1.1,2.7,0.6,1.7,0.4
all_households,top_1_percent,2000,1.1,2.8,0.6,1.8,0.4
all_households,top_1_percent,2001,1.1,2.8,0.6,1.8,0.4
all_households,top_1_percent,2002,1.1,2.8,0.6,1.8,0.4
all_households,top_1_percent,2003,1.1,2.8,0.6,1.8,0.4
all_households,top_1_percent,2004,1.1,2.9,0.6,1.8,0.4
all_households,top_1_percent,2005,1.1,2.9,0.6,1.8,0.4
all_households,top_1_percent,2006,1.1,2.9,0.7,1.8,0.4
all_households,top_1_percent,2007,1.2,2.9,0.7,1.8,0.5
all_households,top_1_percent,2008,1.1,3.0,0.7,1.8,0.4
all_households,top_1_percent,2009,1.1,3.0,0.7,1.9,0.4
all_households,top_1_percent,2010,1.2,3.0,0.7,1.9,0.4
all_households,top_1_percent,2011,1.1,3.0,0.7,1.9,0.4
all_households,top_1_percent,2012,1.2,3.1,0.7,1.8,0.5
all_households,top_1_percent,2013,1.2,3.1,0.7,1.9,0.5
all_households,top_1_percent,2014,1.2,3.1,0.7,1.9,0.5
all_households,top_1_percent,2015,1.2,3.1,0.7,1.9,0.6
all_households,top_1_percent,2016,1.2,3.1,0.7,1.9,0.5
all_households,top_1_percent,2017,1.2,3.2,0.7,1.9,0.6
hh_with_children,all_quintiles,1979,32.9,135.5,64.8,69.4,1.3
hh_with_children,all_quintiles,1980,33.2,135.9,64.5,70.0,1.3
hh_with_children,all_quintiles,1981,33.0,134.5,63.9,69.3,1.3
hh_with_children,all_quintiles,1982,33.0,134.1,63.2,69.5,1.4
hh_with_children,all_quintiles,1983,33.2,133.5,63.3,68.9,1.3
hh_with_children,all_quintiles,1984,33.4,133.5,63.2,68.9,1.4
hh_with_children,all_quintiles,1985,34.0,135.6,64.2,70.0,1.4
hh_with_children,all_quintiles,1986,34.4,136.6,64.4,70.8,1.4
hh_with_children,all_quintiles,1987,34.5,137.2,65.2,70.5,1.4
hh_with_children,all_quintiles,1988,34.8,137.2,65.1,70.7,1.4
