household_type,income_group,year,means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
all_households,all_quintiles,2009,4300.0,2700.0,500.0,400.0,600.0
all_households,all_quintiles,2010,4400.0,2700.0,600.0,400.0,700.0
all_households,all_quintiles,2011,4400.0,2600.0,600.0,400.0,700.0
all_households,all_quintiles,2012,4400.0,2700.0,600.0,500.0,600.0
all_households,all_quintiles,2013,4500.0,2800.0,600.0,500.0,600.0
all_households,all_quintiles,2014,5200.0,3500.0,600.0,500.0,700.0
all_households,all_quintiles,2015,5600.0,3800.0,600.0,400.0,700.0
all_households,all_quintiles,2016,5700.0,4000.0,500.0,400.0,700.0
all_households,all_quintiles,2017,5600.0,4000.0,500.0,400.0,700.0
all_households,lowest_quintile,1979,3200.0,900.0,700.0,300.0,1300.0
all_households,lowest_quintile,1980,3200.0,900.0,800.0,300.0,1300.0
all_households,lowest_quintile,1981,3400.0,900.0,900.0,300.0,1300.0
all_households,lowest_quintile,1982,3500.0,900.0,900.0,300.0,1400.0
all_households,lowest_quintile,1983,3700.0,1000.0,900.0,300.0,1500.0
all_households,lowest_quintile,1984,3500.0,900.0,800.0,300.0,1400.0
all_households,lowest_quintile,1985,3600.0,1000.0,800.0,300.0,1600.0
all_households,lowest_quintile,1986,3700.0,1100.0,700.0,300.0,1600.0
all_households,lowest_quintile,1987,4100.0,1200.0,800.0,300.0,1800.0
all_households,lowest_quintile,1988,3900.0,1200.0,800.0,200.0,1700.0
all_households,lowest_quintile,1989,3900.0,1200.0,800.0,200.0,1600.0
all_households,lowest_quintile,1990,4000.0,1400.0,800.0,200.0,1600.0
all_households,lowest_quintile,1991,4200.0,1500.0,900.0,300.0,1500.0
all_households,lowest_quintile,1992,4000.0,1600.0,900.0,200.0,1300.0
all_households,lowest_quintile,1993,4300.0,1700.0,900.0,300.0,1400.0
all_households,lowest_quintile,1994,4300.0,1700.0,1000.0,400.0,1400.0
all_households,lowest_quintile,1995,4100.0,1700.0,900.0,400.0,1200.0
all_households,lowest_quintile,1996,3800.0,1600.0,800.0,400.0,1000.0
all_households,lowest_quintile,1997,3200.0,1500.0,600.0,300.0,800.0
all_households,lowest_quintile,1998,3500.0,1800.0,500.0,400.0,800.0
all_households,lowest_quintile,1999,3400.0,1900.0,400.0,300.0,700.0
all_households,lowest_quintile,2000,3500.0,2100.0,400.0,300.0,700.0
all_households,lowest_quintile,2001,3900.0,2400.0,500.0,300.0,700.0
all_households,lowest_quintile,2002,3800.0,2400.0,500.0,300.0,600.0
all_households,lowest_quintile,2003,4000.0,2600.0,600.0,200.0,600.0
all_households,lowest_quintile,2004,4200.0,2700.0,700.0,200.0,500.0
all_households,lowest_quintile,2005,4300.0,2700.0,700.0,300.0,600.0
all_households,lowest_quintile,2006,4600.0,2900.0,700.0,300.0,700.0
all_households,lowest_quintile,2007,4500.0,2800.0,700.0,300.0,600.0
all_households,lowest_quintile,2008,4700.0,2900.0,800.0,300.0,700.0
all_households,lowest_quintile,2009,5200.0,3100.0,1100.0,300.0,700.0
all_households,lowest_quintile,2010,5300.0,3100.0,1300.0,300.0,700.0
all_households,lowest_quintile,2011,5400.0,2900.0,1400.0,300.0,700.0
all_households,lowest_quintile,2012,5700.0,3200.0,1500.0,300.0,700.0
all_households,lowest_quintile,2013,5800.0,3300.0,1400.0,300.0,700.0
all_households,lowest_quintile,2014,6500.0,4300.0,1200.0,300.0,700.0
all_households,lowest_quintile,2015,7000.0,4800.0,1100.0,300.0,800.0
all_households,lowest_quintile,2016,6900.0,4800.0,1100.0,300.0,800.0
all_households,lowest_quintile,2017,7200.0,5100.0,1100.0,300.0,800.0
all_households,second_quintile,1979,2200.0,600.0,300.0,400.0,900.0
all_households,second_quintile,1980,2600.0,700.0,400.0,400.0,1000.0
all_households,second_quintile,1981,2600.0,700.0,400.0,400.0,1000.0
all_households,second_quintile,1982,2700.0,800.0,400.0,400.0,1000.0
all_households,second_quintile,1983,2700.0,800.0,400.0,500.0,1100.0
all_households,second_quintile,1984,2700.0,800.0,300.0,400.0,1100.0
all_households,second_quintile,1985,2800.0,900.0,300.0,400.0,1100.0
all_households,second_quintile,1986,2800.0,900.0,300.0,500.0,1100.0
all_households,second_quintile,1987,2500.0,900.0,200.0,500.0,900.0
all_households,second_quintile,1988,2600.0,1000.0,200.0,500.0,900.0
all_households,second_quintile,1989,2900.0,1100.0,300.0,500.0,1000.0
all_households,second_quintile,1990,3200.0,1300.0,300.0,500.0,1100.0
all_households,second_quintile,1991,3600.0,1400.0,400.0,500.0,1200.0
all_households,second_quintile,1992,4100.0,1700.0,600.0,600.0,1300.0
all_households,second_quintile,1993,4300.0,1800.0,600.0,600.0,1400.0
all_households,second_quintile,1994,4300.0,1800.0,500.0,600.0,1300.0
all_households,second_quintile,1995,4400.0,1900.0,500.0,600.0,1300.0
all_households,second_quintile,1996,4500.0,2000.0,500.0,700.0,1300.0
all_households,second_quintile,1997,4600.0,2100.0,500.0,700.0,1300.0
all_households,second_quintile,1998,4700.0,2400.0,400.0,700.0,1200.0
all_households,second_quintile,1999,4700.0,2600.0,400.0,700.0,1100.0
all_households,second_quintile,2000,4700.0,2700.0,300.0,700.0,1000.0
all_households,second_quintile,2001,4900.0,2900.0,400.0,700.0,1000.0
all_households,second_quintile,2002,5100.0,3100.0,400.0,600.0,1000.0
all_households,second_quintile,2003,5200.0,3200.0,400.0,600.0,1000.0
all_households,second_quintile,2004,5400.0,3400.0,500.0,500.0,1000.0
all_households,second_quintile,2005,5800.0,3700.0,500.0,600.0,1000.0
all_households,second_quintile,2006,5500.0,3300.0,500.0,600.0,1000.0
all_households,second_quintile,2007,5600.0,3400.0,500.0,600.0,1100.0
all_households,second_quintile,2008,5900.0,3600.0,600.0,600.0,1100.0
all_households,second_quintile,2009,6400.0,3800.0,900.0,600.0,1100.0
all_households,second_quintile,2010,6800.0,4000.0,1000.0,600.0,1100.0
all_households,second_quintile,2011,6800.0,3900.0,1000.0,700.0,1100.0
all_households,second_quintile,2012,6600.0,3900.0,1000.0,600.0,1100.0
all_households,second_quintile,2013,6900.0,4100.0,1000.0,700.0,1000.0
all_households,second_quintile,2014,7900.0,5200.0,900.0,700.0,1100.0
all_households,second_quintile,2015,8600.0,5800.0,900.0,700.0,1200.0
all_households,second_quintile,2016,8500.0,5800.0,800.0,600.0,1300.0
all_households,second_quintile,2017,8400.0,5800.0,800.0,600.0,1200.0
all_households,middle_quintile,1979,900.0,300.0,100.0,200.0,300.0
all_households,middle_quintile,1980,1000.0,300.0,100.0,200.0,300.0
all_households,middle_quintile,1981,1000.0,300.0,100.0,200.0,400.0
all_households,middle_quintile,1982,900.0,300.0,100.0,200.0,300.0
all_households,middle_quintile,1983,1000.0,300.0,100.0,200.0,300.0
all_households,middle_quintile,1984,1000.0,300.0,100.0,200.0,300.0
all_households,middle_quintile,1985,1000.0,400.0,100.0,300.0,300.0
all_households,middle_quintile,1986,1000.0,400.0,100.0,300.0,300.0
all_households,middle_quintile,1987,1000.0,400.0,100.0,300.0,300.0
all_households,middle_quintile,1988,1200.0,500.0,100.0,300.0,300.0
all_households,middle_quintile,1989,1300.0,500.0,100.0,300.0,400.0
all_households,middle_quintile,1990,1600.0,700.0,100.0,400.0,400.0
all_households,middle_quintile,1991,2000.0,900.0,200.0,400.0,500.0
all_households,middle_quintile,1992,2500.0,1100.0,200.0,600.0,600.0
all_households,middle_quintile,1993,2700.0,1200.0,200.0,600.0,600.0
all_households,middle_quintile,1994,2800.0,1400.0,200.0,600.0,700.0
all_households,middle_quintile,1995,3100.0,1500.0,200.0,600.0,800.0
all_households,middle_quintile,1996,2900.0,1400.0,200.0,600.0,700.0
all_households,middle_quintile,1997,3000.0,1500.0,200.0,600.0,700.0
all_households,middle_quintile,1998,3100.0,1700.0,200.0,600.0,600.0
all_households,middle_quintile,1999,3200.0,1900.0,100.0,600.0,500.0
all_households,middle_quintile,2000,3300.0,2000.0,100.0,600.0,500.0
all_households,middle_quintile,2001,3600.0,2300.0,100.0,600.0,600.0
all_households,middle_quintile,2002,4200.0,2700.0,200.0,700.0,600.0
all_households,middle_quintile,2003,4600.0,3000.0,200.0,700.0,700.0
all_households,middle_quintile,2004,4900.0,3300.0,200.0,700.0,700.0
all_households,middle_quintile,2005,4600.0,3100.0,200.0,600.0,700.0
all_households,middle_quintile,2006,4300.0,2700.0,200.0,600.0,800.0
all_households,middle_quintile,2007,4400.0,2800.0,200.0,600.0,800.0
all_households,middle_quintile,2008,4800.0,3200.0,300.0,600.0,800.0
all_households,middle_quintile,2009,5500.0,3400.0,400.0,700.0,900.0
all_households,middle_quintile,2010,5600.0,3500.0,500.0,700.0,900.0
all_households,middle_quintile,2011,5600.0,3500.0,500.0,700.0,900.0
all_households,middle_quintile,2012,5600.0,3600.0,500.0,700.0,900.0
all_households,middle_quintile,2013,5800.0,3700.0,500.0,800.0,900.0
all_households,middle_quintile,2014,6600.0,4500.0,500.0,800.0,900.0
all_households,middle_quintile,2015,6800.0,4700.0,500.0,700.0,900.0
all_households,middle_quintile,2016,7100.0,5000.0,500.0,700.0,900.0
all_households,middle_quintile,2017,7100.0,5000.0,400.0,700.0,900.0
all_households,fourth_quintile,1979,500.0,200.0,0.0,100.0,200.0
all_households,fourth_quintile,1980,400.0,100.0,0.0,100.0,200.0
all_households,fourth_quintile,1981,400.0,200.0,0.0,100.0,100.0
all_households,fourth_quintile,1982,300.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1983,300.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1984,400.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1985,400.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1986,400.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1987,400.0,200.0,0.0,100.0,100.0
all_households,fourth_quintile,1988,400.0,200.0,0.0,100.0,100.0
all_households,fourth_quintile,1989,500.0,200.0,0.0,100.0,100.0
all_households,fourth_quintile,1990,500.0,300.0,0.0,200.0,100.0
all_households,fourth_quintile,1991,700.0,400.0,0.0,200.0,100.0
all_households,fourth_quintile,1992,900.0,500.0,100.0,200.0,200.0
all_households,fourth_quintile,1993,1100.0,500.0,100.0,300.0,200.0
all_households,fourth_quintile,1994,1100.0,600.0,100.0,200.0,200.0
all_households,fourth_quintile,1995,1300.0,700.0,100.0,300.0,300.0
all_households,fourth_quintile,1996,1200.0,700.0,100.0,300.0,200.0
all_households,fourth_quintile,1997,1200.0,700.0,100.0,300.0,200.0
all_households,fourth_quintile,1998,1200.0,800.0,0.0,300.0,200.0
all_households,fourth_quintile,1999,1300.0,900.0,0.0,300.0,100.0
all_households,fourth_quintile,2000,1400.0,1000.0,0.0,300.0,100.0
all_households,fourth_quintile,2001,1500.0,1100.0,0.0,300.0,100.0
all_households,fourth_quintile,2002,2000.0,1400.0,100.0,300.0,200.0
all_households,fourth_quintile,2003,2300.0,1600.0,100.0,400.0,200.0
all_households,fourth_quintile,2004,2500.0,1800.0,100.0,400.0,200.0
all_households,fourth_quintile,2005,2300.0,1700.0,100.0,400.0,200.0
all_households,fourth_quintile,2006,2300.0,1600.0,100.0,300.0,300.0
all_households,fourth_quintile,2007,2500.0,1700.0,100.0,400.0,300.0
all_households,fourth_quintile,2008,2500.0,1700.0,100.0,400.0,300.0
all_households,fourth_quintile,2009,3200.0,2200.0,200.0,400.0,400.0
all_households,fourth_quintile,2010,3400.0,2200.0,200.0,400.0,500.0
all_households,fourth_quintile,2011,3000.0,2000.0,200.0,400.0,400.0
all_households,fourth_quintile,2012,3000.0,2000.0,200.0,400.0,400.0
all_households,fourth_quintile,2013,2900.0,2000.0,200.0,400.0,400.0
all_households,fourth_quintile,2014,3600.0,2500.0,200.0,500.0,400.0
all_households,fourth_quintile,2015,3800.0,2800.0,200.0,400.0,400.0
all_households,fourth_quintile,2016,4100.0,3000.0,200.0,400.0,500.0
all_households,fourth_quintile,2017,4000.0,2900.0,200.0,400.0,500.0
all_households,highest_quintile,1979,200.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1980,200.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1981,200.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1982,200.0,100.0,0.0,100.0,0.0
all_households,highest_quintile,1983,200.0,100.0,0.0,100.0,0.0
all_households,highest_quintile,1984,200.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1985,200.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1986,200.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1987,200.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1988,200.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1989,300.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1990,300.0,100.0,0.0,100.0,100.0
all_households,highest_quintile,1991,400.0,200.0,0.0,100.0,100.0
all_households,highest_quintile,1992,500.0,200.0,0.0,100.0,100.0
all_households,highest_quintile,1993,500.0,300.0,0.0,200.0,100.0
all_households,highest_quintile,1994,600.0,300.0,0.0,100.0,100.0
all_households,highest_quintile,1995,500.0,300.0,0.0,100.0,100.0
all_households,highest_quintile,1996,500.0,300.0,0.0,100.0,100.0
all_households,highest_quintile,1997,500.0,400.0,0.0,100.0,0.0
all_households,highest_quintile,1998,500.0,400.0,0.0,100.0,0.0
all_households,highest_quintile,1999,600.0,400.0,0.0,100.0,0.0
all_households,highest_quintile,2000,600.0,500.0,0.0,100.0,0.0
all_households,highest_quintile,2001,700.0,500.0,0.0,100.0,0.0
all_households,highest_quintile,2002,800.0,600.0,0.0,100.0,0.0
all_households,highest_quintile,2003,900.0,700.0,0.0,100.0,0.0
all_households,highest_quintile,2004,900.0,700.0,0.0,200.0,100.0
all_households,highest_quintile,2005,1000.0,800.0,0.0,200.0,0.0
all_households,highest_quintile,2006,900.0,700.0,0.0,100.0,100.0
all_households,highest_quintile,2007,1100.0,800.0,0.0,200.0,100.0
all_households,highest_quintile,2008,1000.0,700.0,0.0,200.0,100.0
all_households,highest_quintile,2009,1200.0,900.0,0.0,100.0,100.0
all_households,highest_quintile,2010,1300.0,900.0,100.0,200.0,100.0
all_households,highest_quintile,2011,1100.0,800.0,0.0,100.0,100.0
all_households,highest_quintile,2012,1100.0,800.0,0.0,200.0,100.0
all_households,highest_quintile,2013,1000.0,700.0,0.0,100.0,100.0
all_households,highest_quintile,2014,1300.0,1000.0,100.0,100.0,100.0
all_households,highest_quintile,2015,1500.0,1100.0,100.0,200.0,100.0
all_households,highest_quintile,2016,1600.0,1300.0,100.0,200.0,200.0
all_households,highest_quintile,2017,1500.0,1100.0,100.0,100.0,100.0
all_households,percentiles_81_90,1979,300.0,100.0,0.0,100.0,100.0
all_households,percentiles_81_90,1980,300.0,100.0,0.0,100.0,100.0
all_households,percentiles_81_90,1981,300.0,100.0,0.0,100.0,100.0
all_households,percentiles_81_90,1982,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_81_90,1983,200.0,100.0,0.0,100.0,100.0
all_households,percentiles_81_90,1984,200.0,100.0,0.0,100.0,100.0
all_households,percentiles_81_90,1985,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_81_90,1986,200.0,100.0,0.0,100.0,100.0
all_households,percentiles_81_90,1987,200.0,100.0,0.0,100.0,100.0
all_households,percentiles_81_90,1988,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_81_90,1989,300.0,100.0,0.0,100.0,100.0
all_households,percentiles_81_90,1990,300.0,200.0,0.0,100.0,100.0
all_households,percentiles_81_90,1991,400.0,200.0,0.0,100.0,100.0
all_households,percentiles_81_90,1992,500.0,300.0,0.0,100.0,100.0
all_households,percentiles_81_90,1993,700.0,400.0,0.0,200.0,100.0
all_households,percentiles_81_90,1994,700.0,400.0,0.0,200.0,100.0
all_households,percentiles_81_90,1995,600.0,400.0,0.0,100.0,100.0
all_households,percentiles_81_90,1996,600.0,400.0,0.0,100.0,100.0
all_households,percentiles_81_90,1997,600.0,400.0,0.0,100.0,0.0
all_households,percentiles_81_90,1998,600.0,500.0,0.0,100.0,0.0
all_households,percentiles_81_90,1999,700.0,500.0,0.0,200.0,0.0
all_households,percentiles_81_90,2000,800.0,600.0,0.0,100.0,100.0
all_households,percentiles_81_90,2001,800.0,600.0,0.0,100.0,100.0
all_households,percentiles_81_90,2002,1000.0,800.0,0.0,200.0,100.0
all_households,percentiles_81_90,2003,1100.0,800.0,0.0,200.0,100.0
all_households,percentiles_81_90,2004,1200.0,900.0,0.0,200.0,100.0
all_households,percentiles_81_90,2005,1200.0,900.0,0.0,200.0,0.0
all_households,percentiles_81_90,2006,1200.0,900.0,0.0,200.0,100.0
all_households,percentiles_81_90,2007,1400.0,1000.0,0.0,200.0,100.0
all_households,percentiles_81_90,2008,1200.0,900.0,0.0,200.0,100.0
all_households,percentiles_81_90,2009,1600.0,1200.0,100.0,200.0,200.0
all_households,percentiles_81_90,2010,1600.0,1100.0,100.0,200.0,100.0
all_households,percentiles_81_90,2011,1400.0,1000.0,100.0,200.0,100.0
all_households,percentiles_81_90,2012,1400.0,1000.0,0.0,200.0,100.0
all_households,percentiles_81_90,2013,1300.0,900.0,100.0,200.0,100.0
all_households,percentiles_81_90,2014,1700.0,1300.0,100.0,200.0,200.0
all_households,percentiles_81_90,2015,1900.0,1400.0,100.0,200.0,200.0
all_households,percentiles_81_90,2016,2000.0,1500.0,100.0,200.0,200.0
all_households,percentiles_81_90,2017,1900.0,1400.0,100.0,200.0,200.0
all_households,percentiles_91_95,1979,200.0,100.0,0.0,100.0,100.0
all_households,percentiles_91_95,1980,200.0,100.0,0.0,100.0,100.0
all_households,percentiles_91_95,1981,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_91_95,1982,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_91_95,1983,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1984,200.0,0.0,0.0,100.0,0.0
all_households,percentiles_91_95,1985,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_91_95,1986,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_91_95,1987,100.0,100.0,0.0,0.0,0.0
all_households,percentiles_91_95,1988,200.0,100.0,0.0,0.0,100.0
all_households,percentiles_91_95,1989,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_91_95,1990,300.0,100.0,0.0,100.0,100.0
all_households,percentiles_91_95,1991,400.0,200.0,0.0,100.0,100.0
all_households,percentiles_91_95,1992,600.0,300.0,0.0,100.0,100.0
all_households,percentiles_91_95,1993,400.0,200.0,0.0,100.0,0.0
all_households,percentiles_91_95,1994,500.0,300.0,0.0,100.0,100.0
all_households,percentiles_91_95,1995,600.0,400.0,0.0,100.0,100.0
all_households,percentiles_91_95,1996,600.0,400.0,0.0,100.0,0.0
all_households,percentiles_91_95,1997,500.0,300.0,0.0,100.0,0.0
all_households,percentiles_91_95,1998,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_91_95,1999,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_91_95,2000,600.0,400.0,0.0,100.0,0.0
all_households,percentiles_91_95,2001,600.0,400.0,0.0,100.0,0.0
all_households,percentiles_91_95,2002,700.0,500.0,0.0,100.0,0.0
all_households,percentiles_91_95,2003,800.0,700.0,0.0,100.0,0.0
all_households,percentiles_91_95,2004,700.0,500.0,0.0,100.0,0.0
all_households,percentiles_91_95,2005,900.0,700.0,0.0,200.0,0.0
all_households,percentiles_91_95,2006,800.0,600.0,0.0,100.0,100.0
all_households,percentiles_91_95,2007,900.0,600.0,0.0,100.0,100.0
all_households,percentiles_91_95,2008,900.0,600.0,0.0,100.0,100.0
all_households,percentiles_91_95,2009,1100.0,800.0,0.0,100.0,100.0
all_households,percentiles_91_95,2010,1200.0,900.0,100.0,200.0,100.0
all_households,percentiles_91_95,2011,800.0,600.0,0.0,100.0,100.0
all_households,percentiles_91_95,2012,900.0,700.0,0.0,100.0,100.0
all_households,percentiles_91_95,2013,800.0,600.0,0.0,100.0,100.0
all_households,percentiles_91_95,2014,1100.0,800.0,0.0,100.0,100.0
all_households,percentiles_91_95,2015,1300.0,1000.0,100.0,100.0,100.0
all_households,percentiles_91_95,2016,1500.0,1200.0,100.0,100.0,200.0
all_households,percentiles_91_95,2017,1100.0,900.0,0.0,100.0,100.0
all_households,percentiles_96_99,1979,200.0,100.0,0.0,0.0,100.0
all_households,percentiles_96_99,1980,200.0,0.0,0.0,100.0,100.0
all_households,percentiles_96_99,1981,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_96_99,1982,100.0,100.0,0.0,0.0,0.0
all_households,percentiles_96_99,1983,200.0,0.0,0.0,100.0,0.0
all_households,percentiles_96_99,1984,200.0,0.0,0.0,100.0,0.0
all_households,percentiles_96_99,1985,200.0,0.0,0.0,0.0,100.0
all_households,percentiles_96_99,1986,100.0,100.0,0.0,0.0,0.0
all_households,percentiles_96_99,1987,200.0,100.0,0.0,100.0,100.0
all_households,percentiles_96_99,1988,300.0,100.0,0.0,0.0,200.0
all_households,percentiles_96_99,1989,200.0,100.0,0.0,100.0,100.0
all_households,percentiles_96_99,1990,300.0,100.0,0.0,100.0,100.0
all_households,percentiles_96_99,1991,300.0,100.0,0.0,100.0,100.0
all_households,percentiles_96_99,1992,300.0,200.0,0.0,100.0,0.0
all_households,percentiles_96_99,1993,300.0,100.0,0.0,100.0,100.0
all_households,percentiles_96_99,1994,400.0,300.0,0.0,100.0,100.0
all_households,percentiles_96_99,1995,400.0,200.0,0.0,100.0,100.0
all_households,percentiles_96_99,1996,400.0,200.0,0.0,100.0,100.0
all_households,percentiles_96_99,1997,300.0,200.0,0.0,100.0,0.0
all_households,percentiles_96_99,1998,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_96_99,1999,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_96_99,2000,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_96_99,2001,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_96_99,2002,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_96_99,2003,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_96_99,2004,600.0,400.0,0.0,100.0,0.0
all_households,percentiles_96_99,2005,600.0,500.0,0.0,100.0,0.0
all_households,percentiles_96_99,2006,600.0,400.0,0.0,100.0,100.0
all_households,percentiles_96_99,2007,700.0,500.0,0.0,100.0,100.0
all_households,percentiles_96_99,2008,700.0,500.0,0.0,100.0,100.0
all_households,percentiles_96_99,2009,800.0,600.0,0.0,100.0,100.0
all_households,percentiles_96_99,2010,600.0,500.0,0.0,100.0,100.0
all_households,percentiles_96_99,2011,700.0,500.0,0.0,100.0,100.0
all_households,percentiles_96_99,2012,600.0,500.0,0.0,100.0,100.0
all_households,percentiles_96_99,2013,500.0,400.0,0.0,0.0,100.0
all_households,percentiles_96_99,2014,800.0,600.0,0.0,100.0,100.0
all_households,percentiles_96_99,2015,1000.0,800.0,0.0,100.0,100.0
all_households,percentiles_96_99,2016,1000.0,800.0,0.0,100.0,100.0
all_households,percentiles_96_99,2017,900.0,700.0,0.0,0.0,100.0
all_households,top_1_percent,1979,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1980,200.0,0.0,0.0,0.0,100.0
all_households,top_1_percent,1981,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1982,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1983,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1984,200.0,100.0,0.0,100.0,100.0
all_households,top_1_percent,1985,300.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1986,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1987,300.0,100.0,0.0,100.0,100.0
all_households,top_1_percent,1988,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1989,200.0,100.0,0.0,100.0,100.0
all_households,top_1_percent,1990,300.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1991,300.0,200.0,0.0,100.0,100.0
all_households,top_1_percent,1992,200.0,100.0,0.0,100.0,0.0
all_households,top_1_percent,1993,400.0,200.0,0.0,100.0,100.0
all_households,top_1_percent,1994,400.0,200.0,0.0,100.0,100.0
all_households,top_1_percent,1995,400.0,200.0,0.0,100.0,100.0
all_households,top_1_percent,1996,300.0,200.0,0.0,0.0,0.0
all_households,top_1_percent,1997,200.0,100.0,0.0,0.0,0.0
all_households,top_1_percent,1998,400.0,200.0,0.0,0.0,100.0
all_households,top_1_percent,1999,300.0,200.0,0.0,100.0,0.0
all_households,top_1_percent,2000,400.0,300.0,0.0,100.0,0.0
all_households,top_1_percent,2001,400.0,300.0,0.0,100.0,0.0
all_households,top_1_percent,2002,500.0,400.0,0.0,100.0,100.0
all_households,top_1_percent,2003,400.0,300.0,0.0,100.0,0.0
all_households,top_1_percent,2004,500.0,300.0,0.0,0.0,0.0
all_households,top_1_percent,2005,500.0,300.0,0.0,100.0,0.0
all_households,top_1_percent,2006,600.0,400.0,0.0,100.0,100.0
all_households,top_1_percent,2007,500.0,400.0,0.0,100.0,100.0
all_households,top_1_percent,2008,700.0,500.0,0.0,100.0,100.0
all_households,top_1_percent,2009,700.0,500.0,0.0,100.0,100.0
all_households,top_1_percent,2010,800.0,600.0,100.0,100.0,100.0
all_households,top_1_percent,2011,900.0,600.0,0.0,100.0,100.0
all_households,top_1_percent,2012,700.0,500.0,0.0,100.0,100.0
all_households,top_1_percent,2013,700.0,600.0,0.0,0.0,100.0
all_households,top_1_percent,2014,900.0,700.0,100.0,100.0,100.0
all_households,top_1_percent,2015,1000.0,800.0,0.0,100.0,100.0
