household_type,income_group,year,all_federal_taxes,individual_income_tax,payroll_taxes,corporate_income_tax,excise_taxes
all_households,lowest_quintile,2017,1.8,-2.4,6.4,2.0,12.6
all_households,second_quintile,1979,7.8,4.7,12.8,5.6,14.9
all_households,second_quintile,1980,7.6,4.8,12.4,5.3,14.8
all_households,second_quintile,1981,7.8,5.0,12.3,5.1,14.6
all_households,second_quintile,1982,7.6,4.7,11.7,4.9,14.4
all_households,second_quintile,1983,7.4,4.4,11.3,4.8,14.2
all_households,second_quintile,1984,7.8,4.7,11.7,4.8,14.6
all_households,second_quintile,1985,7.6,4.5,11.4,4.7,14.3
all_households,second_quintile,1986,7.2,4.2,11.2,4.4,14.1
all_households,second_quintile,1987,7.0,3.6,11.0,4.8,14.7
all_households,second_quintile,1988,6.9,3.4,11.1,4.7,14.6
all_households,second_quintile,1989,6.9,3.4,11.2,4.6,14.3
all_households,second_quintile,1990,7.3,3.9,11.5,4.7,14.6
all_households,second_quintile,1991,7.2,3.6,11.0,4.6,14.6
all_households,second_quintile,1992,6.9,3.2,10.9,4.5,14.8
all_households,second_quintile,1993,6.7,3.0,10.8,4.4,14.8
all_households,second_quintile,1994,6.5,2.6,10.6,4.4,15.2
all_households,second_quintile,1995,6.6,2.6,11.0,4.3,15.1
all_households,second_quintile,1996,6.2,2.3,10.9,4.2,15.5
all_households,second_quintile,1997,6.1,2.3,11.0,3.9,15.2
all_households,second_quintile,1998,5.9,1.8,11.0,3.9,14.7
all_households,second_quintile,1999,5.7,1.7,10.9,3.9,14.8
all_households,second_quintile,2000,5.7,1.8,11.0,4.0,14.7
all_households,second_quintile,2001,5.6,1.0,10.8,3.9,14.9
all_households,second_quintile,2002,5.7,0.7,10.9,3.9,15.6
all_households,second_quintile,2003,5.5,-0.2,10.7,3.8,15.3
all_households,second_quintile,2004,5.4,0.1,10.8,3.6,14.9
all_households,second_quintile,2005,5.0,-0.1,10.7,3.4,14.7
all_households,second_quintile,2006,5.0,0.1,10.9,3.5,15.0
all_households,second_quintile,2007,5.3,0.4,11.3,3.6,14.4
all_households,second_quintile,2008,4.5,-2.4,11.0,3.6,14.7
all_households,second_quintile,2009,4.7,-2.7,10.7,3.6,15.3
all_households,second_quintile,2010,4.5,-2.3,10.7,3.4,15.3
all_households,second_quintile,2011,4.5,-1.0,10.6,3.5,15.3
all_households,second_quintile,2012,4.2,-0.8,10.5,3.1,14.9
all_households,second_quintile,2013,4.7,-0.6,10.6,3.3,14.7
all_households,second_quintile,2014,4.5,-0.6,10.6,3.2,14.6
all_households,second_quintile,2015,4.6,-0.5,10.7,3.3,14.7
all_households,second_quintile,2016,4.8,-0.3,10.9,3.4,14.7
all_households,second_quintile,2017,4.7,-0.1,10.6,3.3,14.6
all_households,middle_quintile,1979,13.9,11.1,20.0,9.2,18.1
all_households,middle_quintile,1980,13.8,11.2,19.8,9.1,17.8
all_households,middle_quintile,1981,14.2,11.5,19.7,8.9,18.1
all_households,middle_quintile,1982,14.2,11.2,19.2,8.8,18.0
all_households,middle_quintile,1983,13.7,10.6,18.6,8.7,17.5
all_households,middle_quintile,1984,13.8,10.6,18.8,9.0,17.3
all_households,middle_quintile,1985,13.8,10.4,18.8,8.7,17.5
all_households,middle_quintile,1986,13.2,9.7,18.7,8.7,17.4
all_households,middle_quintile,1987,12.8,8.9,18.3,9.2,18.0
all_households,middle_quintile,1988,12.7,8.7,18.4,8.9,17.9
all_households,middle_quintile,1989,12.9,9.0,18.6,8.8,18.1
all_households,middle_quintile,1990,13.0,9.1,18.2,8.6,18.0
all_households,middle_quintile,1991,13.1,9.2,17.8,8.9,18.5
all_households,middle_quintile,1992,12.5,8.6,17.5,8.4,18.4
all_households,middle_quintile,1993,12.2,8.3,17.4,8.2,18.0
all_households,middle_quintile,1994,12.1,8.1,17.1,8.3,18.4
all_households,middle_quintile,1995,11.8,7.7,17.1,8.0,18.1
all_households,middle_quintile,1996,11.4,7.4,17.2,7.6,18.4
all_households,middle_quintile,1997,11.1,7.2,17.1,7.2,17.8
all_households,middle_quintile,1998,10.8,6.5,17.0,7.2,18.1
all_households,middle_quintile,1999,10.5,6.1,16.9,7.2,17.9
all_households,middle_quintile,2000,10.2,5.9,16.7,7.1,18.1
all_households,middle_quintile,2001,10.5,5.5,16.5,7.0,18.0
all_households,middle_quintile,2002,10.7,5.6,16.4,7.0,18.4
all_households,middle_quintile,2003,10.4,5.1,16.2,6.5,18.2
all_households,middle_quintile,2004,10.1,4.8,16.3,6.2,17.8
all_households,middle_quintile,2005,9.7,4.6,16.4,6.0,17.6
all_households,middle_quintile,2006,9.5,4.5,16.4,6.0,17.4
all_households,middle_quintile,2007,9.7,4.7,16.6,6.1,17.7
all_households,middle_quintile,2008,9.3,2.6,16.1,6.0,17.5
all_households,middle_quintile,2009,9.8,3.0,15.9,6.2,18.3
all_households,middle_quintile,2010,9.4,3.2,15.9,5.8,18.0
all_households,middle_quintile,2011,9.2,4.3,15.5,5.8,18.1
all_households,middle_quintile,2012,8.7,4.0,15.4,5.2,17.8
all_households,middle_quintile,2013,9.2,4.2,15.6,5.6,17.7
all_households,middle_quintile,2014,8.8,3.7,15.6,5.5,17.6
all_households,middle_quintile,2015,9.0,4.0,15.7,5.6,17.8
all_households,middle_quintile,2016,9.0,4.1,15.6,5.5,17.5
all_households,middle_quintile,2017,9.0,4.1,15.6,5.5,17.6
all_households,fourth_quintile,1979,21.6,20.3,27.1,14.6,21.8
all_households,fourth_quintile,1980,21.8,20.4,26.9,15.0,21.8
all_households,fourth_quintile,1981,22.2,20.7,26.9,15.0,21.9
all_households,fourth_quintile,1982,22.4,20.4,26.6,15.2,22.4
all_households,fourth_quintile,1983,22.2,20.0,26.7,15.2,22.3
all_households,fourth_quintile,1984,21.8,19.5,26.4,15.6,22.1
all_households,fourth_quintile,1985,21.6,19.1,26.4,14.9,21.7
all_households,fourth_quintile,1986,21.0,18.1,26.5,14.5,21.5
all_households,fourth_quintile,1987,21.0,17.8,26.6,15.7,22.1
all_households,fourth_quintile,1988,20.8,17.3,26.7,14.9,22.3
all_households,fourth_quintile,1989,21.0,17.9,26.4,15.0,22.7
all_households,fourth_quintile,1990,21.0,17.9,26.2,14.7,22.5
all_households,fourth_quintile,1991,20.9,17.9,25.4,15.1,22.5
all_households,fourth_quintile,1992,20.4,17.1,25.6,14.4,22.3
all_households,fourth_quintile,1993,20.0,16.7,25.4,14.0,21.8
all_households,fourth_quintile,1994,20.0,16.8,25.3,14.0,22.2
all_households,fourth_quintile,1995,19.4,16.0,24.9,14.0,22.2
all_households,fourth_quintile,1996,18.9,15.3,25.1,13.5,21.7
all_households,fourth_quintile,1997,18.4,14.8,24.8,13.0,21.5
all_households,fourth_quintile,1998,18.3,14.5,24.9,12.7,21.6
all_households,fourth_quintile,1999,17.7,13.8,24.6,12.4,21.6
all_households,fourth_quintile,2000,17.5,13.5,24.6,12.3,21.9
all_households,fourth_quintile,2001,18.4,14.1,24.6,12.4,22.4
all_households,fourth_quintile,2002,18.6,14.5,24.2,12.1,22.0
all_households,fourth_quintile,2003,18.3,14.0,24.1,11.1,21.7
all_households,fourth_quintile,2004,17.7,13.3,24.3,10.6,21.9
all_households,fourth_quintile,2005,17.0,12.6,24.4,10.5,21.4
all_households,fourth_quintile,2006,16.7,12.5,24.3,10.4,20.9
all_households,fourth_quintile,2007,16.6,12.4,23.9,10.4,21.7
all_households,fourth_quintile,2008,17.1,11.8,23.7,10.1,20.3
all_households,fourth_quintile,2009,17.9,13.0,23.5,10.7,20.5
all_households,fourth_quintile,2010,17.1,12.6,23.4,9.6,19.9
all_households,fourth_quintile,2011,17.2,13.7,23.3,10.0,20.1
all_households,fourth_quintile,2012,16.3,12.8,23.5,9.1,20.3
all_households,fourth_quintile,2013,16.9,13.0,23.4,10.1,20.2
all_households,fourth_quintile,2014,16.5,12.4,23.6,9.7,20.8
all_households,fourth_quintile,2015,16.5,12.5,23.4,9.8,20.9
all_households,fourth_quintile,2016,16.7,12.9,23.3,9.5,20.8
all_households,fourth_quintile,2017,16.7,12.6,23.4,9.7,21.1
all_households,highest_quintile,1979,53.7,63.4,34.3,67.3,34.3
all_households,highest_quintile,1980,53.7,62.9,35.0,67.3,34.8
all_households,highest_quintile,1981,52.6,61.9,35.1,67.8,34.5
all_households,highest_quintile,1982,52.6,62.9,36.6,67.8,34.5
all_households,highest_quintile,1983,53.4,64.1,37.7,68.1,34.2
all_households,highest_quintile,1984,53.1,64.2,37.3,67.0,33.5
all_households,highest_quintile,1985,53.6,65.2,37.6,68.5,34.3
all_households,highest_quintile,1986,55.4,67.3,38.1,69.5,35.9
all_households,highest_quintile,1987,56.4,69.5,39.0,66.9,34.4
all_households,highest_quintile,1988,57.0,70.6,38.7,68.2,34.8
all_households,highest_quintile,1989,56.5,70.0,38.5,68.3,34.7
all_households,highest_quintile,1990,55.6,68.9,38.5,68.3,34.0
all_households,highest_quintile,1991,55.6,69.3,39.8,67.2,33.2
all_households,highest_quintile,1992,57.1,71.4,40.1,69.0,33.3
all_households,highest_quintile,1993,58.0,72.2,40.5,69.7,33.6
all_households,highest_quintile,1994,58.6,73.4,41.3,69.6,32.4
all_households,highest_quintile,1995,59.4,74.6,40.7,69.9,33.0
all_households,highest_quintile,1996,60.9,76.2,40.7,71.4,33.0
all_households,highest_quintile,1997,61.7,76.7,40.7,72.7,33.7
all_households,highest_quintile,1998,62.5,78.4,40.6,73.2,33.8
all_households,highest_quintile,1999,63.5,79.5,41.2,73.5,34.3
all_households,highest_quintile,2000,64.3,79.8,41.5,73.8,34.1
all_households,highest_quintile,2001,63.2,81.1,42.1,73.3,32.8
all_households,highest_quintile,2002,62.5,81.2,42.3,72.8,31.5
all_households,highest_quintile,2003,63.3,83.5,43.0,75.1,32.2
all_households,highest_quintile,2004,64.6,84.0,42.5,76.5,34.2
all_households,highest_quintile,2005,66.1,85.2,42.1,77.0,33.8
all_households,highest_quintile,2006,66.5,85.1,41.9,77.2,33.4
all_households,highest_quintile,2007,66.1,84.7,41.3,76.8,33.8
all_households,highest_quintile,2008,67.3,92.7,42.3,76.0,33.6
all_households,highest_quintile,2009,65.9,92.1,43.2,74.6,31.6
all_households,highest_quintile,2010,67.1,91.2,43.2,77.0,31.7
all_households,highest_quintile,2011,67.2,86.5,43.8,76.6,31.4
all_households,highest_quintile,2012,69.0,87.0,44.2,79.2,32.9
all_households,highest_quintile,2013,67.0,86.3,43.7,76.8,32.6
all_households,highest_quintile,2014,68.0,87.1,43.5,77.7,33.1
all_households,highest_quintile,2015,67.8,86.6,43.4,77.5,33.1
all_households,highest_quintile,2016,67.2,85.8,43.3,77.8,33.4
all_households,highest_quintile,2017,67.5,85.7,43.7,77.6,33.7
all_households,percentiles_81_90,1979,15.9,16.7,16.9,12.1,13.5
all_households,percentiles_81_90,1980,16.4,17.1,17.2,12.3,13.5
all_households,percentiles_81_90,1981,16.5,17.2,17.0,12.3,13.6
all_households,percentiles_81_90,1982,16.8,17.2,17.1,12.7,14.0
all_households,percentiles_81_90,1983,16.5,16.7,17.5,12.4,13.7
all_households,percentiles_81_90,1984,16.1,16.2,17.4,12.3,13.3
all_households,percentiles_81_90,1985,16.1,16.2,17.3,12.1,13.3
all_households,percentiles_81_90,1986,15.7,15.3,17.7,11.5,13.2
all_households,percentiles_81_90,1987,16.2,16.0,17.9,12.3,13.4
all_households,percentiles_81_90,1988,15.8,15.3,17.8,11.6,13.5
all_households,percentiles_81_90,1989,16.0,15.8,17.6,12.1,14.0
all_households,percentiles_81_90,1990,15.9,15.7,17.4,12.0,13.7
all_households,percentiles_81_90,1991,15.9,15.9,17.1,12.0,13.1
all_households,percentiles_81_90,1992,15.7,15.3,17.3,11.7,13.4
all_households,percentiles_81_90,1993,15.4,15.0,17.2,11.5,13.1
all_households,percentiles_81_90,1994,15.5,15.4,17.3,11.3,13.0
all_households,percentiles_81_90,1995,15.2,15.0,16.9,11.4,13.3
all_households,percentiles_81_90,1996,14.9,14.4,16.8,11.6,13.3
all_households,percentiles_81_90,1997,14.8,14.1,17.1,11.2,13.3
all_households,percentiles_81_90,1998,14.7,14.0,17.1,10.5,13.5
all_households,percentiles_81_90,1999,14.4,13.6,17.1,10.3,13.4
all_households,percentiles_81_90,2000,14.2,13.3,16.9,10.4,13.4
all_households,percentiles_81_90,2001,15.1,14.3,17.2,10.1,13.1
all_households,percentiles_81_90,2002,15.2,14.7,17.1,9.9,12.6
all_households,percentiles_81_90,2003,15.3,14.9,17.4,9.3,12.8
all_households,percentiles_81_90,2004,14.6,14.1,17.3,8.8,13.1
all_households,percentiles_81_90,2005,13.9,13.2,17.2,8.8,12.6
all_households,percentiles_81_90,2006,13.8,13.1,17.1,9.0,12.6
all_households,percentiles_81_90,2007,13.7,12.7,16.8,8.9,13.1
all_households,percentiles_81_90,2008,14.6,13.9,16.9,8.6,12.3
all_households,percentiles_81_90,2009,15.5,15.4,17.1,9.0,12.2
all_households,percentiles_81_90,2010,15.1,14.9,17.2,8.5,11.8
all_households,percentiles_81_90,2011,14.9,15.0,17.0,8.7,12.0
all_households,percentiles_81_90,2012,14.3,13.9,17.2,8.0,12.3
all_households,percentiles_81_90,2013,14.6,14.2,17.0,9.4,12.4
all_households,percentiles_81_90,2014,14.1,13.4,16.9,8.9,12.8
all_households,percentiles_81_90,2015,14.3,13.7,16.9,8.7,13.0
all_households,percentiles_81_90,2016,14.6,14.1,17.0,9.0,13.0
all_households,percentiles_81_90,2017,14.5,13.6,17.0,8.9,13.2
all_households,percentiles_91_95,1979,10.7,12.1,9.4,9.3,8.1
all_households,percentiles_91_95,1980,11.0,12.3,9.3,10.2,8.2
all_households,percentiles_91_95,1981,11.1,12.4,9.5,10.0,8.2
all_households,percentiles_91_95,1982,10.9,12.1,9.8,9.4,8.2
all_households,percentiles_91_95,1983,10.9,12.0,10.0,9.9,7.8
all_households,percentiles_91_95,1984,10.7,11.9,9.8,9.9,8.0
all_households,percentiles_91_95,1985,10.8,11.9,10.0,9.3,7.8
all_households,percentiles_91_95,1986,10.6,11.4,10.2,9.1,8.1
all_households,percentiles_91_95,1987,11.1,12.3,10.4,9.4,8.1
all_households,percentiles_91_95,1988,10.6,11.5,10.2,9.0,8.0
all_households,percentiles_91_95,1989,10.9,12.0,10.1,9.5,8.1
all_households,percentiles_91_95,1990,10.8,11.8,10.1,9.8,8.0
all_households,percentiles_91_95,1991,11.0,12.1,10.4,9.5,7.9
all_households,percentiles_91_95,1992,10.8,11.8,10.3,9.4,7.8
all_households,percentiles_91_95,1993,10.8,11.7,10.4,9.6,7.9
all_households,percentiles_91_95,1994,10.8,12.0,10.4,9.1,7.8
all_households,percentiles_91_95,1995,10.8,11.8,10.5,9.3,7.8
all_households,percentiles_91_95,1996,10.7,11.6,10.4,9.3,7.7
all_households,percentiles_91_95,1997,10.7,11.5,10.4,9.3,8.0
all_households,percentiles_91_95,1998,10.7,11.6,10.3,8.9,7.9
all_households,percentiles_91_95,1999,10.6,11.4,10.3,8.9,7.9
all_households,percentiles_91_95,2000,10.5,11.1,10.4,8.6,7.9
all_households,percentiles_91_95,2001,11.1,12.2,10.8,8.2,7.7
all_households,percentiles_91_95,2002,11.2,12.5,10.8,8.0,7.4
all_households,percentiles_91_95,2003,11.1,12.5,10.9,7.8,7.4
all_households,percentiles_91_95,2004,10.8,12.0,10.8,7.6,7.7
all_households,percentiles_91_95,2005,10.5,11.6,10.8,7.7,7.4
all_households,percentiles_91_95,2006,10.4,11.4,10.6,7.8,7.4
all_households,percentiles_91_95,2007,10.3,11.2,10.4,7.7,7.8
all_households,percentiles_91_95,2008,11.4,13.1,10.8,7.3,7.6
all_households,percentiles_91_95,2009,11.8,13.9,11.0,7.5,7.4
all_households,percentiles_91_95,2010,11.4,13.4,10.9,7.0,7.1
all_households,percentiles_91_95,2011,11.5,13.2,11.1,7.2,7.3
all_households,percentiles_91_95,2012,11.1,12.3,11.1,6.8,7.5
all_households,percentiles_91_95,2013,11.0,12.1,10.9,7.9,7.4
all_households,percentiles_91_95,2014,10.9,12.0,11.0,7.8,7.8
all_households,percentiles_91_95,2015,10.9,12.0,10.9,7.8,7.8
all_households,percentiles_91_95,2016,11.1,12.3,10.8,7.9,7.8
all_households,percentiles_91_95,2017,11.2,12.1,11.0,8.0,7.9
all_households,percentiles_96_99,1979,13.6,17.1,6.8,17.3,8.4
all_households,percentiles_96_99,1980,13.8,17.1,7.2,17.6,8.7
all_households,percentiles_96_99,1981,13.6,17.0,7.3,17.8,8.3
all_households,percentiles_96_99,1982,13.3,17.1,7.8,16.0,8.2
all_households,percentiles_96_99,1983,13.1,16.6,8.2,16.4,8.0
all_households,percentiles_96_99,1984,12.9,16.4,8.2,15.3,7.7
all_households,percentiles_96_99,1985,13.0,16.6,8.3,16.1,8.1
all_households,percentiles_96_99,1986,13.1,16.8,8.3,15.3,8.6
all_households,percentiles_96_99,1987,14.0,18.2,8.5,16.9,8.2
all_households,percentiles_96_99,1988,13.6,17.5,8.5,16.0,8.2
all_households,percentiles_96_99,1989,14.0,18.2,8.6,16.3,8.1
all_households,percentiles_96_99,1990,13.8,17.9,8.8,16.0,8.0
all_households,percentiles_96_99,1991,14.1,18.2,9.6,16.4,8.1
all_households,percentiles_96_99,1992,14.2,18.2,9.8,16.3,8.0
all_households,percentiles_96_99,1993,14.4,18.3,10.1,16.2,8.3
all_households,percentiles_96_99,1994,14.3,18.5,9.9,15.4,7.7
all_households,percentiles_96_99,1995,14.7,19.1,9.8,16.2,7.8
all_households,percentiles_96_99,1996,14.8,19.0,9.7,15.8,7.8
all_households,percentiles_96_99,1997,14.9,19.0,9.6,16.2,8.0
all_households,percentiles_96_99,1998,15.0,19.5,9.5,15.7,8.0
all_households,percentiles_96_99,1999,15.4,19.7,9.8,16.0,8.5
all_households,percentiles_96_99,2000,15.3,19.3,9.9,15.6,8.2
all_households,percentiles_96_99,2001,15.4,20.4,10.0,15.0,7.9
all_households,percentiles_96_99,2002,15.7,21.1,10.5,14.9,7.5
all_households,percentiles_96_99,2003,15.7,21.6,10.7,14.8,7.6
all_households,percentiles_96_99,2004,15.6,21.4,10.5,14.5,8.2
all_households,percentiles_96_99,2005,15.9,21.6,10.2,15.1,8.0
all_households,percentiles_96_99,2006,15.9,21.6,10.2,15.1,8.0
all_households,percentiles_96_99,2007,15.9,21.3,10.0,15.0,8.2
all_households,percentiles_96_99,2008,16.7,24.3,10.4,13.6,8.1
all_households,percentiles_96_99,2009,16.8,24.6,11.0,13.4,7.5
all_households,percentiles_96_99,2010,16.7,24.2,11.0,12.8,7.5
all_households,percentiles_96_99,2011,17.0,23.3,11.2,13.1,7.5
all_households,percentiles_96_99,2012,16.9,22.6,11.3,12.9,7.9
all_households,percentiles_96_99,2013,16.6,22.2,11.1,15.1,7.7
all_households,percentiles_96_99,2014,16.7,22.1,11.1,15.5,8.0
all_households,percentiles_96_99,2015,16.6,22.0,10.9,15.0,8.0
all_households,percentiles_96_99,2016,16.7,22.4,10.9,14.9,8.0
all_households,percentiles_96_99,2017,16.8,21.8,11.0,15.5,8.0
all_households,top_1_percent,1979,13.5,17.4,1.2,28.6,4.3
all_households,top_1_percent,1980,12.6,16.4,1.3,27.2,4.3
all_households,top_1_percent,1981,11.5,15.3,1.4,27.6,4.3
all_households,top_1_percent,1982,11.6,16.6,1.9,29.7,4.1
all_households,top_1_percent,1983,12.9,18.9,2.0,29.5,4.7
all_households,top_1_percent,1984,13.3,19.7,1.9,29.4,4.5
all_households,top_1_percent,1985,13.7,20.4,1.9,31.0,5.1
all_households,top_1_percent,1986,15.9,23.9,1.9,33.7,6.1
all_households,top_1_percent,1987,15.0,23.0,2.1,28.3,4.7
all_households,top_1_percent,1988,17.0,26.3,2.2,31.6,5.1
all_households,top_1_percent,1989,15.7,24.0,2.2,30.3,4.5
all_households,top_1_percent,1990,15.1,23.5,2.2,30.4,4.2
all_households,top_1_percent,1991,14.7,23.1,2.8,29.3,4.2
all_households,top_1_percent,1992,16.4,26.0,2.7,31.6,4.1
all_households,top_1_percent,1993,17.4,27.3,2.9,32.4,4.3
all_households,top_1_percent,1994,18.0,27.5,3.7,33.8,3.9
all_households,top_1_percent,1995,18.7,28.8,3.5,33.0,4.1
all_households,top_1_percent,1996,20.5,31.2,3.7,34.7,4.2
all_households,top_1_percent,1997,21.4,32.1,3.7,36.0,4.4
all_households,top_1_percent,1998,22.0,33.3,3.7,38.0,4.4
all_households,top_1_percent,1999,23.1,34.8,4.0,38.3,4.6
all_households,top_1_percent,2000,24.3,36.1,4.2,39.2,4.6
all_households,top_1_percent,2001,21.6,34.1,4.0,39.9,4.1
all_households,top_1_percent,2002,20.3,32.8,3.9,40.0,4.0
all_households,top_1_percent,2003,21.3,34.5,3.9,43.2,4.5
all_households,top_1_percent,2004,23.5,36.6,4.0,45.4,5.3
all_households,top_1_percent,2005,25.8,38.8,4.0,45.4,5.8
all_households,top_1_percent,2006,26.3,39.0,4.0,45.2,5.3
all_households,top_1_percent,2007,26.2,39.3,4.0,45.2,4.8
all_households,top_1_percent,2008,24.6,41.4,4.1,46.6,5.6
all_households,top_1_percent,2009,21.8,38.2,4.1,44.7,4.4
all_households,top_1_percent,2010,23.9,38.7,4.2,48.7,5.3
all_households,top_1_percent,2011,23.8,35.1,4.5,47.6,4.6
all_households,top_1_percent,2012,26.7,38.1,4.6,51.5,5.2
all_households,top_1_percent,2013,24.8,37.8,4.7,44.4,5.2
all_households,top_1_percent,2014,26.3,39.6,4.6,45.5,4.4
all_households,top_1_percent,2015,26.0,38.9,4.7,46.0,4.3
all_households,top_1_percent,2016,24.8,37.1,4.6,45.9,4.6
all_households,top_1_percent,2017,25.1,38.2,4.7,45.2,4.6
hh_with_children,all_quintiles,1979,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1980,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1981,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1982,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1983,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1984,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1985,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1986,100.0,100.0,100.0,100.0,100.0
