household_type,income_group,year,all_means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
all_households,second_quintile,1979,12.6,13.0,12.8,12.9,12.2
all_households,second_quintile,1980,13.1,13.8,14.3,11.0,12.9
all_households,second_quintile,1981,14.3,15.0,15.1,13.3,13.6
all_households,second_quintile,1982,13.3,14.8,12.8,13.6,12.3
all_households,second_quintile,1983,12.3,13.4,11.3,12.8,11.7
all_households,second_quintile,1984,12.8,14.1,12.1,12.9,11.9
all_households,second_quintile,1985,12.2,13.7,11.6,12.6,11.2
all_households,second_quintile,1986,13.6,15.2,10.6,16.7,12.0
all_households,second_quintile,1987,12.9,15.0,8.4,15.2,11.6
all_households,second_quintile,1988,12.9,14.9,8.5,15.6,11.4
all_households,second_quintile,1989,13.4,14.9,9.7,17.0,11.7
all_households,second_quintile,1990,14.2,16.2,11.4,18.1,11.5
all_households,second_quintile,1991,15.3,17.1,13.0,18.6,12.6
all_households,second_quintile,1992,17.6,19.5,16.4,19.1,14.8
all_households,second_quintile,1993,17.9,19.8,16.4,19.3,14.9
all_households,second_quintile,1994,17.8,20.1,15.8,19.1,14.6
all_households,second_quintile,1995,18.9,21.5,16.5,20.4,15.0
all_households,second_quintile,1996,18.5,20.7,17.2,17.2,16.2
all_households,second_quintile,1997,19.2,21.7,17.3,18.1,15.8
all_households,second_quintile,1998,19.9,22.8,15.3,18.3,15.6
all_households,second_quintile,1999,20.1,23.1,15.6,18.2,14.4
all_households,second_quintile,2000,20.9,23.2,16.4,18.9,16.1
all_households,second_quintile,2001,21.9,24.5,15.5,18.5,17.1
all_households,second_quintile,2002,22.7,24.9,17.8,19.9,17.8
all_households,second_quintile,2003,23.3,25.4,18.3,20.8,18.5
all_households,second_quintile,2004,24.1,26.2,19.7,20.9,19.3
all_households,second_quintile,2005,23.1,25.3,19.2,18.4,18.6
all_households,second_quintile,2006,24.6,26.5,18.6,20.4,23.3
all_households,second_quintile,2007,23.8,25.7,18.7,19.9,22.0
all_households,second_quintile,2008,25.7,27.5,21.0,20.9,24.4
all_households,second_quintile,2009,26.6,28.0,22.5,22.4,27.1
all_households,second_quintile,2010,26.6,27.7,24.0,22.2,27.5
all_households,second_quintile,2011,27.5,29.1,25.0,22.5,27.0
all_households,second_quintile,2012,27.3,28.8,24.2,21.3,28.4
all_households,second_quintile,2013,26.8,28.0,25.1,20.3,28.0
all_households,second_quintile,2014,26.7,27.5,24.3,22.2,27.3
all_households,second_quintile,2015,26.0,27.2,23.0,20.1,26.0
all_households,second_quintile,2016,25.6,26.7,22.1,20.3,25.5
all_households,second_quintile,2017,26.1,27.1,21.8,21.3,26.5
all_households,middle_quintile,1979,6.0,6.6,3.8,7.4,6.0
all_households,middle_quintile,1980,5.3,5.9,3.6,5.8,5.5
all_households,middle_quintile,1981,5.1,6.0,4.2,5.8,4.7
all_households,middle_quintile,1982,4.4,4.8,2.6,6.6,4.1
all_households,middle_quintile,1983,4.5,5.1,2.9,7.4,3.9
all_households,middle_quintile,1984,5.0,5.3,3.7,7.3,4.3
all_households,middle_quintile,1985,4.7,5.5,2.2,7.6,3.9
all_households,middle_quintile,1986,4.8,5.6,2.5,7.6,3.8
all_households,middle_quintile,1987,4.5,5.3,2.1,7.2,3.6
all_households,middle_quintile,1988,5.2,6.1,2.3,7.9,4.2
all_households,middle_quintile,1989,4.8,5.9,2.4,6.9,3.6
all_households,middle_quintile,1990,5.1,6.3,2.6,7.6,3.8
all_households,middle_quintile,1991,5.9,7.2,3.8,8.4,4.2
all_households,middle_quintile,1992,6.1,7.1,4.3,7.9,4.4
all_households,middle_quintile,1993,6.7,7.7,4.9,9.2,4.9
all_households,middle_quintile,1994,6.5,8.2,4.2,7.0,4.7
all_households,middle_quintile,1995,7.2,8.9,4.7,8.0,5.1
all_households,middle_quintile,1996,7.4,9.1,4.5,9.1,4.8
all_households,middle_quintile,1997,6.9,8.7,4.2,7.4,3.9
all_households,middle_quintile,1998,7.1,8.9,3.7,7.0,4.0
all_households,middle_quintile,1999,8.3,10.0,4.2,9.1,4.2
all_households,middle_quintile,2000,8.7,10.4,4.0,8.3,5.1
all_households,middle_quintile,2001,8.4,10.0,3.8,7.6,5.0
all_households,middle_quintile,2002,9.2,10.9,4.6,8.4,5.2
all_households,middle_quintile,2003,9.6,11.5,4.3,8.4,5.1
all_households,middle_quintile,2004,10.0,11.9,4.3,9.8,4.6
all_households,middle_quintile,2005,10.3,12.3,4.8,9.9,4.5
all_households,middle_quintile,2006,9.9,11.6,4.2,9.2,6.4
all_households,middle_quintile,2007,10.6,12.4,4.8,9.9,7.2
all_households,middle_quintile,2008,10.7,12.5,5.4,10.3,7.0
all_households,middle_quintile,2009,11.4,13.4,5.9,11.0,7.7
all_households,middle_quintile,2010,10.9,12.9,6.7,9.4,8.0
all_households,middle_quintile,2011,11.1,13.0,6.8,10.2,8.2
all_households,middle_quintile,2012,11.2,12.9,6.8,11.0,8.6
all_households,middle_quintile,2013,11.3,13.0,7.1,9.9,9.0
all_households,middle_quintile,2014,11.4,12.7,7.2,10.4,9.0
all_households,middle_quintile,2015,12.1,13.5,7.4,9.9,9.8
all_households,middle_quintile,2016,12.2,13.5,7.2,10.2,10.1
all_households,middle_quintile,2017,12.6,14.0,7.0,10.7,9.5
all_households,fourth_quintile,1979,3.5,4.0,1.6,4.9,3.4
all_households,fourth_quintile,1980,3.1,3.4,1.4,4.9,3.1
all_households,fourth_quintile,1981,2.8,3.4,1.4,4.3,2.5
all_households,fourth_quintile,1982,2.5,3.5,0.8,3.8,1.9
all_households,fourth_quintile,1983,2.4,3.0,0.7,4.8,1.9
all_households,fourth_quintile,1984,2.7,3.0,1.4,4.9,2.3
all_households,fourth_quintile,1985,2.5,2.8,0.8,5.1,1.9
all_households,fourth_quintile,1986,2.5,2.9,0.9,4.4,2.1
all_households,fourth_quintile,1987,2.9,3.4,1.1,5.2,2.2
all_households,fourth_quintile,1988,2.7,3.4,0.7,4.0,2.2
all_households,fourth_quintile,1989,2.9,3.6,0.8,5.5,1.9
all_households,fourth_quintile,1990,2.8,3.5,0.8,5.2,1.8
all_households,fourth_quintile,1991,3.0,3.8,1.5,4.9,1.9
all_households,fourth_quintile,1992,3.5,4.3,1.9,4.9,2.4
all_households,fourth_quintile,1993,3.3,4.3,1.5,4.7,1.9
all_households,fourth_quintile,1994,3.8,5.2,1.6,4.7,2.1
all_households,fourth_quintile,1995,3.7,4.8,1.8,4.4,2.3
all_households,fourth_quintile,1996,3.7,5.0,1.5,4.2,2.1
all_households,fourth_quintile,1997,4.2,5.8,1.3,5.2,1.7
all_households,fourth_quintile,1998,4.2,5.4,1.3,4.7,1.8
all_households,fourth_quintile,1999,4.3,5.3,1.3,4.7,1.8
all_households,fourth_quintile,2000,4.5,5.6,1.3,4.5,2.2
all_households,fourth_quintile,2001,4.3,5.3,1.1,4.2,2.0
all_households,fourth_quintile,2002,4.8,5.8,1.7,4.8,2.1
all_households,fourth_quintile,2003,4.7,5.8,0.9,4.7,2.0
all_households,fourth_quintile,2004,5.1,6.0,1.6,5.9,2.1
all_households,fourth_quintile,2005,5.2,6.4,1.2,5.6,1.8
all_households,fourth_quintile,2006,5.5,6.6,1.4,5.7,3.2
all_households,fourth_quintile,2007,5.6,6.6,1.6,5.9,3.6
all_households,fourth_quintile,2008,5.1,6.0,1.4,5.8,3.3
all_households,fourth_quintile,2009,5.5,6.7,1.9,5.2,3.5
all_households,fourth_quintile,2010,5.4,6.7,2.7,5.2,3.1
all_households,fourth_quintile,2011,5.3,6.6,2.0,6.0,3.4
all_households,fourth_quintile,2012,5.2,6.5,1.6,5.4,3.4
all_households,fourth_quintile,2013,5.1,6.1,2.0,4.9,3.8
all_households,fourth_quintile,2014,5.8,6.6,2.8,5.5,4.1
all_households,fourth_quintile,2015,5.9,6.5,3.0,5.8,4.5
all_households,fourth_quintile,2016,6.0,6.7,2.9,5.2,4.5
all_households,fourth_quintile,2017,6.1,6.8,3.1,6.5,4.1
all_households,highest_quintile,1979,2.1,2.7,0.9,2.6,2.0
all_households,highest_quintile,1980,1.7,1.8,0.6,3.1,1.8
all_households,highest_quintile,1981,1.9,2.3,0.6,3.8,1.5
all_households,highest_quintile,1982,1.6,2.4,0.4,2.7,1.2
all_households,highest_quintile,1983,1.4,1.5,0.4,2.7,1.2
all_households,highest_quintile,1984,1.7,1.7,0.9,3.4,1.4
all_households,highest_quintile,1985,1.8,1.8,0.6,3.8,1.4
all_households,highest_quintile,1986,1.7,1.8,0.5,3.2,1.4
all_households,highest_quintile,1987,1.6,1.5,0.7,2.8,1.4
all_households,highest_quintile,1988,1.6,1.8,0.7,2.1,1.5
all_households,highest_quintile,1989,1.9,2.4,0.7,2.9,1.5
all_households,highest_quintile,1990,2.1,2.5,0.8,3.7,1.6
all_households,highest_quintile,1991,2.0,2.3,0.9,3.0,1.8
all_households,highest_quintile,1992,2.2,2.7,1.0,3.4,1.3
all_households,highest_quintile,1993,2.1,2.6,0.7,3.6,1.3
all_households,highest_quintile,1994,2.5,3.6,0.6,3.2,1.4
all_households,highest_quintile,1995,2.5,3.5,0.8,3.1,1.4
all_households,highest_quintile,1996,2.4,3.6,0.6,3.0,1.0
all_households,highest_quintile,1997,2.4,3.4,0.5,2.9,1.0
all_households,highest_quintile,1998,2.7,3.6,0.5,2.9,1.1
all_households,highest_quintile,1999,2.6,3.1,0.5,3.6,1.3
all_households,highest_quintile,2000,2.9,3.6,0.7,3.1,1.4
all_households,highest_quintile,2001,2.8,3.4,0.4,3.1,1.3
all_households,highest_quintile,2002,2.7,3.2,0.6,3.1,1.2
all_households,highest_quintile,2003,2.7,3.3,0.5,3.0,1.0
all_households,highest_quintile,2004,2.8,3.2,0.6,3.7,1.4
all_households,highest_quintile,2005,3.0,3.6,0.4,3.8,1.4
all_households,highest_quintile,2006,3.3,3.8,0.5,4.3,2.1
all_households,highest_quintile,2007,3.4,4.0,0.6,3.9,2.3
all_households,highest_quintile,2008,3.1,3.6,0.7,3.7,1.9
all_households,highest_quintile,2009,3.2,4.0,0.9,2.9,2.0
all_households,highest_quintile,2010,3.0,3.6,1.2,3.0,1.9
all_households,highest_quintile,2011,2.7,3.4,0.7,2.7,1.7
all_households,highest_quintile,2012,2.9,3.6,0.6,3.2,1.8
all_households,highest_quintile,2013,2.4,3.0,0.6,2.1,1.8
all_households,highest_quintile,2014,3.0,3.5,1.1,2.5,2.3
all_households,highest_quintile,2015,3.3,3.7,1.3,3.4,2.5
all_households,highest_quintile,2016,3.5,4.1,1.2,3.1,2.5
all_households,highest_quintile,2017,3.3,3.7,1.2,2.8,2.3
all_households,percentiles_81_90,1979,1.2,1.4,0.5,1.5,1.1
all_households,percentiles_81_90,1980,0.9,1.0,0.3,1.4,1.0
all_households,percentiles_81_90,1981,1.0,1.2,0.3,2.3,0.7
all_households,percentiles_81_90,1982,0.9,1.2,0.3,1.4,0.7
all_households,percentiles_81_90,1983,0.6,0.7,0.1,0.9,0.6
all_households,percentiles_81_90,1984,0.9,1.0,0.4,1.8,0.7
all_households,percentiles_81_90,1985,1.0,1.0,0.2,2.5,0.7
all_households,percentiles_81_90,1986,0.9,1.0,0.2,2.0,0.7
all_households,percentiles_81_90,1987,0.7,0.7,0.3,1.2,0.6
all_households,percentiles_81_90,1988,0.9,1.0,0.2,1.2,0.8
all_households,percentiles_81_90,1989,1.0,1.3,0.4,1.5,0.7
all_households,percentiles_81_90,1990,1.1,1.4,0.3,1.8,0.8
all_households,percentiles_81_90,1991,1.1,1.3,0.5,1.7,0.9
all_households,percentiles_81_90,1992,1.2,1.5,0.6,1.9,0.8
all_households,percentiles_81_90,1993,1.1,1.5,0.2,1.9,0.6
all_households,percentiles_81_90,1994,1.3,1.8,0.4,1.9,0.8
all_households,percentiles_81_90,1995,1.3,1.8,0.4,1.9,0.7
all_households,percentiles_81_90,1996,1.4,2.0,0.3,2.1,0.5
all_households,percentiles_81_90,1997,1.4,2.0,0.3,1.9,0.4
all_households,percentiles_81_90,1998,1.5,2.0,0.2,1.6,0.6
all_households,percentiles_81_90,1999,1.5,1.7,0.3,2.2,0.7
all_households,percentiles_81_90,2000,1.7,2.1,0.5,1.9,0.8
all_households,percentiles_81_90,2001,1.4,1.7,0.3,1.5,0.6
all_households,percentiles_81_90,2002,1.5,1.8,0.2,1.8,0.6
all_households,percentiles_81_90,2003,1.5,1.9,0.3,1.7,0.5
all_households,percentiles_81_90,2004,1.7,1.9,0.3,2.5,0.7
all_households,percentiles_81_90,2005,1.6,1.9,0.2,2.0,0.7
all_households,percentiles_81_90,2006,1.9,2.2,0.2,2.6,1.1
all_households,percentiles_81_90,2007,1.9,2.2,0.3,2.4,1.2
all_households,percentiles_81_90,2008,1.6,1.9,0.3,2.1,0.9
all_households,percentiles_81_90,2009,1.9,2.3,0.5,1.7,1.1
all_households,percentiles_81_90,2010,1.8,2.2,0.7,1.6,1.1
all_households,percentiles_81_90,2011,1.5,1.9,0.4,1.7,0.9
all_households,percentiles_81_90,2012,1.7,2.1,0.3,1.9,0.9
all_households,percentiles_81_90,2013,1.3,1.7,0.4,1.3,0.9
all_households,percentiles_81_90,2014,1.7,2.0,0.6,1.4,1.4
all_households,percentiles_81_90,2015,1.8,2.0,0.8,1.8,1.3
all_households,percentiles_81_90,2016,2.0,2.3,0.6,1.6,1.4
all_households,percentiles_81_90,2017,1.8,2.1,0.6,1.9,1.3
all_households,percentiles_91_95,1979,0.4,0.6,0.2,0.5,0.3
all_households,percentiles_91_95,1980,0.4,0.4,0.1,0.8,0.4
all_households,percentiles_91_95,1981,0.4,0.5,0.1,0.9,0.3
all_households,percentiles_91_95,1982,0.4,0.6,0.0,0.7,0.3
all_households,percentiles_91_95,1983,0.3,0.4,0.1,0.8,0.2
all_households,percentiles_91_95,1984,0.3,0.3,0.2,0.7,0.3
all_households,percentiles_91_95,1985,0.3,0.3,0.1,0.7,0.3
all_households,percentiles_91_95,1986,0.3,0.3,0.1,0.6,0.2
all_households,percentiles_91_95,1987,0.3,0.2,0.1,0.5,0.3
all_households,percentiles_91_95,1988,0.3,0.3,0.2,0.3,0.3
all_households,percentiles_91_95,1989,0.4,0.5,0.1,0.6,0.3
all_households,percentiles_91_95,1990,0.4,0.5,0.1,0.9,0.3
all_households,percentiles_91_95,1991,0.3,0.4,0.1,0.5,0.3
all_households,percentiles_91_95,1992,0.5,0.7,0.2,1.1,0.2
all_households,percentiles_91_95,1993,0.5,0.6,0.2,1.0,0.3
all_households,percentiles_91_95,1994,0.5,0.8,0.1,0.7,0.2
all_households,percentiles_91_95,1995,0.6,0.9,0.1,0.6,0.3
all_households,percentiles_91_95,1996,0.5,0.8,0.1,0.5,0.2
all_households,percentiles_91_95,1997,0.5,0.7,0.1,0.5,0.2
all_households,percentiles_91_95,1998,0.6,0.8,0.1,0.7,0.2
all_households,percentiles_91_95,1999,0.6,0.7,0.1,0.7,0.3
all_households,percentiles_91_95,2000,0.6,0.7,0.1,0.6,0.3
all_households,percentiles_91_95,2001,0.7,0.8,0.1,0.7,0.4
all_households,percentiles_91_95,2002,0.6,0.7,0.1,0.7,0.3
all_households,percentiles_91_95,2003,0.6,0.8,0.1,0.7,0.2
all_households,percentiles_91_95,2004,0.5,0.6,0.1,0.6,0.3
all_households,percentiles_91_95,2005,0.7,0.9,0.1,0.9,0.3
all_households,percentiles_91_95,2006,0.7,0.9,0.1,1.0,0.5
all_households,percentiles_91_95,2007,0.8,1.0,0.1,0.8,0.5
all_households,percentiles_91_95,2008,0.8,0.9,0.2,1.0,0.4
all_households,percentiles_91_95,2009,0.7,0.9,0.2,0.6,0.4
all_households,percentiles_91_95,2010,0.6,0.8,0.2,0.7,0.4
all_households,percentiles_91_95,2011,0.6,0.7,0.1,0.4,0.4
all_households,percentiles_91_95,2012,0.6,0.8,0.1,0.7,0.4
all_households,percentiles_91_95,2013,0.5,0.7,0.1,0.5,0.4
all_households,percentiles_91_95,2014,0.7,0.8,0.2,0.7,0.5
all_households,percentiles_91_95,2015,0.8,0.9,0.3,0.8,0.6
all_households,percentiles_91_95,2016,0.8,0.9,0.2,0.9,0.6
all_households,percentiles_91_95,2017,0.7,0.8,0.3,0.3,0.5
all_households,percentiles_96_99,1979,0.4,0.6,0.2,0.5,0.4
all_households,percentiles_96_99,1980,0.3,0.3,0.1,0.6,0.3
all_households,percentiles_96_99,1981,0.4,0.4,0.2,0.5,0.3
all_households,percentiles_96_99,1982,0.3,0.4,0.0,0.4,0.2
all_households,percentiles_96_99,1983,0.3,0.2,0.1,0.8,0.2
all_households,percentiles_96_99,1984,0.3,0.3,0.2,0.6,0.3
all_households,percentiles_96_99,1985,0.3,0.3,0.2,0.5,0.3
all_households,percentiles_96_99,1986,0.3,0.3,0.1,0.4,0.3
all_households,percentiles_96_99,1987,0.4,0.4,0.2,0.9,0.3
all_households,percentiles_96_99,1988,0.3,0.3,0.2,0.5,0.3
all_households,percentiles_96_99,1989,0.4,0.3,0.2,0.6,0.4
all_households,percentiles_96_99,1990,0.5,0.5,0.2,0.7,0.5
all_households,percentiles_96_99,1991,0.4,0.4,0.1,0.6,0.4
all_households,percentiles_96_99,1992,0.3,0.4,0.1,0.4,0.2
all_households,percentiles_96_99,1993,0.3,0.3,0.2,0.5,0.3
all_households,percentiles_96_99,1994,0.5,0.8,0.1,0.5,0.2
all_households,percentiles_96_99,1995,0.5,0.6,0.1,0.5,0.3
all_households,percentiles_96_99,1996,0.4,0.6,0.1,0.4,0.2
all_households,percentiles_96_99,1997,0.5,0.6,0.1,0.5,0.3
all_households,percentiles_96_99,1998,0.5,0.6,0.1,0.5,0.2
all_households,percentiles_96_99,1999,0.5,0.6,0.1,0.5,0.2
all_households,percentiles_96_99,2000,0.5,0.6,0.1,0.4,0.3
all_households,percentiles_96_99,2001,0.6,0.7,0.1,0.7,0.2
all_households,percentiles_96_99,2002,0.4,0.5,0.2,0.5,0.2
all_households,percentiles_96_99,2003,0.5,0.6,0.1,0.4,0.2
all_households,percentiles_96_99,2004,0.4,0.5,0.1,0.5,0.2
all_households,percentiles_96_99,2005,0.6,0.7,0.1,0.7,0.3
all_households,percentiles_96_99,2006,0.5,0.6,0.1,0.6,0.4
all_households,percentiles_96_99,2007,0.6,0.7,0.1,0.6,0.6
all_households,percentiles_96_99,2008,0.5,0.6,0.1,0.5,0.4
all_households,percentiles_96_99,2009,0.5,0.7,0.1,0.5,0.3
all_households,percentiles_96_99,2010,0.4,0.5,0.2,0.4,0.3
all_households,percentiles_96_99,2011,0.4,0.6,0.1,0.4,0.3
all_households,percentiles_96_99,2012,0.4,0.5,0.1,0.3,0.3
all_households,percentiles_96_99,2013,0.4,0.5,0.1,0.3,0.3
all_households,percentiles_96_99,2014,0.4,0.5,0.2,0.3,0.3
all_households,percentiles_96_99,2015,0.6,0.6,0.1,0.6,0.4
all_households,percentiles_96_99,2016,0.6,0.7,0.2,0.5,0.4
all_households,percentiles_96_99,2017,0.5,0.6,0.2,0.4,0.4
all_households,top_1_percent,1979,0.1,0.2,0.1,0.1,0.1
all_households,top_1_percent,1980,0.1,0.1,0.1,0.2,0.1
all_households,top_1_percent,1981,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,1982,0.1,0.2,0.0,0.2,0.1
all_households,top_1_percent,1983,0.1,0.1,0.1,0.1,0.2
all_households,top_1_percent,1984,0.1,0.1,0.1,0.1,0.1
all_households,top_1_percent,1985,0.1,0.1,0.1,0.1,0.2
all_households,top_1_percent,1986,0.1,0.1,0.1,0.2,0.1
all_households,top_1_percent,1987,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,1988,0.1,0.1,0.1,0.1,0.1
all_households,top_1_percent,1989,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,1990,0.1,0.1,0.1,0.2,0.1
all_households,top_1_percent,1991,0.2,0.2,0.1,0.3,0.1
all_households,top_1_percent,1992,0.1,0.1,0.0,0.2,0.1
all_households,top_1_percent,1993,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,1994,0.1,0.2,0.1,0.1,0.1
all_households,top_1_percent,1995,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,1996,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,1997,0.1,0.1,0.0,0.1,0.0
all_households,top_1_percent,1998,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,1999,0.1,0.1,0.0,0.2,0.0
all_households,top_1_percent,2000,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,2001,0.1,0.2,0.0,0.2,0.1
all_households,top_1_percent,2002,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2003,0.1,0.1,0.1,0.2,0.1
all_households,top_1_percent,2004,0.1,0.1,0.0,0.1,0.1
all_households,top_1_percent,2005,0.1,0.1,0.1,0.1,0.1
all_households,top_1_percent,2006,0.2,0.2,0.0,0.2,0.1
all_households,top_1_percent,2007,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,2008,0.2,0.2,0.1,0.1,0.2
all_households,top_1_percent,2009,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,2010,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2011,0.2,0.2,0.1,0.3,0.1
all_households,top_1_percent,2012,0.1,0.2,0.0,0.3,0.1
all_households,top_1_percent,2013,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,2014,0.2,0.2,0.2,0.1,0.1
all_households,top_1_percent,2015,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2016,0.2,0.2,0.1,0.1,0.2
all_households,top_1_percent,2017,0.2,0.3,0.1,0.3,0.2
hh_with_children,all_quintiles,1979,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1980,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1981,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1982,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1983,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1984,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1985,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1986,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1987,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1988,100.0,100.0,100.0,100.0,100.0
