household_type,income_group,year,all_federal_taxes,individual_income_tax,payroll_taxes,corporate_income_tax,excise_taxes
all_households,lowest_quintile,2017,0.2,-3.9,4.5,1.4,11.6
all_households,second_quintile,1979,7.5,4.2,12.5,6.0,15.1
all_households,second_quintile,1980,7.2,4.2,12.1,5.8,14.7
all_households,second_quintile,1981,7.4,4.4,11.9,5.5,14.7
all_households,second_quintile,1982,7.2,4.1,11.3,5.4,14.7
all_households,second_quintile,1983,7.1,3.9,11.0,5.3,14.4
all_households,second_quintile,1984,7.4,4.2,11.3,5.4,14.7
all_households,second_quintile,1985,7.4,4.1,11.2,5.3,14.7
all_households,second_quintile,1986,7.0,3.8,10.9,4.9,14.4
all_households,second_quintile,1987,6.6,3.1,10.6,5.2,14.8
all_households,second_quintile,1988,6.6,3.0,10.7,5.1,14.9
all_households,second_quintile,1989,6.5,2.9,10.8,5.0,14.6
all_households,second_quintile,1990,7.0,3.4,11.0,5.1,14.7
all_households,second_quintile,1991,6.8,3.1,10.6,4.9,14.8
all_households,second_quintile,1992,6.4,2.6,10.3,4.7,15.2
all_households,second_quintile,1993,6.2,2.5,10.1,4.6,15.0
all_households,second_quintile,1994,6.0,2.0,9.9,4.5,15.2
all_households,second_quintile,1995,6.0,2.0,10.2,4.4,15.2
all_households,second_quintile,1996,5.7,1.8,10.3,4.2,15.5
all_households,second_quintile,1997,5.7,1.9,10.3,4.0,15.1
all_households,second_quintile,1998,5.4,1.4,10.2,3.9,14.9
all_households,second_quintile,1999,5.3,1.3,10.3,4.0,14.7
all_households,second_quintile,2000,5.2,1.3,10.2,4.0,14.7
all_households,second_quintile,2001,5.0,0.4,9.9,3.9,14.9
all_households,second_quintile,2002,5.0,0.0,9.9,3.8,15.5
all_households,second_quintile,2003,4.7,-0.9,9.7,3.7,15.0
all_households,second_quintile,2004,4.6,-0.7,9.7,3.4,14.8
all_households,second_quintile,2005,4.4,-0.7,9.8,3.3,14.7
all_households,second_quintile,2006,4.3,-0.6,9.9,3.2,14.7
all_households,second_quintile,2007,4.6,-0.2,10.3,3.5,14.1
all_households,second_quintile,2008,3.8,-3.0,9.9,3.5,14.4
all_households,second_quintile,2009,3.8,-3.5,9.6,3.5,15.2
all_households,second_quintile,2010,3.7,-3.0,9.6,3.2,15.1
all_households,second_quintile,2011,3.8,-1.6,9.6,3.2,15.1
all_households,second_quintile,2012,3.5,-1.4,9.3,2.9,14.6
all_households,second_quintile,2013,3.9,-1.2,9.3,3.1,14.5
all_households,second_quintile,2014,3.7,-1.4,9.4,3.0,14.3
all_households,second_quintile,2015,3.8,-1.1,9.5,3.0,14.3
all_households,second_quintile,2016,4.0,-1.0,9.7,3.1,14.5
all_households,second_quintile,2017,3.9,-0.8,9.4,3.1,14.3
all_households,middle_quintile,1979,13.6,10.7,19.8,9.5,18.2
all_households,middle_quintile,1980,13.6,10.7,19.5,9.7,18.2
all_households,middle_quintile,1981,13.8,10.9,19.2,9.8,18.5
all_households,middle_quintile,1982,13.8,10.7,18.8,9.9,18.2
all_households,middle_quintile,1983,13.4,10.2,18.2,9.6,17.8
all_households,middle_quintile,1984,13.5,10.1,18.3,9.9,17.5
all_households,middle_quintile,1985,13.4,9.9,18.3,9.6,17.6
all_households,middle_quintile,1986,12.9,9.2,18.1,9.5,17.9
all_households,middle_quintile,1987,12.7,8.7,18.0,10.0,18.2
all_households,middle_quintile,1988,12.5,8.5,17.9,9.6,18.0
all_households,middle_quintile,1989,12.7,8.8,18.1,9.5,18.1
all_households,middle_quintile,1990,12.8,9.0,17.7,9.3,18.0
all_households,middle_quintile,1991,12.9,9.0,17.3,9.9,18.7
all_households,middle_quintile,1992,12.5,8.5,17.3,9.2,18.4
all_households,middle_quintile,1993,12.2,8.2,17.2,8.8,18.2
all_households,middle_quintile,1994,12.2,8.2,17.0,9.0,18.7
all_households,middle_quintile,1995,11.9,7.8,17.0,8.7,18.3
all_households,middle_quintile,1996,11.5,7.4,17.0,8.3,18.6
all_households,middle_quintile,1997,11.3,7.3,17.1,8.0,18.1
all_households,middle_quintile,1998,10.9,6.5,16.9,7.8,18.4
all_households,middle_quintile,1999,10.5,6.1,16.8,7.8,18.2
all_households,middle_quintile,2000,10.2,5.9,16.6,7.6,18.2
all_households,middle_quintile,2001,10.4,5.4,16.4,7.7,18.2
all_households,middle_quintile,2002,10.6,5.4,16.2,7.6,18.6
all_households,middle_quintile,2003,10.3,4.8,16.0,7.0,18.5
all_households,middle_quintile,2004,10.0,4.7,16.2,6.6,18.1
all_households,middle_quintile,2005,9.6,4.4,16.3,6.3,17.7
all_households,middle_quintile,2006,9.5,4.4,16.3,6.3,17.8
all_households,middle_quintile,2007,9.6,4.7,16.4,6.4,18.1
all_households,middle_quintile,2008,9.2,2.3,16.0,6.4,17.9
all_households,middle_quintile,2009,9.6,2.8,15.6,6.4,18.7
all_households,middle_quintile,2010,9.2,3.0,15.5,6.0,18.3
all_households,middle_quintile,2011,9.2,4.3,15.4,6.1,18.4
all_households,middle_quintile,2012,8.7,4.0,15.3,5.5,18.2
all_households,middle_quintile,2013,9.2,4.2,15.5,5.9,18.2
all_households,middle_quintile,2014,8.9,3.8,15.5,5.7,18.1
all_households,middle_quintile,2015,9.0,4.1,15.5,5.8,18.3
all_households,middle_quintile,2016,9.1,4.2,15.5,5.8,18.0
all_households,middle_quintile,2017,9.0,4.2,15.5,5.9,18.1
all_households,fourth_quintile,1979,21.6,20.2,27.3,14.5,21.7
all_households,fourth_quintile,1980,21.8,20.3,27.3,15.0,21.7
all_households,fourth_quintile,1981,22.2,20.5,27.0,15.3,21.7
all_households,fourth_quintile,1982,22.3,20.2,26.6,15.5,22.3
all_households,fourth_quintile,1983,22.1,19.8,26.7,15.6,22.1
all_households,fourth_quintile,1984,21.8,19.4,26.6,15.7,21.9
all_households,fourth_quintile,1985,21.6,18.9,26.5,15.3,21.7
all_households,fourth_quintile,1986,21.0,17.9,26.6,14.7,21.2
all_households,fourth_quintile,1987,21.0,17.6,26.9,15.8,21.8
all_households,fourth_quintile,1988,20.8,17.2,26.9,14.8,22.1
all_households,fourth_quintile,1989,21.0,17.8,26.7,15.0,22.5
all_households,fourth_quintile,1990,21.1,17.8,26.5,15.1,22.4
all_households,fourth_quintile,1991,21.0,17.9,25.8,15.2,22.2
all_households,fourth_quintile,1992,20.5,17.1,25.9,14.6,22.2
all_households,fourth_quintile,1993,20.2,16.8,25.8,14.2,21.6
all_households,fourth_quintile,1994,20.3,17.0,25.8,14.1,22.1
all_households,fourth_quintile,1995,19.8,16.3,25.6,13.9,22.1
all_households,fourth_quintile,1996,19.3,15.7,25.6,13.6,21.7
all_households,fourth_quintile,1997,18.7,15.0,25.3,13.1,21.3
all_households,fourth_quintile,1998,18.6,14.7,25.5,12.9,21.4
all_households,fourth_quintile,1999,18.1,14.0,25.2,12.6,21.4
all_households,fourth_quintile,2000,17.8,13.6,25.2,12.5,21.8
all_households,fourth_quintile,2001,18.8,14.3,25.1,12.8,22.4
all_households,fourth_quintile,2002,19.0,14.7,24.8,12.5,22.1
all_households,fourth_quintile,2003,18.9,14.5,24.9,11.5,21.8
all_households,fourth_quintile,2004,18.2,13.7,25.0,10.9,22.1
all_households,fourth_quintile,2005,17.4,13.0,25.1,10.7,21.6
all_households,fourth_quintile,2006,17.2,12.8,25.0,10.7,21.0
all_households,fourth_quintile,2007,17.1,12.7,24.6,10.7,21.8
all_households,fourth_quintile,2008,17.6,12.2,24.5,10.6,20.5
all_households,fourth_quintile,2009,18.5,13.6,24.2,11.2,20.9
all_households,fourth_quintile,2010,17.9,13.3,24.2,10.2,20.3
all_households,fourth_quintile,2011,17.9,14.4,24.2,10.5,20.5
all_households,fourth_quintile,2012,17.0,13.3,24.2,9.6,20.6
all_households,fourth_quintile,2013,17.4,13.4,24.1,10.6,20.5
all_households,fourth_quintile,2014,17.1,13.0,24.3,10.2,21.4
all_households,fourth_quintile,2015,17.2,13.2,24.3,10.3,21.5
all_households,fourth_quintile,2016,17.5,13.7,24.3,10.1,21.4
all_households,fourth_quintile,2017,17.4,13.3,24.3,10.3,21.7
all_households,highest_quintile,1979,55.1,65.0,36.1,67.3,34.6
all_households,highest_quintile,1980,55.3,64.7,36.9,67.0,34.9
all_households,highest_quintile,1981,54.5,64.0,37.6,66.7,34.6
all_households,highest_quintile,1982,54.5,64.8,39.1,66.4,34.6
all_households,highest_quintile,1983,55.0,65.9,39.9,66.8,34.2
all_households,highest_quintile,1984,54.6,66.0,39.4,65.9,33.5
all_households,highest_quintile,1985,55.1,66.8,39.8,67.2,34.2
all_households,highest_quintile,1986,56.9,68.9,40.2,68.5,35.8
all_households,highest_quintile,1987,57.6,70.8,40.9,66.3,34.5
all_households,highest_quintile,1988,58.3,71.8,40.6,67.9,34.9
all_households,highest_quintile,1989,57.8,71.3,40.4,67.7,34.7
all_households,highest_quintile,1990,57.0,70.3,40.6,67.6,33.9
all_households,highest_quintile,1991,57.2,70.8,42.1,66.7,33.3
all_households,highest_quintile,1992,58.7,72.9,42.4,68.6,33.3
all_households,highest_quintile,1993,59.5,73.7,42.8,69.6,33.6
all_households,highest_quintile,1994,60.0,74.7,43.3,69.6,32.5
all_households,highest_quintile,1995,60.8,76.0,42.8,70.1,33.0
all_households,highest_quintile,1996,62.2,77.4,42.7,71.4,33.0
all_households,highest_quintile,1997,63.0,77.9,42.8,72.6,33.8
all_households,highest_quintile,1998,63.8,79.6,42.7,73.0,33.9
all_households,highest_quintile,1999,64.7,80.5,43.1,73.4,34.3
all_households,highest_quintile,2000,65.6,81.1,43.4,73.7,34.1
all_households,highest_quintile,2001,64.5,82.3,44.1,73.0,32.8
all_households,highest_quintile,2002,64.1,82.6,44.6,72.7,31.6
all_households,highest_quintile,2003,64.8,84.8,45.0,75.2,32.3
all_households,highest_quintile,2004,66.0,85.3,44.6,76.7,34.4
all_households,highest_quintile,2005,67.4,86.3,44.1,77.4,34.0
all_households,highest_quintile,2006,67.8,86.3,43.9,77.5,33.6
all_households,highest_quintile,2007,67.5,85.9,43.4,77.0,33.9
all_households,highest_quintile,2008,69.0,94.4,44.4,76.1,33.8
all_households,highest_quintile,2009,67.8,93.9,45.7,75.1,31.7
all_households,highest_quintile,2010,68.9,92.9,45.7,77.5,31.8
all_households,highest_quintile,2011,68.6,87.8,45.8,76.9,31.5
all_households,highest_quintile,2012,70.4,88.3,46.3,79.5,33.1
all_households,highest_quintile,2013,68.8,87.8,46.2,77.3,32.8
all_households,highest_quintile,2014,69.8,88.6,46.0,78.3,33.4
all_households,highest_quintile,2015,69.5,88.1,45.9,78.2,33.4
all_households,highest_quintile,2016,68.9,87.3,45.7,78.2,33.7
all_households,highest_quintile,2017,69.2,87.1,46.1,77.8,34.0
all_households,percentiles_81_90,1979,16.1,16.8,17.3,11.9,13.5
all_households,percentiles_81_90,1980,16.5,17.0,17.6,12.2,13.5
all_households,percentiles_81_90,1981,16.8,17.4,17.7,12.1,13.7
all_households,percentiles_81_90,1982,17.0,17.3,17.8,12.4,14.0
all_households,percentiles_81_90,1983,16.8,16.9,18.2,12.1,13.7
all_households,percentiles_81_90,1984,16.5,16.4,18.1,12.0,13.2
all_households,percentiles_81_90,1985,16.5,16.4,18.1,11.6,13.1
all_households,percentiles_81_90,1986,16.1,15.5,18.4,11.2,13.1
all_households,percentiles_81_90,1987,16.4,16.1,18.6,11.9,13.3
all_households,percentiles_81_90,1988,16.1,15.5,18.4,11.5,13.5
all_households,percentiles_81_90,1989,16.3,16.0,18.2,11.8,14.0
all_households,percentiles_81_90,1990,16.3,16.0,18.1,11.6,13.6
all_households,percentiles_81_90,1991,16.3,16.2,17.9,11.8,13.2
all_households,percentiles_81_90,1992,16.1,15.6,18.2,11.2,13.3
all_households,percentiles_81_90,1993,15.8,15.3,18.1,11.2,13.0
all_households,percentiles_81_90,1994,15.8,15.6,17.9,10.9,12.9
all_households,percentiles_81_90,1995,15.6,15.3,17.7,11.4,13.3
all_households,percentiles_81_90,1996,15.3,14.6,17.7,11.2,13.1
all_households,percentiles_81_90,1997,15.2,14.4,17.9,11.0,13.2
all_households,percentiles_81_90,1998,15.1,14.3,17.9,10.5,13.5
all_households,percentiles_81_90,1999,14.8,13.8,17.8,10.4,13.4
all_households,percentiles_81_90,2000,14.6,13.6,17.7,10.4,13.5
all_households,percentiles_81_90,2001,15.5,14.6,18.0,10.0,13.1
all_households,percentiles_81_90,2002,15.8,15.2,18.0,10.0,12.6
all_households,percentiles_81_90,2003,15.7,15.2,18.2,9.4,12.9
all_households,percentiles_81_90,2004,15.1,14.4,18.0,9.0,13.2
all_households,percentiles_81_90,2005,14.4,13.5,18.0,8.9,12.7
all_households,percentiles_81_90,2006,14.3,13.4,17.9,9.2,12.7
all_households,percentiles_81_90,2007,14.3,13.2,17.7,9.0,13.3
all_households,percentiles_81_90,2008,15.2,14.4,17.7,8.8,12.5
all_households,percentiles_81_90,2009,16.2,15.8,18.0,9.4,12.3
all_households,percentiles_81_90,2010,15.7,15.3,18.1,8.7,11.9
all_households,percentiles_81_90,2011,15.5,15.4,17.9,8.8,12.1
all_households,percentiles_81_90,2012,14.8,14.3,18.1,8.2,12.4
all_households,percentiles_81_90,2013,15.2,14.6,18.0,9.5,12.5
all_households,percentiles_81_90,2014,14.8,13.9,18.0,9.2,13.0
all_households,percentiles_81_90,2015,14.9,14.2,17.9,9.1,13.2
all_households,percentiles_81_90,2016,15.2,14.6,17.9,9.2,13.1
all_households,percentiles_81_90,2017,15.1,14.1,18.0,9.3,13.4
all_households,percentiles_91_95,1979,11.1,12.6,10.2,9.1,8.2
all_households,percentiles_91_95,1980,11.4,12.7,10.1,9.9,8.3
all_households,percentiles_91_95,1981,11.5,12.8,10.3,9.5,8.3
all_households,percentiles_91_95,1982,11.5,12.6,10.8,8.9,8.2
all_households,percentiles_91_95,1983,11.3,12.4,10.7,9.3,7.8
all_households,percentiles_91_95,1984,11.1,12.2,10.6,9.1,7.8
all_households,percentiles_91_95,1985,11.2,12.2,10.7,9.1,7.9
all_households,percentiles_91_95,1986,11.0,11.8,10.9,8.6,8.0
all_households,percentiles_91_95,1987,11.4,12.6,11.0,9.1,8.2
all_households,percentiles_91_95,1988,11.0,11.9,11.0,8.6,8.1
all_households,percentiles_91_95,1989,11.3,12.3,10.8,9.1,8.1
all_households,percentiles_91_95,1990,11.2,12.2,10.8,9.4,8.1
all_households,percentiles_91_95,1991,11.4,12.5,11.1,9.3,7.8
all_households,percentiles_91_95,1992,11.3,12.3,11.1,9.3,7.8
all_households,percentiles_91_95,1993,11.3,12.1,11.2,9.6,8.0
all_households,percentiles_91_95,1994,11.3,12.4,11.2,8.9,7.9
all_households,percentiles_91_95,1995,11.3,12.2,11.3,9.1,7.8
all_households,percentiles_91_95,1996,11.1,11.9,11.1,9.2,7.7
all_households,percentiles_91_95,1997,11.1,11.8,11.1,9.2,8.0
all_households,percentiles_91_95,1998,11.1,11.9,11.0,8.9,8.0
all_households,percentiles_91_95,1999,10.9,11.7,11.0,8.8,7.9
all_households,percentiles_91_95,2000,10.9,11.4,11.1,8.6,8.0
all_households,percentiles_91_95,2001,11.5,12.5,11.4,8.2,7.7
all_households,percentiles_91_95,2002,11.7,12.8,11.4,8.1,7.5
all_households,percentiles_91_95,2003,11.6,13.0,11.6,7.6,7.4
all_households,percentiles_91_95,2004,11.2,12.3,11.6,7.6,7.7
all_households,percentiles_91_95,2005,10.9,11.9,11.5,7.8,7.5
all_households,percentiles_91_95,2006,10.8,11.8,11.3,7.9,7.5
all_households,percentiles_91_95,2007,10.7,11.5,11.1,7.9,7.8
all_households,percentiles_91_95,2008,11.8,13.5,11.5,7.4,7.6
all_households,percentiles_91_95,2009,12.3,14.3,11.7,7.5,7.4
all_households,percentiles_91_95,2010,11.9,13.8,11.7,7.1,7.1
all_households,percentiles_91_95,2011,11.9,13.5,11.8,7.3,7.3
all_households,percentiles_91_95,2012,11.5,12.7,11.9,6.9,7.5
all_households,percentiles_91_95,2013,11.5,12.5,11.8,8.0,7.4
all_households,percentiles_91_95,2014,11.4,12.3,11.8,8.0,7.9
all_households,percentiles_91_95,2015,11.5,12.4,11.8,7.9,7.9
all_households,percentiles_91_95,2016,11.7,12.7,11.8,8.0,8.0
all_households,percentiles_91_95,2017,11.6,12.3,11.8,8.1,8.1
all_households,percentiles_96_99,1979,13.9,17.3,7.3,17.4,8.6
all_households,percentiles_96_99,1980,14.2,17.6,7.8,17.4,8.8
all_households,percentiles_96_99,1981,14.1,17.5,8.0,17.3,8.4
all_households,percentiles_96_99,1982,13.7,17.4,8.6,15.5,8.2
all_households,percentiles_96_99,1983,13.6,17.1,9.0,16.0,8.0
all_households,percentiles_96_99,1984,13.2,16.8,8.8,15.0,7.9
all_households,percentiles_96_99,1985,13.4,17.1,8.9,15.4,8.1
all_households,percentiles_96_99,1986,13.6,17.1,9.0,15.1,8.7
all_households,percentiles_96_99,1987,14.5,18.7,9.2,16.6,8.2
all_households,percentiles_96_99,1988,14.0,17.9,9.1,15.8,8.2
all_households,percentiles_96_99,1989,14.3,18.6,9.2,16.1,8.1
all_households,percentiles_96_99,1990,14.2,18.3,9.3,15.9,8.0
all_households,percentiles_96_99,1991,14.5,18.6,10.2,16.0,8.0
all_households,percentiles_96_99,1992,14.7,18.7,10.3,16.2,8.1
all_households,percentiles_96_99,1993,14.8,18.7,10.6,16.2,8.3
all_households,percentiles_96_99,1994,14.8,19.0,10.5,15.7,7.8
all_households,percentiles_96_99,1995,15.0,19.4,10.3,16.2,7.8
all_households,percentiles_96_99,1996,15.1,19.4,10.2,16.0,7.9
all_households,percentiles_96_99,1997,15.3,19.4,10.1,16.3,8.1
all_households,percentiles_96_99,1998,15.4,19.8,10.0,15.8,8.0
all_households,percentiles_96_99,1999,15.7,19.9,10.3,16.1,8.5
all_households,percentiles_96_99,2000,15.6,19.6,10.4,15.7,8.2
all_households,percentiles_96_99,2001,15.8,20.8,10.6,15.0,7.9
all_households,percentiles_96_99,2002,16.1,21.5,11.2,14.6,7.5
all_households,percentiles_96_99,2003,16.0,22.0,11.2,14.7,7.6
all_households,percentiles_96_99,2004,16.0,21.7,11.0,14.5,8.2
all_households,percentiles_96_99,2005,16.2,21.9,10.7,15.2,8.0
all_households,percentiles_96_99,2006,16.2,21.8,10.7,15.1,8.0
all_households,percentiles_96_99,2007,16.1,21.5,10.4,14.9,8.1
all_households,percentiles_96_99,2008,17.1,24.7,11.0,13.5,8.1
all_households,percentiles_96_99,2009,17.3,25.2,11.7,13.4,7.6
all_households,percentiles_96_99,2010,17.2,24.6,11.7,12.7,7.5
all_households,percentiles_96_99,2011,17.3,23.6,11.7,13.0,7.5
all_households,percentiles_96_99,2012,17.2,22.9,11.7,12.9,7.9
all_households,percentiles_96_99,2013,16.9,22.4,11.6,15.1,7.7
all_households,percentiles_96_99,2014,17.0,22.3,11.6,15.3,8.1
all_households,percentiles_96_99,2015,16.9,22.3,11.4,14.8,8.0
all_households,percentiles_96_99,2016,17.0,22.6,11.4,14.9,8.0
all_households,percentiles_96_99,2017,17.1,22.1,11.5,15.4,8.0
all_households,top_1_percent,1979,14.1,18.4,1.3,29.1,4.3
all_households,top_1_percent,1980,13.2,17.4,1.4,27.5,4.3
all_households,top_1_percent,1981,12.1,16.3,1.6,27.8,4.2
all_households,top_1_percent,1982,12.2,17.6,2.0,29.6,4.1
all_households,top_1_percent,1983,13.3,19.6,2.1,29.4,4.7
all_households,top_1_percent,1984,13.8,20.5,2.0,29.9,4.7
all_households,top_1_percent,1985,14.0,21.1,2.0,31.1,5.0
all_households,top_1_percent,1986,16.2,24.5,1.9,33.6,6.0
all_households,top_1_percent,1987,15.3,23.4,2.2,28.6,4.7
all_households,top_1_percent,1988,17.2,26.5,2.2,32.1,5.2
all_households,top_1_percent,1989,15.9,24.4,2.2,30.7,4.5
all_households,top_1_percent,1990,15.4,23.8,2.3,30.8,4.3
all_households,top_1_percent,1991,14.9,23.4,2.9,29.6,4.2
all_households,top_1_percent,1992,16.6,26.3,2.8,31.9,4.1
all_households,top_1_percent,1993,17.6,27.6,2.9,32.7,4.3
all_households,top_1_percent,1994,18.1,27.8,3.7,34.1,3.9
all_households,top_1_percent,1995,18.9,29.1,3.5,33.4,4.1
all_households,top_1_percent,1996,20.7,31.5,3.7,35.0,4.2
all_households,top_1_percent,1997,21.5,32.3,3.8,36.0,4.4
all_households,top_1_percent,1998,22.2,33.5,3.8,37.8,4.4
all_households,top_1_percent,1999,23.3,35.1,4.0,38.0,4.6
all_households,top_1_percent,2000,24.5,36.5,4.3,39.0,4.5
all_households,top_1_percent,2001,21.7,34.4,4.1,39.8,4.1
all_households,top_1_percent,2002,20.5,33.1,4.0,40.0,4.0
all_households,top_1_percent,2003,21.4,34.7,4.0,43.5,4.5
all_households,top_1_percent,2004,23.7,36.8,4.0,45.5,5.3
all_households,top_1_percent,2005,25.9,39.0,4.0,45.5,5.8
all_households,top_1_percent,2006,26.5,39.3,4.0,45.3,5.3
all_households,top_1_percent,2007,26.4,39.6,4.1,45.1,4.7
all_households,top_1_percent,2008,24.8,41.8,4.2,46.4,5.6
all_households,top_1_percent,2009,22.0,38.7,4.2,44.8,4.4
all_households,top_1_percent,2010,24.1,39.1,4.2,48.9,5.3
all_households,top_1_percent,2011,24.0,35.4,4.5,47.8,4.7
all_households,top_1_percent,2012,26.9,38.4,4.6,51.5,5.2
all_households,top_1_percent,2013,25.1,38.2,4.7,44.7,5.1
all_households,top_1_percent,2014,26.6,40.1,4.6,45.8,4.4
all_households,top_1_percent,2015,26.2,39.4,4.8,46.4,4.2
all_households,top_1_percent,2016,25.0,37.5,4.7,46.0,4.6
all_households,top_1_percent,2017,25.3,38.6,4.8,45.0,4.6
hh_with_children,all_quintiles,1979,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1980,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1981,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1982,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1983,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1984,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1985,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1986,100.0,100.0,100.0,100.0,100.0
