household_type,income_group,year,federal_taxes,individual_income_tax,payroll_taxes,corporate_income_tax,excise_taxes
all_households,middle_quintile,1980,10800.0,4600.0,4800.0,900.0,500.0
all_households,middle_quintile,1981,11100.0,4800.0,5100.0,700.0,500.0
all_households,middle_quintile,1982,10100.0,4300.0,5000.0,400.0,500.0
all_households,middle_quintile,1983,9500.0,3700.0,4800.0,500.0,600.0
all_households,middle_quintile,1984,10500.0,3900.0,5300.0,700.0,600.0
all_households,middle_quintile,1985,10600.0,3900.0,5500.0,600.0,600.0
all_households,middle_quintile,1986,10800.0,3900.0,5600.0,600.0,600.0
all_households,middle_quintile,1987,10400.0,3400.0,5500.0,800.0,600.0
all_households,middle_quintile,1988,10700.0,3500.0,5800.0,800.0,600.0
all_households,middle_quintile,1989,10800.0,3600.0,5900.0,800.0,600.0
all_households,middle_quintile,1990,10800.0,3600.0,5900.0,700.0,600.0
all_households,middle_quintile,1991,10500.0,3400.0,5700.0,700.0,700.0
all_households,middle_quintile,1992,10300.0,3200.0,5600.0,700.0,700.0
all_households,middle_quintile,1993,10300.0,3200.0,5600.0,800.0,700.0
all_households,middle_quintile,1994,10400.0,3100.0,5700.0,800.0,800.0
all_households,middle_quintile,1995,10800.0,3200.0,5900.0,900.0,800.0
all_households,middle_quintile,1996,11000.0,3300.0,6000.0,900.0,700.0
all_households,middle_quintile,1997,11300.0,3500.0,6200.0,900.0,700.0
all_households,middle_quintile,1998,11400.0,3300.0,6400.0,900.0,700.0
all_households,middle_quintile,1999,11800.0,3400.0,6700.0,900.0,800.0
all_households,middle_quintile,2000,11700.0,3500.0,6600.0,900.0,800.0
all_households,middle_quintile,2001,10700.0,2700.0,6600.0,600.0,700.0
all_households,middle_quintile,2002,10100.0,2500.0,6400.0,500.0,700.0
all_households,middle_quintile,2003,9600.0,2000.0,6200.0,700.0,700.0
all_households,middle_quintile,2004,10000.0,2100.0,6400.0,800.0,700.0
all_households,middle_quintile,2005,10400.0,2100.0,6500.0,1000.0,700.0
all_households,middle_quintile,2006,10500.0,2200.0,6500.0,1100.0,600.0
all_households,middle_quintile,2007,10900.0,2500.0,6900.0,1000.0,600.0
all_households,middle_quintile,2008,8800.0,1100.0,6600.0,600.0,600.0
all_households,middle_quintile,2009,8400.0,1100.0,6300.0,400.0,600.0
all_households,middle_quintile,2010,8500.0,1200.0,6200.0,600.0,600.0
all_households,middle_quintile,2011,8200.0,1800.0,5200.0,600.0,600.0
all_households,middle_quintile,2012,8400.0,1900.0,5200.0,600.0,600.0
all_households,middle_quintile,2013,9600.0,2000.0,6200.0,700.0,600.0
all_households,middle_quintile,2014,9800.0,2000.0,6400.0,800.0,700.0
all_households,middle_quintile,2015,10400.0,2200.0,6700.0,800.0,700.0
all_households,middle_quintile,2016,10400.0,2200.0,6800.0,700.0,700.0
all_households,middle_quintile,2017,10600.0,2400.0,6900.0,600.0,700.0
all_households,fourth_quintile,1979,16900.0,7900.0,6500.0,1700.0,700.0
all_households,fourth_quintile,1980,16400.0,8100.0,6300.0,1400.0,600.0
all_households,fourth_quintile,1981,16900.0,8400.0,6800.0,1100.0,600.0
all_households,fourth_quintile,1982,15500.0,7500.0,6700.0,700.0,600.0
all_households,fourth_quintile,1983,15100.0,6800.0,6700.0,900.0,700.0
all_households,fourth_quintile,1984,16000.0,7000.0,7200.0,1100.0,800.0
all_households,fourth_quintile,1985,16200.0,7000.0,7500.0,1000.0,700.0
all_households,fourth_quintile,1986,16800.0,7200.0,7800.0,1000.0,700.0
all_households,fourth_quintile,1987,16800.0,6800.0,7900.0,1400.0,800.0
all_households,fourth_quintile,1988,17300.0,6900.0,8300.0,1400.0,800.0
all_households,fourth_quintile,1989,17400.0,7000.0,8300.0,1300.0,700.0
all_households,fourth_quintile,1990,17300.0,6900.0,8400.0,1200.0,700.0
all_households,fourth_quintile,1991,16700.0,6600.0,8200.0,1100.0,800.0
all_households,fourth_quintile,1992,16800.0,6500.0,8300.0,1200.0,800.0
all_households,fourth_quintile,1993,16900.0,6400.0,8300.0,1300.0,900.0
all_households,fourth_quintile,1994,17300.0,6500.0,8400.0,1400.0,900.0
all_households,fourth_quintile,1995,17600.0,6600.0,8500.0,1600.0,900.0
all_households,fourth_quintile,1996,18100.0,6900.0,8700.0,1600.0,800.0
all_households,fourth_quintile,1997,18400.0,7100.0,8900.0,1600.0,800.0
all_households,fourth_quintile,1998,19100.0,7400.0,9400.0,1500.0,900.0
all_households,fourth_quintile,1999,19900.0,7700.0,9700.0,1500.0,1000.0
all_households,fourth_quintile,2000,20200.0,8000.0,9800.0,1500.0,900.0
all_households,fourth_quintile,2001,18600.0,6900.0,9800.0,1000.0,900.0
all_households,fourth_quintile,2002,17400.0,6400.0,9300.0,900.0,900.0
all_households,fourth_quintile,2003,16900.0,5500.0,9400.0,1100.0,900.0
all_households,fourth_quintile,2004,17600.0,5800.0,9600.0,1400.0,900.0
all_households,fourth_quintile,2005,18300.0,6000.0,9700.0,1800.0,800.0
all_households,fourth_quintile,2006,18600.0,6100.0,9800.0,1900.0,800.0
all_households,fourth_quintile,2007,18900.0,6500.0,10000.0,1700.0,700.0
all_households,fourth_quintile,2008,16500.0,4900.0,9900.0,1000.0,700.0
all_households,fourth_quintile,2009,15500.0,4700.0,9400.0,800.0,600.0
all_households,fourth_quintile,2010,15500.0,4900.0,9000.0,1000.0,600.0
all_households,fourth_quintile,2011,15500.0,5800.0,8000.0,1000.0,700.0
all_households,fourth_quintile,2012,15900.0,6000.0,8000.0,1100.0,700.0
all_households,fourth_quintile,2013,17800.0,6400.0,9500.0,1300.0,700.0
all_households,fourth_quintile,2014,18600.0,6600.0,9800.0,1400.0,800.0
all_households,fourth_quintile,2015,19400.0,7000.0,10100.0,1300.0,900.0
all_households,fourth_quintile,2016,19200.0,7100.0,10100.0,1200.0,800.0
all_households,fourth_quintile,2017,19600.0,7500.0,10300.0,1000.0,800.0
all_households,highest_quintile,1979,40000.0,23400.0,7900.0,7600.0,1100.0
all_households,highest_quintile,1980,38300.0,23600.0,7800.0,6000.0,900.0
all_households,highest_quintile,1981,37400.0,23500.0,8300.0,4700.0,800.0
all_households,highest_quintile,1982,34000.0,21700.0,8600.0,2900.0,800.0
all_households,highest_quintile,1983,34400.0,20700.0,8900.0,3800.0,1000.0
all_households,highest_quintile,1984,37600.0,22100.0,9800.0,4600.0,1100.0
all_households,highest_quintile,1985,38000.0,22500.0,10100.0,4300.0,1100.0
all_households,highest_quintile,1986,42400.0,25600.0,10800.0,4800.0,1200.0
all_households,highest_quintile,1987,44000.0,25700.0,11300.0,5800.0,1200.0
all_households,highest_quintile,1988,46700.0,27600.0,11800.0,6100.0,1200.0
all_households,highest_quintile,1989,45700.0,27000.0,11800.0,5900.0,1100.0
all_households,highest_quintile,1990,44300.0,25800.0,11900.0,5500.0,1100.0
all_households,highest_quintile,1991,43300.0,24800.0,12400.0,4900.0,1200.0
all_households,highest_quintile,1992,45500.0,26200.0,12500.0,5500.0,1200.0
all_households,highest_quintile,1993,47400.0,26900.0,12700.0,6500.0,1300.0
all_households,highest_quintile,1994,49700.0,27900.0,13500.0,7000.0,1300.0
all_households,highest_quintile,1995,52900.0,30200.0,13600.0,7800.0,1300.0
all_households,highest_quintile,1996,56300.0,33000.0,13700.0,8300.0,1200.0
all_households,highest_quintile,1997,60000.0,35800.0,14100.0,8800.0,1300.0
all_households,highest_quintile,1998,63600.0,38900.0,14900.0,8500.0,1300.0
all_households,highest_quintile,1999,69000.0,43000.0,15700.0,8800.0,1500.0
all_households,highest_quintile,2000,72300.0,46100.0,16100.0,8700.0,1400.0
all_households,highest_quintile,2001,62900.0,39100.0,16500.0,6000.0,1300.0
all_households,highest_quintile,2002,58100.0,35400.0,16200.0,5300.0,1200.0
all_households,highest_quintile,2003,57800.0,32600.0,16500.0,7500.0,1200.0
all_households,highest_quintile,2004,63700.0,35900.0,16700.0,9800.0,1300.0
all_households,highest_quintile,2005,70400.0,39500.0,16600.0,13000.0,1300.0
all_households,highest_quintile,2006,73500.0,41300.0,16700.0,14300.0,1200.0
all_households,highest_quintile,2007,74000.0,43600.0,16900.0,12400.0,1100.0
all_households,highest_quintile,2008,63900.0,38200.0,17300.0,7400.0,1100.0
all_households,highest_quintile,2009,56200.0,32800.0,17000.0,5400.0,1000.0
all_households,highest_quintile,2010,60900.0,35400.0,16800.0,7800.0,1000.0
all_households,highest_quintile,2011,60700.0,37000.0,15000.0,7700.0,1000.0
all_households,highest_quintile,2012,66800.0,41200.0,15100.0,9400.0,1100.0
all_households,highest_quintile,2013,70300.0,41800.0,17500.0,9700.0,1200.0
all_households,highest_quintile,2014,75600.0,45700.0,17700.0,10900.0,1300.0
all_households,highest_quintile,2015,78100.0,47800.0,18400.0,10500.0,1300.0
all_households,highest_quintile,2016,76500.0,46800.0,18500.0,9900.0,1300.0
all_households,highest_quintile,2017,78800.0,50600.0,19200.0,7800.0,1300.0
all_households,percentiles_81_90,1979,24000.0,12500.0,7900.0,2800.0,900.0
all_households,percentiles_81_90,1980,23700.0,13000.0,7700.0,2200.0,700.0
all_households,percentiles_81_90,1981,23900.0,13300.0,8200.0,1800.0,700.0
all_households,percentiles_81_90,1982,22000.0,12000.0,8200.0,1100.0,700.0
all_households,percentiles_81_90,1983,21600.0,10900.0,8400.0,1400.0,800.0
all_households,percentiles_81_90,1984,23200.0,11300.0,9300.0,1700.0,900.0
all_households,percentiles_81_90,1985,22900.0,11200.0,9300.0,1500.0,900.0
all_households,percentiles_81_90,1986,24300.0,11800.0,10100.0,1600.0,900.0
all_households,percentiles_81_90,1987,25300.0,11800.0,10400.0,2100.0,900.0
all_households,percentiles_81_90,1988,25800.0,11900.0,10900.0,2100.0,900.0
all_households,percentiles_81_90,1989,25900.0,12200.0,10700.0,2100.0,900.0
all_households,percentiles_81_90,1990,25400.0,11800.0,10800.0,1900.0,900.0
all_households,percentiles_81_90,1991,25000.0,11500.0,10800.0,1800.0,900.0
all_households,percentiles_81_90,1992,25000.0,11300.0,10900.0,1900.0,1000.0
all_households,percentiles_81_90,1993,25300.0,11300.0,10900.0,2200.0,1000.0
all_households,percentiles_81_90,1994,26400.0,11700.0,11300.0,2300.0,1100.0
all_households,percentiles_81_90,1995,27300.0,12200.0,11400.0,2600.0,1100.0
all_households,percentiles_81_90,1996,27600.0,12500.0,11400.0,2700.0,1000.0
all_households,percentiles_81_90,1997,28700.0,13200.0,11800.0,2700.0,1000.0
all_households,percentiles_81_90,1998,30100.0,14000.0,12600.0,2500.0,1100.0
all_households,percentiles_81_90,1999,31700.0,14900.0,13200.0,2500.0,1200.0
all_households,percentiles_81_90,2000,32400.0,15500.0,13300.0,2500.0,1100.0
all_households,percentiles_81_90,2001,30400.0,14000.0,13700.0,1700.0,1000.0
all_households,percentiles_81_90,2002,28700.0,13000.0,13200.0,1500.0,1000.0
all_households,percentiles_81_90,2003,28100.0,11700.0,13500.0,1900.0,1000.0
all_households,percentiles_81_90,2004,29200.0,12200.0,13700.0,2300.0,1000.0
all_households,percentiles_81_90,2005,30000.0,12400.0,13600.0,3000.0,1000.0
all_households,percentiles_81_90,2006,30900.0,12900.0,13800.0,3400.0,900.0
all_households,percentiles_81_90,2007,30900.0,13300.0,13900.0,2900.0,900.0
all_households,percentiles_81_90,2008,28100.0,11600.0,14000.0,1700.0,800.0
all_households,percentiles_81_90,2009,26600.0,11000.0,13600.0,1300.0,700.0
all_households,percentiles_81_90,2010,27400.0,11600.0,13400.0,1700.0,700.0
all_households,percentiles_81_90,2011,27100.0,12900.0,11700.0,1800.0,800.0
all_households,percentiles_81_90,2012,27800.0,13200.0,11800.0,1900.0,900.0
all_households,percentiles_81_90,2013,30500.0,13700.0,13600.0,2400.0,900.0
all_households,percentiles_81_90,2014,31600.0,14200.0,13900.0,2500.0,1000.0
all_households,percentiles_81_90,2015,32800.0,15100.0,14300.0,2400.0,1000.0
all_households,percentiles_81_90,2016,33100.0,15400.0,14500.0,2300.0,1000.0
all_households,percentiles_81_90,2017,33900.0,16100.0,15000.0,1800.0,1000.0
all_households,percentiles_91_95,1979,31400.0,17700.0,8500.0,4200.0,1000.0
all_households,percentiles_91_95,1980,30900.0,18300.0,8200.0,3600.0,900.0
all_households,percentiles_91_95,1981,31000.0,18600.0,8900.0,2800.0,800.0
all_households,percentiles_91_95,1982,28000.0,16500.0,9100.0,1600.0,800.0
all_households,percentiles_91_95,1983,27700.0,15300.0,9300.0,2200.0,900.0
all_households,percentiles_91_95,1984,30300.0,16300.0,10300.0,2700.0,1100.0
all_households,percentiles_91_95,1985,30500.0,16400.0,10700.0,2300.0,1000.0
all_households,percentiles_91_95,1986,32100.0,17200.0,11400.0,2500.0,1000.0
all_households,percentiles_91_95,1987,34500.0,18200.0,12000.0,3200.0,1100.0
all_households,percentiles_91_95,1988,35000.0,18200.0,12500.0,3200.0,1100.0
all_households,percentiles_91_95,1989,35300.0,18500.0,12400.0,3300.0,1000.0
all_households,percentiles_91_95,1990,34500.0,17800.0,12600.0,3200.0,1000.0
all_households,percentiles_91_95,1991,34000.0,17300.0,12900.0,2700.0,1100.0
all_households,percentiles_91_95,1992,34700.0,17500.0,12900.0,3100.0,1100.0
all_households,percentiles_91_95,1993,35200.0,17400.0,13100.0,3600.0,1200.0
all_households,percentiles_91_95,1994,37000.0,18300.0,13600.0,3700.0,1300.0
all_households,percentiles_91_95,1995,38200.0,18900.0,13900.0,4100.0,1300.0
all_households,percentiles_91_95,1996,39700.0,20100.0,14100.0,4400.0,1200.0
all_households,percentiles_91_95,1997,41400.0,21400.0,14300.0,4500.0,1200.0
all_households,percentiles_91_95,1998,43100.0,22800.0,14900.0,4100.0,1200.0
all_households,percentiles_91_95,1999,45700.0,24400.0,15600.0,4300.0,1400.0
all_households,percentiles_91_95,2000,46800.0,25400.0,16100.0,4000.0,1300.0
all_households,percentiles_91_95,2001,43600.0,23200.0,16600.0,2600.0,1200.0
all_households,percentiles_91_95,2002,41600.0,21700.0,16400.0,2300.0,1100.0
all_households,percentiles_91_95,2003,40400.0,19500.0,16700.0,3100.0,1100.0
all_households,percentiles_91_95,2004,42100.0,20300.0,16700.0,3900.0,1200.0
all_households,percentiles_91_95,2005,44200.0,21200.0,16700.0,5100.0,1100.0
all_households,percentiles_91_95,2006,45600.0,22000.0,16800.0,5800.0,1100.0
all_households,percentiles_91_95,2007,45900.0,23000.0,17000.0,4900.0,1000.0
all_households,percentiles_91_95,2008,42500.0,21300.0,17500.0,2800.0,900.0
all_households,percentiles_91_95,2009,39800.0,19600.0,17100.0,2200.0,900.0
all_households,percentiles_91_95,2010,41300.0,20700.0,16800.0,2800.0,900.0
all_households,percentiles_91_95,2011,41200.0,22300.0,15000.0,2900.0,1000.0
all_households,percentiles_91_95,2012,42400.0,23100.0,15100.0,3200.0,1000.0
all_households,percentiles_91_95,2013,46100.0,23600.0,17500.0,4000.0,1100.0
all_households,percentiles_91_95,2014,48200.0,24900.0,17700.0,4400.0,1200.0
all_households,percentiles_91_95,2015,50200.0,26300.0,18400.0,4200.0,1200.0
all_households,percentiles_91_95,2016,50400.0,26700.0,18500.0,4000.0,1200.0
all_households,percentiles_91_95,2017,51600.0,28100.0,19100.0,3100.0,1200.0
all_households,percentiles_96_99,1979,50000.0,31200.0,7800.0,9700.0,1300.0
all_households,percentiles_96_99,1980,48100.0,31500.0,7800.0,7700.0,1100.0
all_households,percentiles_96_99,1981,46800.0,31500.0,8400.0,6100.0,1000.0
all_households,percentiles_96_99,1982,42200.0,28800.0,9000.0,3300.0,1000.0
all_households,percentiles_96_99,1983,41500.0,26300.0,9600.0,4500.0,1100.0
all_households,percentiles_96_99,1984,45000.0,28000.0,10600.0,5200.0,1300.0
all_households,percentiles_96_99,1985,46000.0,28600.0,11100.0,5000.0,1300.0
all_households,percentiles_96_99,1986,50300.0,31900.0,11700.0,5300.0,1400.0
all_households,percentiles_96_99,1987,55000.0,33800.0,12400.0,7300.0,1400.0
all_households,percentiles_96_99,1988,55400.0,34000.0,13000.0,7100.0,1400.0
all_households,percentiles_96_99,1989,56400.0,34900.0,13100.0,7100.0,1300.0
all_households,percentiles_96_99,1990,54300.0,33200.0,13500.0,6300.0,1300.0
all_households,percentiles_96_99,1991,53800.0,32000.0,14700.0,5800.0,1400.0
all_households,percentiles_96_99,1992,56000.0,33000.0,15100.0,6400.0,1400.0
all_households,percentiles_96_99,1993,58100.0,33500.0,15600.0,7400.0,1500.0
all_households,percentiles_96_99,1994,60300.0,34900.0,16100.0,7700.0,1600.0
all_households,percentiles_96_99,1995,64600.0,38000.0,16100.0,8900.0,1600.0
all_households,percentiles_96_99,1996,67900.0,41000.0,16300.0,9200.0,1500.0
all_households,percentiles_96_99,1997,72600.0,44600.0,16700.0,9800.0,1500.0
all_households,percentiles_96_99,1998,76200.0,48100.0,17400.0,9100.0,1600.0
all_households,percentiles_96_99,1999,82100.0,52500.0,18300.0,9400.0,1900.0
all_households,percentiles_96_99,2000,84000.0,54600.0,18800.0,9000.0,1700.0
all_households,percentiles_96_99,2001,75700.0,48700.0,19400.0,6000.0,1500.0
all_households,percentiles_96_99,2002,71100.0,44800.0,19600.0,5300.0,1400.0
all_households,percentiles_96_99,2003,70400.0,41400.0,20300.0,7200.0,1400.0
all_households,percentiles_96_99,2004,76000.0,45000.0,20200.0,9200.0,1600.0
all_households,percentiles_96_99,2005,83400.0,49400.0,19800.0,12600.0,1500.0
all_households,percentiles_96_99,2006,86100.0,51200.0,19900.0,13600.0,1400.0
all_households,percentiles_96_99,2007,87200.0,53900.0,20200.0,11900.0,1300.0
all_households,percentiles_96_99,2008,78000.0,49300.0,21000.0,6500.0,1300.0
all_households,percentiles_96_99,2009,71000.0,43600.0,21500.0,4800.0,1100.0
all_households,percentiles_96_99,2010,75300.0,46500.0,21200.0,6400.0,1200.0
all_households,percentiles_96_99,2011,75900.0,49200.0,18900.0,6500.0,1200.0
all_households,percentiles_96_99,2012,81400.0,53300.0,19100.0,7600.0,1400.0
all_households,percentiles_96_99,2013,87200.0,53900.0,22300.0,9600.0,1400.0
all_households,percentiles_96_99,2014,91500.0,57100.0,22200.0,10700.0,1600.0
all_households,percentiles_96_99,2015,95300.0,60600.0,22900.0,10100.0,1600.0
all_households,percentiles_96_99,2016,94700.0,60500.0,23200.0,9500.0,1500.0
all_households,percentiles_96_99,2017,98000.0,64500.0,24100.0,7800.0,1600.0
all_households,top_1_percent,1979,194300.0,124200.0,5100.0,62300.0,2700.0
all_households,top_1_percent,1980,175000.0,120000.0,5700.0,47100.0,2200.0
all_households,top_1_percent,1981,159100.0,112900.0,6600.0,37600.0,2000.0
all_households,top_1_percent,1982,148900.0,113200.0,8700.0,25000.0,2000.0
all_households,top_1_percent,1983,164600.0,120000.0,9400.0,32500.0,2700.0
all_households,top_1_percent,1984,181500.0,130400.0,9700.0,38600.0,2800.0
all_households,top_1_percent,1985,191300.0,139500.0,10300.0,38300.0,3200.0
