household_type,income_group,year,all_means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
all_households,second_quintile,1979,30.0,29.6,25.8,34.5,30.5
all_households,second_quintile,1980,33.9,33.9,28.6,38.5,34.5
all_households,second_quintile,1981,33.0,33.0,26.5,35.8,35.3
all_households,second_quintile,1982,34.5,34.8,28.8,39.7,34.9
all_households,second_quintile,1983,34.6,35.6,26.8,41.6,34.7
all_households,second_quintile,1984,34.1,35.3,27.3,36.4,35.2
all_households,second_quintile,1985,34.9,36.6,28.2,37.5,35.3
all_households,second_quintile,1986,34.6,35.6,27.6,39.1,34.6
all_households,second_quintile,1987,32.3,34.9,22.3,40.6,30.0
all_households,second_quintile,1988,33.1,35.0,22.5,42.9,31.0
all_households,second_quintile,1989,34.3,35.8,25.4,39.7,33.7
all_households,second_quintile,1990,34.2,34.8,27.2,38.1,34.6
all_households,second_quintile,1991,33.7,33.7,29.2,35.2,35.2
all_households,second_quintile,1992,35.1,33.9,32.6,34.0,38.8
all_households,second_quintile,1993,34.3,33.1,31.7,33.1,38.1
all_households,second_quintile,1994,33.2,31.7,30.4,32.9,37.1
all_households,second_quintile,1995,32.9,31.4,31.5,32.1,36.6
all_households,second_quintile,1996,35.3,33.3,34.8,33.9,40.1
all_households,second_quintile,1997,36.3,33.2,37.2,34.0,43.9
all_households,second_quintile,1998,35.7,33.2,37.3,34.6,42.1
all_households,second_quintile,1999,35.5,33.4,37.8,34.5,42.1
all_households,second_quintile,2000,34.7,32.4,35.9,34.2,42.7
all_households,second_quintile,2001,33.3,31.4,35.1,33.2,39.5
all_households,second_quintile,2002,32.0,30.4,35.2,30.4,38.8
all_households,second_quintile,2003,30.7,28.9,34.2,28.9,37.8
all_households,second_quintile,2004,29.9,28.2,32.7,27.3,38.4
all_households,second_quintile,2005,31.8,30.3,33.6,30.9,38.8
all_households,second_quintile,2006,30.8,29.5,33.1,31.1,34.6
all_households,second_quintile,2007,30.3,28.9,32.2,30.4,35.1
all_households,second_quintile,2008,30.6,29.2,32.7,30.5,35.3
all_households,second_quintile,2009,29.1,27.5,32.3,28.3,33.5
all_households,second_quintile,2010,29.4,28.1,31.9,28.0,33.3
all_households,second_quintile,2011,30.0,29.0,31.3,29.5,33.1
all_households,second_quintile,2012,29.2,28.2,30.9,27.9,33.2
all_households,second_quintile,2013,29.9,29.1,30.9,29.8,33.0
all_households,second_quintile,2014,29.8,29.0,31.2,28.7,33.9
all_households,second_quintile,2015,30.2,29.4,31.1,29.2,34.9
all_households,second_quintile,2016,29.4,28.5,29.7,28.7,34.4
all_households,second_quintile,2017,29.5,28.7,29.7,27.6,34.4
all_households,middle_quintile,1979,11.3,11.5,7.2,17.7,10.2
all_households,middle_quintile,1980,12.1,12.8,8.1,18.0,11.1
all_households,middle_quintile,1981,12.5,13.5,8.3,18.8,11.5
all_households,middle_quintile,1982,11.8,13.4,5.8,20.2,10.3
all_households,middle_quintile,1983,12.2,13.8,6.4,20.5,10.5
all_households,middle_quintile,1984,12.7,14.2,7.6,20.5,10.8
all_households,middle_quintile,1985,12.4,14.6,5.4,21.7,9.9
all_households,middle_quintile,1986,12.6,14.9,5.8,20.4,10.0
all_households,middle_quintile,1987,12.7,14.6,5.2,22.1,9.7
all_households,middle_quintile,1988,14.1,16.2,5.9,24.3,10.7
all_households,middle_quintile,1989,15.2,17.0,6.0,25.8,12.0
all_households,middle_quintile,1990,16.8,18.7,8.2,26.7,13.8
all_households,middle_quintile,1991,18.4,20.6,9.9,29.1,14.6
all_households,middle_quintile,1992,21.1,22.8,12.0,31.8,17.8
all_households,middle_quintile,1993,21.3,23.1,12.9,30.6,17.9
all_households,middle_quintile,1994,22.2,24.2,12.9,29.7,19.7
all_households,middle_quintile,1995,23.4,24.4,13.6,31.4,21.9
all_households,middle_quintile,1996,23.1,24.0,13.6,29.1,22.3
all_households,middle_quintile,1997,24.4,24.9,15.5,30.2,23.3
all_households,middle_quintile,1998,24.0,24.6,14.9,29.3,22.2
all_households,middle_quintile,1999,24.3,24.9,14.5,30.1,22.1
all_households,middle_quintile,2000,24.6,24.8,14.7,30.8,22.5
all_households,middle_quintile,2001,25.3,25.7,14.4,30.8,23.8
all_households,middle_quintile,2002,26.8,26.9,16.5,33.1,26.3
all_households,middle_quintile,2003,27.4,27.4,15.9,34.9,27.3
all_households,middle_quintile,2004,27.4,27.5,15.5,33.1,29.3
all_households,middle_quintile,2005,25.4,26.0,15.5,29.2,25.8
all_households,middle_quintile,2006,25.0,24.7,14.0,29.4,28.5
all_households,middle_quintile,2007,24.4,24.5,14.6,28.5,26.3
all_households,middle_quintile,2008,25.6,26.0,15.7,29.1,27.6
all_households,middle_quintile,2009,25.7,26.0,16.5,32.3,27.4
all_households,middle_quintile,2010,25.5,25.8,16.9,31.3,27.9
all_households,middle_quintile,2011,25.8,26.6,16.6,30.4,28.4
all_households,middle_quintile,2012,25.8,26.8,15.7,31.5,27.8
all_households,middle_quintile,2013,26.2,26.7,16.7,33.7,28.4
all_households,middle_quintile,2014,25.3,25.3,17.1,33.0,27.3
all_households,middle_quintile,2015,24.0,24.1,16.4,30.5,25.6
all_households,middle_quintile,2016,24.3,24.3,17.2,31.9,24.9
all_households,middle_quintile,2017,24.4,24.4,16.3,32.0,25.6
all_households,fourth_quintile,1979,6.0,6.8,2.7,9.3,5.7
all_households,fourth_quintile,1980,5.7,6.3,2.7,9.4,5.1
all_households,fourth_quintile,1981,5.5,6.5,2.7,10.0,4.5
all_households,fourth_quintile,1982,4.3,5.5,1.5,8.3,3.3
all_households,fourth_quintile,1983,4.3,5.3,1.5,10.2,2.8
all_households,fourth_quintile,1984,4.9,5.6,2.6,9.3,3.5
all_households,fourth_quintile,1985,4.4,5.4,1.3,9.1,3.1
all_households,fourth_quintile,1986,4.8,5.6,1.7,10.9,2.9
all_households,fourth_quintile,1987,4.8,5.9,1.5,9.9,2.8
all_households,fourth_quintile,1988,5.3,6.6,1.9,10.4,3.2
all_households,fourth_quintile,1989,5.6,6.6,1.9,10.7,3.8
all_households,fourth_quintile,1990,5.7,7.2,1.9,11.9,3.0
all_households,fourth_quintile,1991,7.0,8.5,3.0,13.2,4.0
all_households,fourth_quintile,1992,8.0,9.5,3.8,13.8,4.9
all_households,fourth_quintile,1993,8.6,10.1,4.3,14.9,4.9
all_households,fourth_quintile,1994,8.7,10.4,4.1,12.8,6.1
all_households,fourth_quintile,1995,9.7,11.5,4.4,13.4,7.1
all_households,fourth_quintile,1996,9.1,11.2,3.9,13.4,5.2
all_households,fourth_quintile,1997,9.6,11.4,3.9,13.6,5.4
all_households,fourth_quintile,1998,9.5,10.8,3.4,13.1,5.9
all_households,fourth_quintile,1999,9.8,11.4,3.8,12.9,5.1
all_households,fourth_quintile,2000,10.4,11.7,4.4,13.5,5.6
all_households,fourth_quintile,2001,10.7,12.1,3.5,14.4,5.4
all_households,fourth_quintile,2002,12.6,13.7,4.7,16.9,8.1
all_households,fourth_quintile,2003,13.2,14.4,4.4,17.7,8.9
all_households,fourth_quintile,2004,13.9,15.2,4.6,19.7,8.4
all_households,fourth_quintile,2005,12.8,14.1,4.3,18.1,7.9
all_households,fourth_quintile,2006,13.1,14.2,4.2,16.6,11.6
all_households,fourth_quintile,2007,13.5,14.4,4.9,17.4,11.7
all_households,fourth_quintile,2008,12.9,13.9,5.6,16.8,10.5
all_households,fourth_quintile,2009,14.9,16.2,5.9,19.7,13.6
all_households,fourth_quintile,2010,15.2,16.3,7.3,19.1,15.2
all_households,fourth_quintile,2011,13.8,15.2,6.0,18.5,12.8
all_households,fourth_quintile,2012,13.4,14.8,5.4,18.4,12.3
all_households,fourth_quintile,2013,12.9,14.2,5.5,16.1,12.0
all_households,fourth_quintile,2014,13.5,14.0,7.1,20.0,11.7
all_households,fourth_quintile,2015,13.4,14.0,7.1,18.8,11.8
all_households,fourth_quintile,2016,14.1,14.5,7.6,19.5,13.3
all_households,fourth_quintile,2017,13.9,14.3,7.0,20.4,12.8
all_households,highest_quintile,1979,3.5,4.2,1.4,6.2,2.7
all_households,highest_quintile,1980,3.0,3.2,0.9,6.4,2.5
all_households,highest_quintile,1981,3.0,3.7,0.9,7.1,1.9
all_households,highest_quintile,1982,2.6,3.9,0.6,5.6,1.4
all_households,highest_quintile,1983,2.3,2.8,0.5,5.0,1.7
all_households,highest_quintile,1984,2.6,2.7,1.1,6.1,1.8
all_households,highest_quintile,1985,2.6,2.8,0.8,6.2,1.7
all_households,highest_quintile,1986,2.6,3.0,0.8,5.3,1.9
all_households,highest_quintile,1987,2.5,2.6,1.0,5.1,2.0
all_households,highest_quintile,1988,2.8,3.1,0.8,4.6,2.6
all_households,highest_quintile,1989,3.2,3.8,1.0,6.2,1.9
all_households,highest_quintile,1990,3.5,4.1,1.0,7.2,2.3
all_households,highest_quintile,1991,3.5,4.1,1.2,6.2,2.5
all_households,highest_quintile,1992,4.1,4.9,1.5,7.5,2.4
all_households,highest_quintile,1993,4.1,5.2,1.1,8.3,1.8
all_households,highest_quintile,1994,4.5,6.3,1.1,7.0,2.0
all_households,highest_quintile,1995,4.3,5.8,1.4,5.8,2.2
all_households,highest_quintile,1996,4.4,5.9,1.2,5.7,2.2
all_households,highest_quintile,1997,4.3,6.0,0.8,5.9,1.3
all_households,highest_quintile,1998,4.4,5.8,0.9,5.4,1.4
all_households,highest_quintile,1999,4.5,5.3,0.8,6.8,1.5
all_households,highest_quintile,2000,4.9,5.9,1.1,6.0,2.0
all_households,highest_quintile,2001,4.7,5.6,0.8,5.8,1.9
all_households,highest_quintile,2002,5.1,5.9,1.3,6.4,2.0
all_households,highest_quintile,2003,5.1,6.1,0.9,6.8,1.7
all_households,highest_quintile,2004,5.2,5.9,1.1,7.9,2.1
all_households,highest_quintile,2005,5.4,6.4,0.8,7.8,1.8
all_households,highest_quintile,2006,5.5,6.3,1.1,7.4,3.4
all_households,highest_quintile,2007,6.0,6.8,1.3,7.6,4.2
all_households,highest_quintile,2008,5.2,5.9,1.3,7.4,3.3
all_households,highest_quintile,2009,5.9,7.1,1.7,6.6,3.8
all_households,highest_quintile,2010,5.6,6.7,2.1,7.3,3.4
all_households,highest_quintile,2011,4.9,6.0,1.2,6.7,3.0
all_households,highest_quintile,2012,4.9,6.0,1.1,6.8,3.1
all_households,highest_quintile,2013,4.4,5.3,1.3,5.1,3.2
all_households,highest_quintile,2014,5.1,5.8,1.9,6.2,3.7
all_households,highest_quintile,2015,5.3,5.8,2.2,7.1,4.2
all_households,highest_quintile,2016,5.6,6.2,1.9,6.7,4.1
all_households,highest_quintile,2017,5.1,5.6,2.0,6.3,3.7
all_households,percentiles_81_90,1979,2.0,2.3,0.7,3.9,1.6
all_households,percentiles_81_90,1980,1.8,1.9,0.5,3.7,1.5
all_households,percentiles_81_90,1981,1.8,2.2,0.5,4.7,0.9
all_households,percentiles_81_90,1982,1.4,2.0,0.3,3.5,0.7
all_households,percentiles_81_90,1983,1.3,1.7,0.2,2.7,0.9
all_households,percentiles_81_90,1984,1.5,1.6,0.5,3.5,1.1
all_households,percentiles_81_90,1985,1.4,1.5,0.3,3.9,0.8
all_households,percentiles_81_90,1986,1.5,1.8,0.4,3.2,1.0
all_households,percentiles_81_90,1987,1.4,1.4,0.4,2.8,1.1
all_households,percentiles_81_90,1988,1.3,1.7,0.2,2.9,0.8
all_households,percentiles_81_90,1989,1.8,2.3,0.5,3.9,0.9
all_households,percentiles_81_90,1990,1.8,2.3,0.4,4.0,1.0
all_households,percentiles_81_90,1991,1.8,2.3,0.7,3.0,1.3
all_households,percentiles_81_90,1992,2.2,2.7,0.8,4.3,1.2
all_households,percentiles_81_90,1993,2.7,3.4,0.6,5.4,1.1
all_households,percentiles_81_90,1994,2.6,3.6,0.7,4.2,1.1
all_households,percentiles_81_90,1995,2.4,3.2,0.9,3.3,1.2
all_households,percentiles_81_90,1996,2.5,3.3,0.8,3.2,1.4
all_households,percentiles_81_90,1997,2.7,3.7,0.5,3.7,0.7
all_households,percentiles_81_90,1998,2.6,3.4,0.6,3.2,0.8
all_households,percentiles_81_90,1999,2.8,3.3,0.5,4.5,0.8
all_households,percentiles_81_90,2000,3.0,3.6,0.8,3.7,1.1
all_households,percentiles_81_90,2001,2.7,3.3,0.5,3.4,1.1
all_households,percentiles_81_90,2002,3.2,3.8,0.8,4.0,1.3
all_households,percentiles_81_90,2003,3.2,3.7,0.6,4.4,1.1
all_households,percentiles_81_90,2004,3.4,3.9,0.7,5.3,1.4
all_households,percentiles_81_90,2005,3.3,3.9,0.5,4.6,1.0
all_households,percentiles_81_90,2006,3.4,3.9,0.7,4.6,2.0
all_households,percentiles_81_90,2007,3.8,4.3,0.9,5.2,2.3
all_households,percentiles_81_90,2008,3.1,3.5,0.8,4.7,1.8
all_households,percentiles_81_90,2009,3.7,4.4,1.0,4.2,2.4
all_households,percentiles_81_90,2010,3.5,4.2,1.3,4.5,2.2
all_households,percentiles_81_90,2011,3.2,3.9,0.8,4.8,1.9
all_households,percentiles_81_90,2012,3.2,3.8,0.7,4.4,2.0
all_households,percentiles_81_90,2013,2.9,3.3,1.0,3.6,2.0
all_households,percentiles_81_90,2014,3.3,3.7,1.2,4.2,2.4
all_households,percentiles_81_90,2015,3.3,3.5,1.4,4.6,2.7
all_households,percentiles_81_90,2016,3.4,3.8,1.2,4.3,2.5
all_households,percentiles_81_90,2017,3.3,3.5,1.3,4.5,2.4
all_households,percentiles_91_95,1979,0.8,1.0,0.3,1.5,0.5
all_households,percentiles_91_95,1980,0.7,0.8,0.1,1.6,0.5
all_households,percentiles_91_95,1981,0.5,0.7,0.1,1.2,0.4
all_households,percentiles_91_95,1982,0.6,1.0,0.2,1.2,0.4
all_households,percentiles_91_95,1983,0.4,0.6,0.1,1.1,0.3
all_households,percentiles_91_95,1984,0.5,0.6,0.3,1.4,0.3
all_households,percentiles_91_95,1985,0.6,0.6,0.1,1.4,0.4
all_households,percentiles_91_95,1986,0.6,0.7,0.2,1.3,0.4
all_households,percentiles_91_95,1987,0.5,0.5,0.2,0.9,0.4
all_households,percentiles_91_95,1988,0.6,0.7,0.3,1.0,0.5
all_households,percentiles_91_95,1989,0.7,0.9,0.2,1.3,0.4
all_households,percentiles_91_95,1990,0.9,1.0,0.3,1.9,0.6
all_households,percentiles_91_95,1991,0.9,1.1,0.3,2.1,0.5
all_households,percentiles_91_95,1992,1.2,1.4,0.5,2.2,0.8
all_households,percentiles_91_95,1993,0.8,1.1,0.2,1.6,0.3
all_households,percentiles_91_95,1994,1.1,1.4,0.3,1.8,0.5
all_households,percentiles_91_95,1995,1.1,1.5,0.2,1.6,0.6
all_households,percentiles_91_95,1996,1.1,1.6,0.2,1.9,0.3
all_households,percentiles_91_95,1997,1.0,1.4,0.2,1.5,0.3
all_households,percentiles_91_95,1998,1.0,1.3,0.2,1.2,0.3
all_households,percentiles_91_95,1999,0.9,1.0,0.2,1.4,0.4
all_households,percentiles_91_95,2000,1.1,1.3,0.2,1.4,0.5
all_households,percentiles_91_95,2001,1.0,1.3,0.1,1.1,0.4
all_households,percentiles_91_95,2002,1.1,1.3,0.2,1.5,0.4
all_households,percentiles_91_95,2003,1.2,1.5,0.1,1.5,0.3
all_households,percentiles_91_95,2004,1.0,1.1,0.2,1.4,0.4
all_households,percentiles_91_95,2005,1.3,1.4,0.1,2.0,0.4
all_households,percentiles_91_95,2006,1.2,1.4,0.2,1.8,0.7
all_households,percentiles_91_95,2007,1.3,1.4,0.2,1.6,1.1
all_households,percentiles_91_95,2008,1.2,1.3,0.3,1.7,0.9
all_households,percentiles_91_95,2009,1.3,1.5,0.4,1.5,0.8
all_households,percentiles_91_95,2010,1.3,1.6,0.5,1.9,0.8
all_households,percentiles_91_95,2011,0.9,1.1,0.2,0.9,0.6
all_households,percentiles_91_95,2012,1.0,1.3,0.2,1.4,0.7
all_households,percentiles_91_95,2013,0.9,1.1,0.2,1.0,0.7
all_households,percentiles_91_95,2014,1.1,1.2,0.3,1.3,0.8
all_households,percentiles_91_95,2015,1.1,1.2,0.5,1.4,0.8
all_households,percentiles_91_95,2016,1.3,1.4,0.5,1.5,1.0
all_households,percentiles_91_95,2017,1.0,1.1,0.3,1.1,0.7
all_households,percentiles_96_99,1979,0.5,0.7,0.2,0.7,0.4
all_households,percentiles_96_99,1980,0.4,0.4,0.2,0.9,0.4
all_households,percentiles_96_99,1981,0.5,0.7,0.2,1.0,0.4
all_households,percentiles_96_99,1982,0.4,0.7,0.1,0.8,0.2
all_households,percentiles_96_99,1983,0.4,0.4,0.2,1.1,0.3
all_households,percentiles_96_99,1984,0.4,0.4,0.2,1.0,0.3
all_households,percentiles_96_99,1985,0.4,0.4,0.2,0.7,0.4
all_households,percentiles_96_99,1986,0.4,0.4,0.1,0.6,0.3
all_households,percentiles_96_99,1987,0.5,0.5,0.2,1.1,0.4
all_households,percentiles_96_99,1988,0.8,0.6,0.2,0.7,1.2
all_households,percentiles_96_99,1989,0.5,0.4,0.2,0.8,0.5
all_households,percentiles_96_99,1990,0.6,0.6,0.2,1.1,0.4
all_households,percentiles_96_99,1991,0.6,0.6,0.2,0.8,0.6
all_households,percentiles_96_99,1992,0.5,0.7,0.2,0.9,0.3
all_households,percentiles_96_99,1993,0.5,0.5,0.2,1.0,0.3
all_households,percentiles_96_99,1994,0.7,1.1,0.1,0.9,0.3
all_households,percentiles_96_99,1995,0.6,0.9,0.2,0.8,0.3
all_households,percentiles_96_99,1996,0.6,0.9,0.1,0.6,0.4
all_households,percentiles_96_99,1997,0.6,0.8,0.1,0.6,0.3
all_households,percentiles_96_99,1998,0.7,0.9,0.1,0.8,0.2
all_households,percentiles_96_99,1999,0.6,0.8,0.1,0.7,0.3
all_households,percentiles_96_99,2000,0.7,0.9,0.1,0.7,0.3
all_households,percentiles_96_99,2001,0.8,0.9,0.1,1.1,0.3
all_households,percentiles_96_99,2002,0.6,0.7,0.2,0.7,0.2
all_households,percentiles_96_99,2003,0.6,0.8,0.1,0.7,0.2
all_households,percentiles_96_99,2004,0.7,0.8,0.2,1.2,0.2
all_households,percentiles_96_99,2005,0.7,0.9,0.1,1.0,0.3
all_households,percentiles_96_99,2006,0.7,0.8,0.2,0.8,0.5
all_households,percentiles_96_99,2007,0.8,1.0,0.2,0.8,0.7
all_households,percentiles_96_99,2008,0.8,0.9,0.2,0.9,0.5
all_households,percentiles_96_99,2009,0.8,0.9,0.2,0.7,0.5
all_households,percentiles_96_99,2010,0.6,0.7,0.2,0.7,0.4
all_households,percentiles_96_99,2011,0.6,0.8,0.1,0.7,0.4
all_households,percentiles_96_99,2012,0.6,0.7,0.1,0.6,0.4
all_households,percentiles_96_99,2013,0.5,0.6,0.1,0.4,0.4
all_households,percentiles_96_99,2014,0.6,0.7,0.2,0.6,0.4
all_households,percentiles_96_99,2015,0.7,0.8,0.2,0.9,0.5
all_households,percentiles_96_99,2016,0.7,0.8,0.2,0.8,0.5
all_households,percentiles_96_99,2017,0.6,0.7,0.3,0.4,0.5
all_households,top_1_percent,1979,0.1,0.2,0.1,0.1,0.1
all_households,top_1_percent,1980,0.1,0.1,0.1,0.2,0.1
all_households,top_1_percent,1981,0.2,0.2,0.1,0.2,0.2
all_households,top_1_percent,1982,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,1983,0.1,0.1,0.1,0.1,0.2
all_households,top_1_percent,1984,0.2,0.2,0.1,0.3,0.2
all_households,top_1_percent,1985,0.2,0.2,0.1,0.2,0.2
all_households,top_1_percent,1986,0.1,0.1,0.1,0.2,0.2
all_households,top_1_percent,1987,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,1988,0.1,0.1,0.1,0.1,0.1
all_households,top_1_percent,1989,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,1990,0.1,0.1,0.1,0.2,0.2
all_households,top_1_percent,1991,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,1992,0.1,0.1,0.0,0.2,0.1
all_households,top_1_percent,1993,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,1994,0.1,0.2,0.1,0.1,0.1
all_households,top_1_percent,1995,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,1996,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,1997,0.1,0.1,0.0,0.1,0.0
all_households,top_1_percent,1998,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,1999,0.1,0.1,0.0,0.2,0.0
all_households,top_1_percent,2000,0.2,0.2,0.0,0.2,0.1
all_households,top_1_percent,2001,0.2,0.2,0.0,0.2,0.1
all_households,top_1_percent,2002,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2003,0.1,0.1,0.1,0.2,0.1
all_households,top_1_percent,2004,0.1,0.1,0.0,0.1,0.1
all_households,top_1_percent,2005,0.1,0.1,0.1,0.1,0.1
all_households,top_1_percent,2006,0.2,0.2,0.0,0.2,0.2
all_households,top_1_percent,2007,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,2008,0.2,0.2,0.1,0.1,0.2
all_households,top_1_percent,2009,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2010,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2011,0.2,0.2,0.1,0.3,0.1
all_households,top_1_percent,2012,0.2,0.2,0.0,0.3,0.1
all_households,top_1_percent,2013,0.2,0.2,0.0,0.1,0.1
all_households,top_1_percent,2014,0.2,0.2,0.2,0.1,0.1
all_households,top_1_percent,2015,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2016,0.2,0.2,0.1,0.1,0.2
all_households,top_1_percent,2017,0.2,0.3,0.1,0.3,0.2
hh_with_children,all_quintiles,1979,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1980,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1981,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1982,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1983,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1984,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1985,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1986,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1987,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1988,100.0,100.0,100.0,100.0,100.0
