household_type,income_group,year,market_inc,inc_before_transfers_taxes,inc_after_transfers_taxes
all_households,middle_quintile,2009,13.5,13.8,14.5
all_households,middle_quintile,2010,13.0,13.4,14.2
all_households,middle_quintile,2011,13.0,13.4,14.2
all_households,middle_quintile,2012,12.4,12.8,13.6
all_households,middle_quintile,2013,12.9,13.2,14.1
all_households,middle_quintile,2014,12.6,12.9,13.9
all_households,middle_quintile,2015,12.6,13.0,14.0
all_households,middle_quintile,2016,12.8,13.1,14.0
all_households,middle_quintile,2017,12.6,12.9,13.8
all_households,fourth_quintile,1979,23.0,22.0,21.6
all_households,fourth_quintile,1980,23.1,22.0,21.4
all_households,fourth_quintile,1981,23.1,22.0,21.3
all_households,fourth_quintile,1982,23.1,21.9,21.2
all_households,fourth_quintile,1983,23.0,21.9,21.2
all_households,fourth_quintile,1984,22.7,21.7,21.1
all_households,fourth_quintile,1985,22.5,21.5,20.9
all_households,fourth_quintile,1986,21.7,20.8,20.1
all_households,fourth_quintile,1987,22.9,21.8,21.5
all_households,fourth_quintile,1988,22.3,21.3,20.9
all_households,fourth_quintile,1989,22.3,21.3,20.8
all_households,fourth_quintile,1990,22.4,21.4,20.8
all_households,fourth_quintile,1991,22.6,21.5,20.8
all_households,fourth_quintile,1992,22.3,21.2,20.6
all_households,fourth_quintile,1993,22.5,21.3,20.8
all_households,fourth_quintile,1994,22.5,21.4,20.8
all_households,fourth_quintile,1995,22.1,21.0,20.5
all_households,fourth_quintile,1996,21.6,20.6,20.2
all_households,fourth_quintile,1997,20.9,20.0,19.8
all_households,fourth_quintile,1998,20.7,19.9,19.6
all_households,fourth_quintile,1999,20.3,19.6,19.4
all_households,fourth_quintile,2000,20.0,19.3,19.1
all_households,fourth_quintile,2001,21.2,20.3,20.0
all_households,fourth_quintile,2002,21.6,20.6,20.2
all_households,fourth_quintile,2003,21.4,20.4,20.0
all_households,fourth_quintile,2004,20.7,19.8,19.5
all_households,fourth_quintile,2005,20.0,19.2,19.0
all_households,fourth_quintile,2006,19.7,19.0,18.8
all_households,fourth_quintile,2007,19.4,18.7,18.5
all_households,fourth_quintile,2008,20.5,19.7,19.4
all_households,fourth_quintile,2009,21.6,20.5,20.0
all_households,fourth_quintile,2010,21.0,20.0,19.6
all_households,fourth_quintile,2011,21.0,20.0,19.6
all_households,fourth_quintile,2012,20.2,19.3,19.0
all_households,fourth_quintile,2013,20.8,19.9,19.6
all_households,fourth_quintile,2014,20.3,19.5,19.2
all_households,fourth_quintile,2015,20.3,19.5,19.2
all_households,fourth_quintile,2016,20.6,19.7,19.2
all_households,fourth_quintile,2017,20.4,19.5,19.1
all_households,highest_quintile,1979,47.9,45.3,41.3
all_households,highest_quintile,1980,48.5,45.6,41.5
all_households,highest_quintile,1981,48.8,45.8,41.9
all_households,highest_quintile,1982,49.8,46.4,43.0
all_households,highest_quintile,1983,50.8,47.2,43.9
all_households,highest_quintile,1984,50.6,47.5,44.3
all_households,highest_quintile,1985,51.5,48.2,45.1
all_households,highest_quintile,1986,53.6,50.3,47.2
all_households,highest_quintile,1987,51.9,48.6,44.8
all_households,highest_quintile,1988,53.2,49.9,46.3
all_households,highest_quintile,1989,52.8,49.5,45.9
all_households,highest_quintile,1990,52.4,49.0,45.3
all_households,highest_quintile,1991,52.2,48.5,44.4
all_households,highest_quintile,1992,53.3,49.4,45.1
all_households,highest_quintile,1993,53.2,49.2,44.3
all_households,highest_quintile,1994,53.1,49.2,44.2
all_households,highest_quintile,1995,53.4,49.6,44.4
all_households,highest_quintile,1996,54.5,50.7,45.6
all_households,highest_quintile,1997,55.5,51.8,46.7
all_households,highest_quintile,1998,55.8,52.3,47.3
all_households,highest_quintile,1999,56.6,53.2,48.2
all_households,highest_quintile,2000,57.3,54.0,48.8
all_households,highest_quintile,2001,55.5,51.8,46.5
all_households,highest_quintile,2002,54.9,50.9,45.5
all_households,highest_quintile,2003,55.7,51.6,46.3
all_households,highest_quintile,2004,56.9,52.9,47.5
all_households,highest_quintile,2005,58.4,54.5,49.1
all_households,highest_quintile,2006,59.0,55.1,49.7
all_households,highest_quintile,2007,59.0,55.2,50.0
all_households,highest_quintile,2008,57.6,53.3,47.6
all_households,highest_quintile,2009,56.7,51.5,45.5
all_households,highest_quintile,2010,58.0,52.7,46.5
all_households,highest_quintile,2011,57.9,52.8,46.7
all_households,highest_quintile,2012,59.9,54.9,48.7
all_households,highest_quintile,2013,58.4,53.5,46.9
all_households,highest_quintile,2014,59.4,54.6,47.6
all_households,highest_quintile,2015,59.1,54.3,47.2
all_households,highest_quintile,2016,58.6,53.7,46.7
all_households,highest_quintile,2017,59.3,54.6,47.8
all_households,percentiles_81_90,1979,15.9,15.1,14.4
all_households,percentiles_81_90,1980,16.1,15.2,14.4
all_households,percentiles_81_90,1981,16.2,15.3,14.4
all_households,percentiles_81_90,1982,16.4,15.4,14.5
all_households,percentiles_81_90,1983,16.4,15.3,14.5
all_households,percentiles_81_90,1984,16.2,15.3,14.5
all_households,percentiles_81_90,1985,16.1,15.2,14.4
all_households,percentiles_81_90,1986,15.6,14.7,13.9
all_households,percentiles_81_90,1987,16.4,15.4,14.7
all_households,percentiles_81_90,1988,15.9,15.0,14.3
all_households,percentiles_81_90,1989,16.0,15.1,14.3
all_households,percentiles_81_90,1990,16.0,15.1,14.3
all_households,percentiles_81_90,1991,16.2,15.2,14.3
all_households,percentiles_81_90,1992,16.1,15.0,14.1
all_households,percentiles_81_90,1993,16.2,15.1,14.3
all_households,percentiles_81_90,1994,16.1,15.1,14.3
all_households,percentiles_81_90,1995,15.9,14.8,14.0
all_households,percentiles_81_90,1996,15.7,14.8,14.0
all_households,percentiles_81_90,1997,15.5,14.5,13.8
all_households,percentiles_81_90,1998,15.2,14.4,13.7
all_households,percentiles_81_90,1999,15.0,14.2,13.6
all_households,percentiles_81_90,2000,14.7,14.0,13.4
all_households,percentiles_81_90,2001,15.5,14.6,13.8
all_households,percentiles_81_90,2002,15.8,14.8,13.9
all_households,percentiles_81_90,2003,15.8,14.8,14.0
all_households,percentiles_81_90,2004,15.4,14.5,13.7
all_households,percentiles_81_90,2005,14.9,14.1,13.4
all_households,percentiles_81_90,2006,14.7,13.9,13.2
all_households,percentiles_81_90,2007,14.5,13.7,13.0
all_households,percentiles_81_90,2008,15.2,14.2,13.4
all_households,percentiles_81_90,2009,16.2,14.9,13.9
all_households,percentiles_81_90,2010,15.9,14.7,13.7
all_households,percentiles_81_90,2011,15.8,14.6,13.7
all_households,percentiles_81_90,2012,15.2,14.2,13.4
all_households,percentiles_81_90,2013,15.8,14.8,13.8
all_households,percentiles_81_90,2014,15.5,14.4,13.5
all_households,percentiles_81_90,2015,15.4,14.4,13.4
all_households,percentiles_81_90,2016,15.6,14.6,13.6
all_households,percentiles_81_90,2017,15.5,14.5,13.5
all_households,percentiles_91_95,1979,10.4,9.8,9.2
all_households,percentiles_91_95,1980,10.5,9.9,9.2
all_households,percentiles_91_95,1981,10.6,9.9,9.2
all_households,percentiles_91_95,1982,10.7,10.0,9.3
all_households,percentiles_91_95,1983,10.8,10.0,9.4
all_households,percentiles_91_95,1984,10.6,9.9,9.4
all_households,percentiles_91_95,1985,10.6,10.0,9.3
all_households,percentiles_91_95,1986,10.5,9.8,9.2
all_households,percentiles_91_95,1987,10.7,10.1,9.4
all_households,percentiles_91_95,1988,10.5,9.8,9.2
all_households,percentiles_91_95,1989,10.6,9.9,9.3
all_households,percentiles_91_95,1990,10.6,9.9,9.3
all_households,percentiles_91_95,1991,10.8,10.0,9.3
all_households,percentiles_91_95,1992,10.8,10.0,9.3
all_households,percentiles_91_95,1993,10.9,10.1,9.3
all_households,percentiles_91_95,1994,10.8,10.1,9.4
all_households,percentiles_91_95,1995,10.8,10.0,9.3
all_households,percentiles_91_95,1996,10.6,9.9,9.2
all_households,percentiles_91_95,1997,10.6,10.0,9.3
all_households,percentiles_91_95,1998,10.4,9.8,9.2
all_households,percentiles_91_95,1999,10.3,9.8,9.1
all_households,percentiles_91_95,2000,10.2,9.7,9.1
all_households,percentiles_91_95,2001,10.6,10.0,9.2
all_households,percentiles_91_95,2002,10.8,10.1,9.2
all_households,percentiles_91_95,2003,10.8,10.1,9.3
all_households,percentiles_91_95,2004,10.5,9.8,9.1
all_households,percentiles_91_95,2005,10.4,9.7,9.0
all_households,percentiles_91_95,2006,10.3,9.7,9.0
all_households,percentiles_91_95,2007,10.1,9.5,8.9
all_households,percentiles_91_95,2008,10.6,9.9,9.1
all_households,percentiles_91_95,2009,11.2,10.2,9.2
all_households,percentiles_91_95,2010,11.0,10.0,9.1
all_households,percentiles_91_95,2011,11.0,10.1,9.2
all_households,percentiles_91_95,2012,10.7,9.9,9.1
all_households,percentiles_91_95,2013,11.0,10.1,9.2
all_households,percentiles_91_95,2014,10.9,10.1,9.2
all_households,percentiles_91_95,2015,10.9,10.1,9.2
all_households,percentiles_91_95,2016,11.0,10.2,9.2
all_households,percentiles_91_95,2017,11.0,10.2,9.2
all_households,percentiles_96_99,1979,12.0,11.4,10.4
all_households,percentiles_96_99,1980,12.3,11.6,10.5
all_households,percentiles_96_99,1981,12.4,11.6,10.5
all_households,percentiles_96_99,1982,12.4,11.5,10.6
all_households,percentiles_96_99,1983,12.6,11.7,10.9
all_households,percentiles_96_99,1984,12.4,11.6,10.9
all_households,percentiles_96_99,1985,12.6,11.8,11.1
all_households,percentiles_96_99,1986,12.8,12.0,11.3
all_households,percentiles_96_99,1987,12.9,12.1,11.1
all_households,percentiles_96_99,1988,12.8,12.0,11.1
all_households,percentiles_96_99,1989,13.0,12.2,11.2
all_households,percentiles_96_99,1990,12.9,12.0,11.1
all_households,percentiles_96_99,1991,13.2,12.2,11.2
all_households,percentiles_96_99,1992,13.2,12.3,11.2
all_households,percentiles_96_99,1993,13.3,12.3,11.1
all_households,percentiles_96_99,1994,13.2,12.3,11.1
all_households,percentiles_96_99,1995,13.4,12.4,11.2
all_households,percentiles_96_99,1996,13.5,12.5,11.3
all_households,percentiles_96_99,1997,13.5,12.6,11.5
all_households,percentiles_96_99,1998,13.4,12.6,11.4
all_households,percentiles_96_99,1999,13.6,12.8,11.6
all_households,percentiles_96_99,2000,13.5,12.8,11.5
all_households,percentiles_96_99,2001,13.5,12.6,11.4
all_households,percentiles_96_99,2002,13.8,12.7,11.4
all_households,percentiles_96_99,2003,13.7,12.7,11.3
all_households,percentiles_96_99,2004,13.6,12.7,11.3
all_households,percentiles_96_99,2005,13.8,12.9,11.6
all_households,percentiles_96_99,2006,13.9,13.0,11.6
all_households,percentiles_96_99,2007,13.7,12.9,11.6
all_households,percentiles_96_99,2008,13.8,12.8,11.3
all_households,percentiles_96_99,2009,14.0,12.7,11.1
all_households,percentiles_96_99,2010,14.1,12.7,11.1
all_households,percentiles_96_99,2011,14.2,12.9,11.3
all_households,percentiles_96_99,2012,14.2,13.0,11.4
all_households,percentiles_96_99,2013,14.4,13.2,11.6
all_households,percentiles_96_99,2014,14.5,13.3,11.6
all_households,percentiles_96_99,2015,14.4,13.2,11.5
all_households,percentiles_96_99,2016,14.4,13.2,11.4
all_households,percentiles_96_99,2017,14.5,13.3,11.6
all_households,top_1_percent,1979,9.6,9.0,7.3
all_households,top_1_percent,1980,9.6,8.9,7.5
all_households,top_1_percent,1981,9.6,9.0,7.8
all_households,top_1_percent,1982,10.3,9.5,8.5
all_households,top_1_percent,1983,11.1,10.2,9.1
all_households,top_1_percent,1984,11.4,10.6,9.5
all_households,top_1_percent,1985,12.1,11.3,10.2
all_households,top_1_percent,1986,14.8,13.8,12.8
all_households,top_1_percent,1987,11.9,11.0,9.6
all_households,top_1_percent,1988,14.2,13.1,11.7
all_households,top_1_percent,1989,13.2,12.3,11.0
all_households,top_1_percent,1990,12.9,12.0,10.7
all_households,top_1_percent,1991,12.1,11.1,9.7
all_households,top_1_percent,1992,13.2,12.1,10.4
all_households,top_1_percent,1993,12.8,11.7,9.6
all_households,top_1_percent,1994,12.9,11.8,9.5
all_households,top_1_percent,1995,13.4,12.3,9.9
all_households,top_1_percent,1996,14.8,13.6,11.0
all_households,top_1_percent,1997,15.9,14.6,12.1
all_households,top_1_percent,1998,16.7,15.5,13.1
all_households,top_1_percent,1999,17.7,16.4,13.9
all_households,top_1_percent,2000,18.8,17.5,14.9
all_households,top_1_percent,2001,15.8,14.6,12.2
all_households,top_1_percent,2002,14.5,13.3,10.9
all_households,top_1_percent,2003,15.4,14.1,11.7
all_households,top_1_percent,2004,17.4,16.0,13.4
all_households,top_1_percent,2005,19.3,17.8,15.1
all_households,top_1_percent,2006,20.1,18.5,15.8
all_households,top_1_percent,2007,20.7,19.1,16.6
all_households,top_1_percent,2008,18.0,16.4,13.8
all_households,top_1_percent,2009,15.3,13.7,11.3
all_households,top_1_percent,2010,17.1,15.3,12.6
all_households,top_1_percent,2011,16.8,15.1,12.4
all_households,top_1_percent,2012,19.8,17.8,14.9
all_households,top_1_percent,2013,17.1,15.4,12.2
all_households,top_1_percent,2014,18.5,16.7,13.2
all_households,top_1_percent,2015,18.4,16.6,13.2
all_households,top_1_percent,2016,17.5,15.8,12.5
all_households,top_1_percent,2017,18.4,16.6,13.5
hh_with_children,all_quintiles,1979,100.0,100.0,100.0
hh_with_children,all_quintiles,1980,100.0,100.0,100.0
hh_with_children,all_quintiles,1981,100.0,100.0,100.0
hh_with_children,all_quintiles,1982,100.0,100.0,100.0
hh_with_children,all_quintiles,1983,100.0,100.0,100.0
hh_with_children,all_quintiles,1984,100.0,100.0,100.0
hh_with_children,all_quintiles,1985,100.0,100.0,100.0
hh_with_children,all_quintiles,1986,100.0,100.0,100.0
hh_with_children,all_quintiles,1987,100.0,100.0,100.0
hh_with_children,all_quintiles,1988,100.0,100.0,100.0
hh_with_children,all_quintiles,1989,100.0,100.0,100.0
hh_with_children,all_quintiles,1990,100.0,100.0,100.0
hh_with_children,all_quintiles,1991,100.0,100.0,100.0
hh_with_children,all_quintiles,1992,100.0,100.0,100.0
hh_with_children,all_quintiles,1993,100.0,100.0,100.0
hh_with_children,all_quintiles,1994,100.0,100.0,100.0
hh_with_children,all_quintiles,1995,100.0,100.0,100.0
hh_with_children,all_quintiles,1996,100.0,100.0,100.0
hh_with_children,all_quintiles,1997,100.0,100.0,100.0
hh_with_children,all_quintiles,1998,100.0,100.0,100.0
hh_with_children,all_quintiles,1999,100.0,100.0,100.0
hh_with_children,all_quintiles,2000,100.0,100.0,100.0
hh_with_children,all_quintiles,2001,100.0,100.0,100.0
hh_with_children,all_quintiles,2002,100.0,100.0,100.0
hh_with_children,all_quintiles,2003,100.0,100.0,100.0
hh_with_children,all_quintiles,2004,100.0,100.0,100.0
hh_with_children,all_quintiles,2005,100.0,100.0,100.0
hh_with_children,all_quintiles,2006,100.0,100.0,100.0
hh_with_children,all_quintiles,2007,100.0,100.0,100.0
hh_with_children,all_quintiles,2008,100.0,100.0,100.0
hh_with_children,all_quintiles,2009,100.0,100.0,100.0
hh_with_children,all_quintiles,2010,100.0,100.0,100.0
hh_with_children,all_quintiles,2011,100.0,100.0,100.0
hh_with_children,all_quintiles,2012,100.0,100.0,100.0
hh_with_children,all_quintiles,2013,100.0,100.0,100.0
hh_with_children,all_quintiles,2014,100.0,100.0,100.0
hh_with_children,all_quintiles,2015,100.0,100.0,100.0
hh_with_children,all_quintiles,2016,100.0,100.0,100.0
hh_with_children,all_quintiles,2017,100.0,100.0,100.0
hh_with_children,lowest_quintile,1979,3.0,3.7,6.9
hh_with_children,lowest_quintile,1980,3.0,3.8,7.3
hh_with_children,lowest_quintile,1981,2.9,3.7,7.2
hh_with_children,lowest_quintile,1982,2.8,3.7,7.2
hh_with_children,lowest_quintile,1983,2.7,3.6,7.2
hh_with_children,lowest_quintile,1984,2.9,3.6,6.8
hh_with_children,lowest_quintile,1985,2.8,3.6,7.0
hh_with_children,lowest_quintile,1986,2.6,3.4,6.7
hh_with_children,lowest_quintile,1987,2.3,3.1,6.7
hh_with_children,lowest_quintile,1988,2.4,3.2,6.8
hh_with_children,lowest_quintile,1989,2.5,3.3,6.9
hh_with_children,lowest_quintile,1990,2.7,3.4,7.4
hh_with_children,lowest_quintile,1991,2.7,3.5,7.9
hh_with_children,lowest_quintile,1992,2.6,3.5,7.9
hh_with_children,lowest_quintile,1993,2.6,3.5,8.1
hh_with_children,lowest_quintile,1994,2.5,3.3,7.9
hh_with_children,lowest_quintile,1995,2.7,3.4,8.0
hh_with_children,lowest_quintile,1996,2.9,3.7,8.1
hh_with_children,lowest_quintile,1997,3.0,3.9,7.9
hh_with_children,lowest_quintile,1998,3.2,3.9,7.6
hh_with_children,lowest_quintile,1999,3.2,3.8,7.2
hh_with_children,lowest_quintile,2000,3.0,3.6,7.0
hh_with_children,lowest_quintile,2001,3.0,3.7,7.2
hh_with_children,lowest_quintile,2002,2.9,3.7,7.3
hh_with_children,lowest_quintile,2003,2.7,3.5,7.0
hh_with_children,lowest_quintile,2004,2.6,3.4,6.8
hh_with_children,lowest_quintile,2005,2.7,3.4,7.0
hh_with_children,lowest_quintile,2006,2.8,3.5,7.0
hh_with_children,lowest_quintile,2007,3.0,3.7,7.3
hh_with_children,lowest_quintile,2008,2.9,3.7,7.4
hh_with_children,lowest_quintile,2009,2.6,3.8,7.9
hh_with_children,lowest_quintile,2010,2.6,3.6,7.9
hh_with_children,lowest_quintile,2011,2.6,3.6,7.7
hh_with_children,lowest_quintile,2012,2.4,3.4,7.4
hh_with_children,lowest_quintile,2013,2.6,3.5,7.7
hh_with_children,lowest_quintile,2014,2.5,3.3,7.8
hh_with_children,lowest_quintile,2015,2.6,3.3,7.8
hh_with_children,lowest_quintile,2016,2.5,3.2,7.8
hh_with_children,lowest_quintile,2017,2.5,3.1,7.5
hh_with_children,second_quintile,1979,12.8,13.1,14.1
hh_with_children,second_quintile,1980,12.6,13.0,14.1
hh_with_children,second_quintile,1981,12.4,12.8,13.9
hh_with_children,second_quintile,1982,12.1,12.6,13.6
hh_with_children,second_quintile,1983,11.4,11.9,12.7
hh_with_children,second_quintile,1984,11.5,11.8,12.6
hh_with_children,second_quintile,1985,11.5,11.8,12.5
hh_with_children,second_quintile,1986,10.8,11.1,11.9
hh_with_children,second_quintile,1987,10.6,10.9,11.7
hh_with_children,second_quintile,1988,10.5,10.8,11.6
hh_with_children,second_quintile,1989,10.5,10.8,11.8
hh_with_children,second_quintile,1990,11.2,11.6,12.5
hh_with_children,second_quintile,1991,10.9,11.3,12.5
hh_with_children,second_quintile,1992,10.5,11.0,12.5
hh_with_children,second_quintile,1993,10.3,10.8,12.4
hh_with_children,second_quintile,1994,10.3,10.7,12.4
hh_with_children,second_quintile,1995,10.3,10.7,12.4
hh_with_children,second_quintile,1996,10.4,10.7,12.5
hh_with_children,second_quintile,1997,10.2,10.5,12.2
hh_with_children,second_quintile,1998,10.0,10.4,12.2
hh_with_children,second_quintile,1999,9.7,10.1,11.8
hh_with_children,second_quintile,2000,9.2,9.5,11.3
hh_with_children,second_quintile,2001,9.7,10.0,12.0
hh_with_children,second_quintile,2002,9.6,10.0,12.2
hh_with_children,second_quintile,2003,9.4,9.8,12.1
hh_with_children,second_quintile,2004,9.2,9.6,12.0
hh_with_children,second_quintile,2005,8.9,9.2,11.5
hh_with_children,second_quintile,2006,8.7,9.0,11.2
hh_with_children,second_quintile,2007,8.9,9.3,11.4
hh_with_children,second_quintile,2008,8.8,9.2,11.8
hh_with_children,second_quintile,2009,8.7,9.2,12.2
hh_with_children,second_quintile,2010,8.2,8.8,11.8
hh_with_children,second_quintile,2011,8.4,8.9,11.9
hh_with_children,second_quintile,2012,8.1,8.5,11.5
hh_with_children,second_quintile,2013,8.2,8.6,11.8
hh_with_children,second_quintile,2014,8.2,8.6,12.1
hh_with_children,second_quintile,2015,8.2,8.6,12.3
hh_with_children,second_quintile,2016,8.5,8.9,12.6
hh_with_children,second_quintile,2017,8.4,8.8,12.4
hh_with_children,middle_quintile,1979,21.1,21.0,20.9
hh_with_children,middle_quintile,1980,21.1,21.0,20.8
hh_with_children,middle_quintile,1981,21.2,21.0,20.8
